Time_Soln#19 (sec),Volume_Soln#19 (cm3),Volumetric_heat_production_rate_Soln#19 (erg/cm3-sec),Surface_temperature_Soln#19 (K),Temperature_Soln#19 (K),Mass_Soln#19 (g),Pressure_Soln#19 (atm),Mole_fraction_H2_Soln#19 (),Mole_fraction_H_Soln#19 (),Mole_fraction_CH4_Soln#19 (),Mole_fraction_CH3_Soln#19 (),Mole_fraction_C2H4_Soln#19 (),Mole_fraction_C2H2_Soln#19 (),Mole_fraction_C3H4-P_Soln#19 (),Mole_fraction_C4H2_Soln#19 (),Mole_fraction_C6H6_Soln#19 (),Mole_fraction_C10H8_Soln#19 (),Mole_fraction_C7H8_Soln#19 (),Mole_fraction_C7H7_Soln#19 (),Mole_fraction_BENZYNE_Soln#19 (),Mole_fraction_C6H5C2H_Soln#19 (),Mole_fraction_C6H5C2H3_Soln#19 (),Mole_fraction_C6H5C2H5_Soln#19 (),Mole_fraction_BIPHENYL_Soln#19 (),Mole_fraction_C14H10_Soln#19 (),Mole_fraction_BIN1B_Soln#19 (),Mole_fraction_BIN1A_Soln#19 (),Molecular_weight_Soln#19 (g/mole),Mass_density_Soln#19 (g/cm3),Unburned_hydrocarbons_Soln#19 (ppm),Volatile_organic_compounds_Soln#19 (ppm)
8.072041E-7,15.46851,-1.117966E11,1848.99,1848.99,0.00106819,1.0,0.9007178,0.001440293,0.004808452,0.003809796,0.002004039,8.895156E-4,1.522145E-5,1.053069E-4,0.003339715,9.568062E-7,0.02537408,0.008092241,3.55839E-4,0.001245726,0.03971448,0.006720842,2.847963E-6,1.409472E-5,2.27393E-9,2.192356E-7,10.47739,6.905581E-5,660447.3,660447.3
8.143288E-7,15.46788,-1.102999E11,1848.789,1848.789,0.00106819,1.0,0.9006321,0.001440988,0.004860969,0.003809069,0.002028728,9.020011E-4,1.549234E-5,1.068906E-4,0.003387686,9.901028E-7,0.02534958,0.008121314,3.590272E-4,0.001260653,0.03967555,0.006672988,2.916821E-6,1.431223E-5,2.357694E-9,2.237433E-7,10.47667,6.905864E-5,660402.3,660402.3
8.364702E-7,15.466,-1.057853E11,1848.179,1848.179,0.00106819,1.0,0.9003681,0.001442498,0.005023742,0.003805603,0.002105224,9.408914E-4,1.6347E-5,1.118379E-4,0.003537017,1.098578E-6,0.02527454,0.00820858,3.688058E-4,0.001306901,0.03955446,0.00652689,3.135226E-6,1.499204E-5,2.630874E-9,2.381206E-7,10.47449,6.906702E-5,660264.7,660264.7
8.841188E-7,15.46239,-9.67437E10,1846.951,1846.951,0.00106819,1.0,0.8998112,0.001442733,0.005371542,0.003792397,0.002268484,0.001024927,1.825064E-5,1.226054E-4,0.003859186,1.358698E-6,0.02511874,0.00838119,3.891875E-4,0.001405613,0.03929363,0.00622546,3.627033E-6,1.647292E-5,3.28698E-9,2.709875E-7,10.46997,6.908314E-5,659979.9,659979.9
9.271019E-7,15.45959,-8.932198E10,1845.933,1845.933,0.00106819,1.0,0.8993217,0.001439945,0.005682023,0.003774551,0.002413922,0.001100959,2.003976E-5,1.324422E-4,0.00414998,1.625813E-6,0.02498463,0.008520377,4.068168E-4,0.001493573,0.03905864,0.005967813,4.094435E-6,1.782658E-5,3.961046E-9,3.029125E-7,10.46609,6.909566E-5,659735.5,659735.5
9.399701E-7,15.45883,-8.72286E10,1845.643,1845.643,0.00106819,1.0,0.8991775,0.001438627,0.005774308,0.003768218,0.002457084,0.001123736,2.05883E-5,1.354078E-4,0.004236953,1.712089E-6,0.02494564,0.008559146,4.119562E-4,0.001519683,0.03898843,0.005893213,4.238538E-6,1.823469E-5,4.178669E-9,3.129012E-7,10.46497,6.909905E-5,659664.5,659664.5
9.567028E-7,15.45789,-8.458888E10,1845.277,1845.277,0.00106819,1.0,0.8989915,0.001436623,0.005893838,0.003759371,0.00251294,0.001153352,2.130997E-5,1.392766E-4,0.004349938,1.8286E-6,0.0248957,0.008607701,4.185481E-4,0.001553478,0.03889726,0.005797844,4.428584E-6,1.876705E-5,4.472419E-9,3.261802E-7,10.46353,6.910325E-5,659573.7,659573.7
9.638191E-7,15.45751,-8.349454E10,1845.125,1845.125,0.00106819,1.0,0.8989129,0.001435674,0.005944505,0.003755401,0.002536599,0.001165946,2.161981E-5,1.409264E-4,0.004397945,1.879694E-6,0.02487473,0.008627711,4.213199E-4,0.001567795,0.03885854,0.00575785,4.510331E-6,1.899404E-5,4.60118E-9,3.319305E-7,10.46292,6.910496E-5,659535.5,659535.6
9.714946E-7,15.4571,-8.23329E10,1844.963,1844.963,0.00106819,1.0,0.8988285,0.001434589,0.00599904,0.003750989,0.002562052,0.001179527,2.195587E-5,1.427085E-4,0.00444969,1.93582E-6,0.02485228,0.008648882,4.242889E-4,0.001583198,0.03881681,0.005715079,4.599089E-6,1.92392E-5,4.742576E-9,3.381998E-7,10.46228,6.910676E-5,659494.7,659494.7
9.741587E-7,15.45697,-8.193366E10,1844.907,1844.907,0.00106819,1.0,0.8987993,0.001434198,0.006017941,0.003749426,0.002570871,0.00118424,2.207298E-5,1.433277E-4,0.004467642,1.955554E-6,0.02484453,0.00865613,4.253144E-4,0.001588536,0.03880234,0.005700323,4.630041E-6,1.932439E-5,4.792279E-9,3.403926E-7,10.46205,6.910737E-5,659480.6,659480.6
9.924361E-7,15.45606,-7.925695E10,1844.532,1844.532,0.00106819,1.0,0.8986001,0.001431322,0.006147214,0.003738275,0.002631144,0.001216562,2.288276E-5,1.475849E-4,0.004590664,2.09449E-6,0.02479193,0.008704482,4.3228E-4,0.00162502,0.03870318,0.005600313,4.844357E-6,1.990991E-5,5.14202E-9,3.556686E-7,10.46054,6.911141E-5,659385.0,659385.0
1.007127E-6,15.45538,-7.717976E10,1844.239,1844.239,0.00106819,1.0,0.8984414,0.001428779,0.006250614,0.003728799,0.002679302,0.001242521,2.354144E-5,1.510175E-4,0.004689355,2.210645E-6,0.02475036,0.008741665,4.377926E-4,0.001654177,0.03862367,0.005521437,5.019024E-6,2.038187E-5,5.43414E-9,3.682383E-7,10.45934,6.911446E-5,659309.5,659309.5
1.017463E-6,15.45492,-7.575778E10,1844.038,1844.038,0.00106819,1.0,0.8983306,0.00142687,0.006323078,0.00372186,0.002713022,0.001260771,2.400917E-5,1.534384E-4,0.004758676,2.294903E-6,0.02472151,0.008766914,4.416238E-4,0.001674597,0.03856784,0.005466765,5.143225E-6,2.071462E-5,5.64587E-9,3.772453E-7,10.45851,6.911651E-5,659257.1,659257.1
1.359378E-6,15.44749,-4.275125E10,1839.048,1839.048,0.00106819,1.0,0.8949901,0.00133228,0.008578149,0.00341219,0.003750211,0.001851397,4.10988E-5,2.354155E-4,0.006968587,6.29762E-6,0.02391518,0.009273557,5.499947E-4,0.002305009,0.03679187,0.003970663,9.71333E-6,3.188445E-5,1.553252E-8,7.483223E-7,10.43523,6.914975E-5,657789.6,657789.6
1.367579E-6,15.44745,-4.221916E10,1838.96,1838.96,0.00106819,1.0,0.894917,0.001329621,0.008628667,0.003403602,0.003773193,0.001865149,4.154097E-5,2.374161E-4,0.007019147,6.42413E-6,0.02389881,0.00927942,5.522196E-4,0.002319042,0.03675126,0.00394113,9.831541E-6,3.215377E-5,1.584025E-8,7.589556E-7,10.43475,6.914994E-5,657759.7,657759.8
1.377231E-6,15.4474,-4.160476E10,1838.856,1838.856,0.00106819,1.0,0.8948315,0.001326484,0.0086879,0.003393462,0.003800127,0.001881304,4.206293E-5,2.397721E-4,0.007078486,6.574913E-6,0.0238797,0.00928602,5.54819E-4,0.002335492,0.03670359,0.003906699,9.971052E-6,3.247069E-5,1.620671E-8,7.715721E-7,10.4342,6.915015E-5,657724.8,657724.8
1.39028E-6,15.44735,-4.079427E10,1838.72,1838.72,0.00106819,1.0,0.8947164,0.00132223,0.008767578,0.003379694,0.003836337,0.001903092,4.277141E-5,2.429601E-4,0.007158409,6.782195E-6,0.02385412,0.009294412,5.582993E-4,0.002357614,0.03663937,0.003860733,1.016035E-5,3.289909E-5,1.670994E-8,7.888133E-7,10.43346,6.915039E-5,657678.1,657678.1
1.47424E-6,15.44725,-3.608089E10,1837.898,1837.898,0.00106819,1.0,0.8939938,0.001294621,0.00927007,0.003289963,0.004064199,0.002041923,4.73981E-5,2.635421E-4,0.007664923,8.204412E-6,0.02369595,0.009335641,5.798694E-4,0.002497021,0.03623225,0.003579226,1.139471E-5,3.565303E-5,2.014816E-8,9.044467E-7,10.42887,6.915086E-5,657388.9,657388.9
1.477649E-6,15.44725,-3.590709E10,1837.867,1837.867,0.00106819,1.0,0.8939651,0.001293495,0.009290094,0.003286288,0.004073263,0.002047509,4.758832E-5,2.643801E-4,0.007685199,8.265437E-6,0.02368976,0.009336871,5.80716E-4,0.002502573,0.03621595,0.003568303,1.144539E-5,3.576472E-5,2.029516E-8,9.093137E-7,10.42869,6.915085E-5,657377.6,657377.6
1.49009E-6,15.44727,-3.528186E10,1837.754,1837.754,0.00106819,1.0,0.8938607,0.001289384,0.009362933,0.003272861,0.004106223,0.002067861,4.828411E-5,2.674406E-4,0.00775901,8.490367E-6,0.02366728,0.009341078,5.837876E-4,0.002522769,0.03615659,0.003528761,1.163069E-5,3.617226E-5,2.083667E-8,9.271916E-7,10.42804,6.915077E-5,657336.5,657336.5
1.491434E-6,15.44727,-3.521525E10,1837.742,1837.742,0.00106819,1.0,0.8938495,0.00128894,0.009370779,0.003271409,0.004109772,0.002070056,4.835941E-5,2.677713E-4,0.007766965,8.514867E-6,0.02366487,0.009341508,5.841178E-4,0.002524944,0.03615019,0.003524519,1.165074E-5,3.621627E-5,2.089562E-8,9.291334E-7,10.42797,6.915076E-5,657332.1,657332.1
1.492748E-6,15.44727,-3.515055E10,1837.73,1837.73,0.00106819,1.0,0.8938385,0.001288506,0.009378442,0.003269991,0.004113239,0.002072201,4.843303E-5,2.680946E-4,0.007774737,8.53885E-6,0.02366251,0.009341922,5.844401E-4,0.002527068,0.03614394,0.003520379,1.167034E-5,3.625929E-5,2.095332E-8,9.310331E-7,10.4279,6.915075E-5,657327.8,657327.8
1.49513E-6,15.44728,-3.503309E10,1837.709,1837.709,0.00106819,1.0,0.8938186,0.001287719,0.00939233,0.003267416,0.004119521,0.002076091,4.856663E-5,2.68681E-4,0.007788825,8.582451E-6,0.02365824,0.009342662,5.850239E-4,0.002530919,0.0361326,0.003512884,1.170591E-5,3.633731E-5,2.105821E-8,9.34484E-7,10.42777,6.915073E-5,657320.0,657320.0
1.552732E-6,15.44746,-3.237446E10,1837.215,1837.215,0.00106819,1.0,0.8933447,0.001268698,0.009723723,0.003205029,0.004269263,0.00216951,5.182139E-5,2.828851E-4,0.008125999,9.675271E-6,0.02355739,0.009355926,5.988267E-4,0.00262278,0.03586129,0.003337175,1.257137E-5,3.822142E-5,2.36812E-8,1.019901E-6,10.42485,6.914991E-5,657135.4,657135.4
1.592468E-6,15.44766,-3.071949E10,1836.895,1836.895,0.00106819,1.0,0.8930252,0.001255622,0.009947564,0.003161933,0.004370257,0.002233289,5.409229E-5,2.927114E-4,0.008354845,1.047149E-5,0.02349029,0.009360316,6.080226E-4,0.002684826,0.03567701,0.003221745,1.317405E-5,3.95186E-5,2.558609E-8,1.080978E-6,10.4229,6.914902E-5,657012.6,657012.6
1.603416E-6,15.44772,-3.02875E10,1836.81,1836.81,0.00106819,1.0,0.8929383,0.001252031,0.01000855,0.003150065,0.004397755,0.002250765,5.472144E-5,2.954226E-4,0.008417353,1.0697E-5,0.02347215,0.009360879,6.105113E-4,0.002701732,0.03562665,0.003190746,1.334084E-5,3.987559E-5,2.612476E-8,1.098114E-6,10.42237,6.914873E-5,656979.4,656979.4
1.607094E-6,15.44774,-3.014416E10,1836.782,1836.782,0.00106819,1.0,0.8929091,0.001250825,0.01002898,0.003146078,0.004406963,0.002256627,5.493316E-5,2.963339E-4,0.008438305,1.077336E-5,0.02346608,0.009361008,6.113433E-4,0.002707395,0.03560977,0.003180405,1.339695E-5,3.99955E-5,2.630708E-8,1.103901E-6,10.4222,6.914863E-5,656968.3,656968.3
1.620807E-6,15.44783,-2.96216E10,1836.677,1836.677,0.00106819,1.0,0.892801,0.001246337,0.01010483,0.003131226,0.004441149,0.002278439,5.57238E-5,2.997327E-4,0.008516168,1.106064E-5,0.02344361,0.009361225,6.144259E-4,0.002728422,0.03554702,0.003142196,1.360641E-5,4.044228E-5,2.699268E-8,1.125606E-6,10.42154,6.914823E-5,656927.2,656927.2
1.623624E-6,15.44785,-2.951536E10,1836.656,1836.656,0.00106819,1.0,0.8927789,0.001245416,0.01012036,0.003128175,0.004448147,0.002282913,5.588655E-5,3.004314E-4,0.008532124,1.112018E-5,0.02343902,0.00936122,6.150558E-4,0.002732728,0.03553416,0.003134408,1.364952E-5,4.053406E-5,2.713472E-8,1.130092E-6,10.42141,6.914815E-5,656918.8,656918.8
1.625503E-6,15.44786,-2.944534E10,1836.642,1836.642,0.00106819,1.0,0.8927642,0.001244802,0.0101307,0.003126142,0.004452807,0.002285895,5.59951E-5,3.008973E-4,0.008542752,1.115998E-5,0.02343597,0.009361206,6.154751E-4,0.002735596,0.0355256,0.003129228,1.367826E-5,4.059524E-5,2.722964E-8,1.133087E-6,10.42132,6.914809E-5,656913.2,656913.2
1.629228E-6,15.44789,-2.930709E10,1836.614,1836.614,0.00106819,1.0,0.892735,0.001243585,0.01015118,0.003122111,0.004462037,0.002291803,5.621048E-5,3.018214E-4,0.00856381,1.123912E-5,0.02342992,0.009361157,6.163049E-4,0.002741276,0.03550862,0.003118985,1.373529E-5,4.071654E-5,2.741838E-8,1.139039E-6,10.42115,6.914798E-5,656902.2,656902.2
1.63234E-6,15.44791,-2.919244E10,1836.591,1836.591,0.00106819,1.0,0.8927107,0.001242569,0.01016827,0.003118744,0.004469735,0.002296736,5.639053E-5,3.025934E-4,0.008581379,1.130547E-5,0.02342488,0.009361094,6.169966E-4,0.002746013,0.03549446,0.003110457,1.378295E-5,4.081785E-5,2.757657E-8,1.144022E-6,10.421,6.914788E-5,656892.9,656892.9
1.676512E-6,15.44825,-2.764658E10,1836.271,1836.271,0.00106819,1.0,0.8923691,0.001228217,0.01040817,0.003071067,0.004577767,0.002366368,5.895802E-5,3.135658E-4,0.008828663,1.227093E-5,0.02335455,0.009357965,6.266526E-4,0.002812547,0.03529503,0.002992314,1.446192E-5,4.225406E-5,2.987563E-8,1.215923E-6,10.41896,6.914637E-5,656764.3,656764.3
1.881855E-6,15.45035,-2.207361E10,1834.98,1834.98,0.00106819,1.0,0.8908684,0.001163541,0.01146356,0.002854133,0.005052344,0.002681415,7.113355E-5,3.648823E-4,0.009929776,1.731E-5,0.02305236,0.009298402,6.681479E-4,0.003105898,0.03440468,0.002505094,1.766329E-5,4.888239E-5,4.182154E-8,1.576858E-6,10.41021,6.913695E-5,656212.9,656212.9
1.890393E-6,15.45046,-2.189015E10,1834.932,1834.932,0.00106819,1.0,0.8908089,0.001160939,0.01150535,0.002845343,0.005071132,0.002694209,7.164698E-5,3.670262E-4,0.009973856,1.753896E-5,0.02304058,0.00929455,6.697635E-4,0.003117549,0.03436895,0.002486858,1.779761E-5,4.915609E-5,4.236318E-8,1.592789E-6,10.40987,6.91365E-5,656191.4,656191.4
1.942826E-6,15.45109,-2.083391E10,1834.646,1834.646,0.00106819,1.0,0.8904486,0.001145125,0.01175852,0.002791845,0.005184948,0.002772261,7.48108E-5,3.802102E-4,0.01024166,1.897877E-5,0.02296941,0.009268859,6.795122E-4,0.003188189,0.03415167,0.00237808,1.862404E-5,5.08335E-5,4.576875E-8,1.6922E-6,10.40782,6.913363E-5,656062.2,656062.2
1.978289E-6,15.45154,-2.018344E10,1834.461,1834.461,0.00106819,1.0,0.8902095,0.001134597,0.01192637,0.002756158,0.005260431,0.00282455,7.696007E-5,3.891433E-4,0.01042,1.998486E-5,0.02292238,0.009249628,6.85943E-4,0.003235097,0.03400682,0.002307524,1.918424E-5,5.196452E-5,4.814851E-8,1.760933E-6,10.40647,6.913164E-5,655976.9,655976.9
2.090823E-6,15.453,-1.841574E10,1833.907,1833.907,0.00106819,1.0,0.8894741,0.001102107,0.01244156,0.002645742,0.005492334,0.00298787,8.382359E-5,4.17573E-4,0.01097144,2.334604E-5,0.02277848,0.009179924,7.05543E-4,0.003379507,0.03355802,0.00209856,2.096665E-5,5.553472E-5,5.610578E-8,1.986782E-6,10.40235,6.91251E-5,655717.1,655717.1
2.097903E-6,15.4531,-1.831833E10,1833.874,1833.874,0.00106819,1.0,0.889429,0.00110011,0.01247311,0.002638945,0.005506546,0.002998015,8.425734E-5,4.193657E-4,0.01100541,2.356597E-5,0.02276968,0.009175139,7.06737E-4,0.003388372,0.03353032,0.002086135,2.107896E-5,5.575836E-5,5.662704E-8,2.001376E-6,10.40209,6.912469E-5,655701.2,655701.2
2.11024E-6,15.45326,-1.815182E10,1833.817,1833.817,0.00106819,1.0,0.8893508,0.001096645,0.01252783,0.002627147,0.005531208,0.003015655,8.501365E-5,4.224905E-4,0.01106439,2.395156E-5,0.02275441,0.009166697,7.088068E-4,0.003403759,0.03348222,0.00206468,2.127468E-5,5.614776E-5,5.754121E-8,2.026914E-6,10.40166,6.912395E-5,655673.8,655673.8
2.115707E-6,15.45333,-1.80789E10,1833.792,1833.792,0.00106819,1.0,0.8893162,0.001095115,0.01255198,0.002621937,0.005542093,0.003023456,8.534896E-5,4.238755E-4,0.01109045,2.412337E-5,0.02274767,0.009162916,7.097197E-4,0.003410552,0.03346097,0.002055251,2.136142E-5,5.632019E-5,5.794864E-8,2.038272E-6,10.40147,6.912363E-5,655661.7,655661.7
2.199632E-6,15.45445,-1.706861E10,1833.415,1833.415,0.00106819,1.0,0.8887953,0.001072053,0.01291535,0.002543352,0.005706041,0.00314211,9.051093E-5,4.451743E-4,0.01148427,2.683434E-5,0.02264621,0.009101869,7.234139E-4,0.00351299,0.03313932,0.001916354,2.269364E-5,5.895865E-5,6.438716E-8,2.215955E-6,10.39858,6.911864E-5,655479.9,655479.9
2.235287E-6,15.45492,-1.669199E10,1833.262,1833.262,0.00106819,1.0,0.8885793,0.001062497,0.01306564,0.002510769,0.005773947,0.003191895,9.271093E-5,4.542415E-4,0.01164813,2.802673E-5,0.02260417,0.009074389,7.290571E-4,0.003555485,0.03300524,0.001860512,2.32597E-5,6.007456E-5,6.722573E-8,2.293262E-6,10.39739,6.911652E-5,655404.8,655404.8
2.362028E-6,15.45659,-1.556957E10,1832.741,1832.741,0.00106819,1.0,0.8878359,0.001029685,0.01358081,0.0023989,0.006007292,0.003365936,1.005579E-4,4.865573E-4,0.01221449,3.245632E-5,0.02245928,0.008970411,7.483238E-4,0.003701813,0.03254071,0.001676118,2.527027E-5,6.401689E-5,7.781497E-8,2.576531E-6,10.39332,6.910906E-5,655147.9,655147.9
2.38334E-6,15.45686,-1.541034E10,1832.657,1832.657,0.00106819,1.0,0.8877145,0.001024342,0.01366462,0.002380696,0.006045349,0.003394766,1.018808E-4,4.920036E-4,0.01230734,3.322964E-5,0.02243555,0.008952087,7.51448E-4,0.003725722,0.03246438,0.001647137,2.560791E-5,6.467608E-5,7.967168E-8,2.625419E-6,10.39265,6.910783E-5,655106.1,655106.1
2.38947E-6,15.45694,-1.536588E10,1832.632,1832.632,0.00106819,1.0,0.8876797,0.001022815,0.01368858,0.002375492,0.006056235,0.003403036,1.022614E-4,4.935709E-4,0.01233392,3.345358E-5,0.02242876,0.008946776,7.523407E-4,0.003732563,0.03244252,0.001638903,2.5705E-5,6.48655E-5,8.020984E-8,2.639547E-6,10.39246,6.910748E-5,655094.2,655094.2
2.400614E-6,15.45709,-1.528631E10,1832.589,1832.589,0.00106819,1.0,0.8876168,0.00102005,0.01373196,0.002366072,0.006075948,0.003418041,1.029536E-4,4.964207E-4,0.01238208,3.386249E-5,0.02241646,0.008937074,7.539562E-4,0.003744955,0.03240289,0.001624061,2.588146E-5,6.520958E-5,8.119313E-8,2.665309E-6,10.39212,6.910684E-5,655072.5,655072.5
2.483995E-6,15.45814,-1.475301E10,1832.269,1832.269,0.00106819,1.0,0.8871543,9.997817E-4,0.01404993,0.002297086,0.006220701,0.00352928,1.081382E-4,5.177719E-4,0.01273682,3.698965E-5,0.02232577,0.008862831,7.657765E-4,0.003836045,0.03211064,0.001517546,2.719996E-5,6.777496E-5,8.873824E-8,2.861021E-6,10.3896,6.910213E-5,654913.6,654913.6
2.491957E-6,15.45824,-1.470718E10,1832.239,1832.239,0.00106819,1.0,0.8871109,9.978852E-4,0.01407969,0.002290637,0.006234273,0.003539807,1.086337E-4,5.198133E-4,0.01277017,3.729447E-5,0.02231723,0.0088556,7.66881E-4,0.003844595,0.03208312,0.001507783,2.732568E-5,6.801908E-5,8.947625E-8,2.879981E-6,10.38936,6.910169E-5,654898.7,654898.7
2.526265E-6,15.45866,-1.45196E10,1832.111,1832.111,0.00106819,1.0,0.8869254,9.897936E-4,0.01420669,0.002263136,0.006292246,0.003584974,1.107698E-4,5.286148E-4,0.01291284,3.862065E-5,0.0222807,0.008824175,7.715902E-4,0.003881134,0.03196533,0.001466534,2.786698E-5,6.906923E-5,9.269272E-8,2.962228E-6,10.38835,6.90998E-5,654835.1,654835.1
2.899961E-6,15.46277,-1.323917E10,1830.796,1830.796,0.00106819,1.0,0.8850468,9.092992E-4,0.01547538,0.001991438,0.006876697,0.004058524,1.34069E-4,6.249314E-4,0.01436713,5.426168E-5,0.02190359,0.008463368,8.182704E-4,0.004251057,0.03075694,0.001089204,3.370754E-5,8.0335E-5,1.313865E-7,3.909706E-6,10.37813,6.908143E-5,654191.0,654191.0
2.933183E-6,15.46309,-1.317572E10,1830.684,1830.684,0.00106819,1.0,0.8848914,9.027838E-4,0.01557876,0.00196965,0.006924824,0.004099081,1.361395E-4,6.335275E-4,0.01448814,5.575133E-5,0.02187162,0.008430284,8.22037E-4,0.004281642,0.03065572,0.001061229,3.422091E-5,8.132156E-5,1.351523E-7,3.998195E-6,10.37729,6.908001E-5,654137.5,654137.5
2.938153E-6,15.46314,-1.31668E10,1830.667,1830.667,0.00106819,1.0,0.8848682,9.018174E-4,0.0155941,0.001966422,0.006931976,0.004105129,1.364493E-4,6.34814E-4,0.01450614,5.597551E-5,0.02186686,0.008425327,8.225955E-4,0.004286189,0.03064066,0.001057112,3.429763E-5,8.146897E-5,1.357203E-7,4.01149E-6,10.37716,6.90798E-5,654129.5,654129.5
