Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_CO_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_RALD3_Soln#10 (),Mole_fraction_C4H4_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_C10H8_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_STILB_Soln#10 (),Mole_fraction_C6H5C2H_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_BIPHENYL_Soln#10 (),Mole_fraction_C14H10_Soln#10 (),Mole_fraction_C16H10_Soln#10 (),Mole_fraction_BIN1B_Soln#10 (),Mole_fraction_BIN1A_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
0.0,15.7,-5.073927E9,1450.0,1450.0,0.001399698,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,0.0,10.60769,8.915272E-5,668660.8,668660.8
1.576936E-8,15.69987,-5.061505E9,1449.983,1449.983,0.001399698,1.0,0.9128502,-5.85166E-28,1.455066E-8,1.322701E-9,6.022514E-9,-9.888682E-34,5.536344E-13,7.12145E-9,1.018987E-18,0.02851727,2.787462E-6,2.3088E-12,1.382529E-10,0.04210645,0.01652049,1.221119E-17,4.925906E-12,1.079276E-13,6.450887E-23,4.581989E-14,10.60765,8.915347E-5,668658.7,668658.7
2.526925E-7,15.69792,-4.882544E9,1449.738,1449.738,0.001399698,1.0,0.9128104,-5.078095E-27,3.528596E-6,5.017218E-7,1.409144E-7,-9.718713E-31,1.450992E-10,6.30436E-7,8.639827E-15,0.02851406,4.483367E-5,3.420028E-9,1.427232E-7,0.0421067,0.01647467,4.436634E-13,2.122624E-9,1.066222E-10,2.081008E-17,4.511965E-11,10.60717,8.916453E-5,668628.5,668628.5
1.726112E-6,15.68723,-4.224927E9,1448.349,1448.349,0.001399698,1.0,0.9124946,5.970158E-26,1.222263E-4,4.704986E-5,7.313485E-6,-6.394933E-25,8.220505E-9,6.27847E-5,4.951461E-11,0.02846031,3.228075E-4,6.879465E-7,1.293089E-5,0.0420316,0.01617613,2.447581E-9,2.337952E-7,9.765533E-9,4.78305E-13,4.046479E-9,10.60423,8.922528E-5,668443.1,668443.1
6.540666E-6,15.66906,-2.078713E9,1445.243,1445.243,0.001399698,1.0,0.9110903,7.467709E-19,8.76811E-4,5.78736E-4,1.032806E-4,-3.443379E-18,1.242605E-7,8.048679E-4,9.267694E-9,0.02819972,0.001145794,9.902113E-6,1.503382E-4,0.04144474,0.01512475,1.579373E-7,3.285665E-6,1.341663E-7,1.516299E-10,5.40497E-8,10.59376,8.932875E-5,667782.8,667782.8
1.749793E-5,15.66562,-5.45836E8,1442.731,1442.731,0.001399698,1.0,0.9082549,5.312326E-13,0.002548779,0.001744391,3.25524E-4,-2.208999E-12,6.483237E-7,0.002469777,1.087545E-7,0.02839282,0.001914253,3.580323E-5,4.496551E-4,0.04027411,0.01309148,9.952981E-7,1.228875E-5,7.482363E-7,2.49082E-9,3.089797E-7,10.57767,8.934837E-5,666768.8,666768.8
3.78226E-5,15.68229,-2.651248E7,1441.841,1441.841,0.001399698,1.0,0.9041367,6.121364E-9,0.00503649,0.003338382,6.403755E-4,-2.24784E-8,1.936672E-6,0.004815393,5.958481E-7,0.02951988,0.002162833,8.903554E-5,8.651853E-4,0.03859279,0.01023091,3.286338E-6,2.909757E-5,3.134843E-6,1.623683E-8,1.362072E-6,10.55991,8.925339E-5,665649.3,665649.4
3.959645E-5,15.68404,-1.068124E7,1441.835,1441.835,0.001399698,1.0,0.9038202,6.300037E-9,0.005227309,0.003458558,6.647433E-4,-2.248952E-8,2.058406E-6,0.004995551,6.582571E-7,0.02962333,0.002163236,9.36979E-5,8.968383E-4,0.03846097,0.01001877,3.51762E-6,3.053695E-5,3.405164E-6,1.812289E-8,1.486367E-6,10.55868,8.924343E-5,665571.8,665571.9
4.071012E-5,15.68515,-1789571.0,1441.833,1441.833,0.001399698,1.0,0.9036245,6.413845E-9,0.00534529,0.003532811,6.798479E-4,-2.244392E-8,2.135345E-6,0.005107104,6.990774E-7,0.02968794,0.002162676,9.660749E-5,9.164189E-4,0.03837914,0.009888131,3.664825E-6,3.143731E-5,3.578964E-6,1.936882E-8,1.566777E-6,10.55793,8.923714E-5,665524.3,665524.4
4.072157E-5,15.68516,-1645092.0,1441.833,1441.833,0.001399698,1.0,0.9036225,6.415352E-9,0.005346495,0.003533569,6.800024E-4,-2.24439E-8,2.136137E-6,0.005108244,6.995034E-7,0.0296886,0.002162667,9.663731E-5,9.16619E-4,0.03837831,0.009886799,3.666345E-6,3.144655E-5,3.580766E-6,1.938188E-8,1.567612E-6,10.55792,8.923708E-5,665523.8,665523.9
4.233982E-5,15.68677,1.016451E7,1441.835,1441.835,0.001399698,1.0,0.9033419,6.624987E-9,0.005515449,0.003639851,7.01689E-4,-2.244102E-8,2.248605E-6,0.005268242,7.611036E-7,0.0297819,0.002160842,1.00837E-4,9.446774E-4,0.03826064,0.009700436,3.882915E-6,3.275006E-5,3.838777E-6,2.128016E-8,1.687699E-6,10.55685,8.922793E-5,665456.3,665456.3
7.104061E-5,15.71421,9.686557E7,1442.236,1442.236,0.001399698,1.0,0.8990177,9.317085E-9,0.008098344,0.005269931,0.001044696,-2.239895E-8,4.329538E-6,0.007771272,2.276305E-6,0.03126134,0.00202641,1.673543E-4,0.00137951,0.03637329,0.006959401,8.096076E-6,5.480078E-5,9.19781E-6,7.315491E-8,4.354616E-6,10.54134,8.907208E-5,664478.7,664478.8
1.214936E-4,15.75207,9.399573E7,1443.302,1443.302,0.001399698,1.0,0.8935968,1.233087E-8,0.0112451,0.007340425,0.001512996,-2.235061E-8,8.087902E-6,0.01109539,6.564671E-6,0.03298494,0.001692372,2.455827E-4,0.001942606,0.03372568,0.003936501,1.612946E-5,8.831011E-5,2.014598E-5,2.497944E-7,1.06799E-5,10.52379,8.885803E-5,663372.1,663372.2
2.563571E-4,15.80369,2.281496E7,1444.901,1444.901,0.001399698,1.0,0.8860227,1.618166E-8,0.01524204,0.01049283,0.002317456,-2.224379E-8,1.698058E-5,0.01651766,2.334154E-5,0.0344169,0.001051345,3.283159E-4,0.002809096,0.0290843,9.015241E-4,3.541872E-5,1.520971E-4,4.676179E-5,1.075324E-6,3.018891E-5,10.50103,8.85678E-5,661937.7,661937.7
3.265705E-4,15.81554,770827.3,1445.062,1445.062,0.001399698,1.0,0.883876,1.714276E-8,0.01621296,0.01150317,0.002605567,-2.201886E-8,2.081875E-5,0.01836058,3.321736E-5,0.03438005,8.722726E-4,3.443084E-4,0.003083269,0.02743857,4.340322E-4,4.381297E-5,1.761557E-4,5.783674E-5,1.596634E-6,3.984942E-5,10.49433,8.850143E-5,661515.3,661515.4
3.310386E-4,15.81611,-278180.9,1445.062,1445.062,0.001399698,1.0,0.8837599,1.721704E-8,0.01626284,0.01155975,0.002622214,-2.201794E-8,2.104934E-5,0.01846544,3.385745E-5,0.03436964,8.635691E-4,3.450716E-4,0.003098498,0.02734434,4.148609E-4,4.432027E-5,1.775596E-4,5.849026E-5,1.630928E-6,4.044526E-5,10.49395,8.849825E-5,661491.7,661491.7
3.39332E-4,15.81712,-2133506.0,1445.06,1445.06,0.001399698,1.0,0.8835494,1.741854E-8,0.0163526,0.01166283,0.002652683,-2.201612E-8,2.147377E-5,0.01865693,3.504885E-5,0.03434842,8.481422E-4,3.46429E-4,0.003126201,0.02717215,3.816835E-4,4.525508E-5,1.801333E-4,5.968947E-5,1.694907E-6,4.15458E-5,10.49327,8.84926E-5,661448.5,661448.5
3.39494E-4,15.81714,-2211249.0,1445.06,1445.06,0.001399698,1.0,0.8835453,1.742428E-8,0.01635432,0.01166482,0.002653273,-2.201609E-8,2.148202E-5,0.01866063,3.507217E-5,0.03434798,8.478498E-4,3.464548E-4,0.003126736,0.02716882,3.810645E-4,4.527326E-5,1.801832E-4,5.971273E-5,1.696161E-6,4.156723E-5,10.49326,8.849249E-5,661447.6,661447.7
3.395768E-4,15.81715,-2309902.0,1445.059,1445.059,0.001399698,1.0,0.8835432,1.742734E-8,0.0163552,0.01166584,0.002653574,-2.201607E-8,2.148623E-5,0.01866252,3.508408E-5,0.03434776,8.477006E-4,3.46468E-4,0.003127009,0.02716712,3.807488E-4,4.528255E-5,1.802086E-4,5.97246E-5,1.696802E-6,4.157818E-5,10.49325,8.849244E-5,661447.2,661447.2
3.395932E-4,15.81715,-2304571.0,1445.059,1445.059,0.001399698,1.0,0.8835428,1.742796E-8,0.01635537,0.01166604,0.002653634,-2.201606E-8,2.148707E-5,0.0186629,3.508644E-5,0.03434772,8.47671E-4,3.464706E-4,0.003127063,0.02716679,3.806862E-4,4.528439E-5,1.802137E-4,5.972696E-5,1.696929E-6,4.158035E-5,10.49325,8.849243E-5,661447.1,661447.2
3.39674E-4,15.81716,-2214478.0,1445.059,1445.059,0.001399698,1.0,0.8835408,1.743127E-8,0.01635623,0.01166703,0.002653928,-2.201605E-8,2.149118E-5,0.01866474,3.509808E-5,0.0343475,8.475253E-4,3.464834E-4,0.003127329,0.02716512,3.803781E-4,4.529346E-5,1.802386E-4,5.973856E-5,1.697555E-6,4.159105E-5,10.49324,8.849237E-5,661446.7,661446.7
3.409406E-4,15.81731,-2518227.0,1445.059,1445.059,0.001399698,1.0,0.8835092,1.749097E-8,0.01636961,0.01168255,0.002658532,-2.201577E-8,2.155559E-5,0.01869362,3.528043E-5,0.03434404,8.452545E-4,3.466839E-4,0.003131494,0.02713915,3.755872E-4,4.543543E-5,1.806278E-4,5.992008E-5,1.707365E-6,4.175848E-5,10.49314,8.849154E-5,661440.2,661440.2
3.410973E-4,15.81732,-2641016.0,1445.059,1445.059,0.001399698,1.0,0.8835053,1.749964E-8,0.01637127,0.01168447,0.0026591,-2.201574E-8,2.156355E-5,0.01869719,3.530299E-5,0.03434361,8.44975E-4,3.467086E-4,0.003132008,0.02713594,3.749991E-4,4.545299E-5,1.806759E-4,5.994251E-5,1.708579E-6,4.177918E-5,10.49312,8.849144E-5,661439.4,661439.4
3.414417E-4,15.81736,-2585726.0,1445.059,1445.059,0.001399698,1.0,0.8834968,1.752274E-8,0.01637489,0.01168867,0.002660349,-2.201566E-8,2.158104E-5,0.01870502,3.535261E-5,0.03434266,8.443617E-4,3.467628E-4,0.003133138,0.02712889,3.737102E-4,4.549156E-5,1.807816E-4,5.99918E-5,1.711249E-6,4.182469E-5,10.4931,8.849121E-5,661437.6,661437.7
3.456429E-4,15.81785,-3447131.0,1445.056,1445.056,0.001399698,1.0,0.8833932,1.780829E-8,0.01641862,0.01173967,0.002675515,-2.201476E-8,2.179381E-5,0.01880005,3.59583E-5,0.03433075,8.370082E-4,3.474138E-4,0.003146817,0.02704337,3.583793E-4,4.596087E-5,1.820651E-4,6.059053E-5,1.743872E-6,4.237873E-5,10.49276,8.848851E-5,661416.2,661416.3
3.508414E-4,15.81843,-4509760.0,1445.052,1445.052,0.001399698,1.0,0.8832671,1.811165E-8,0.0164716,0.01180197,0.002694103,-2.201366E-8,2.205562E-5,0.01891635,3.670929E-5,0.03431527,8.28216E-4,3.481956E-4,0.003163511,0.02693869,3.40357E-4,4.653884E-5,1.8364E-4,6.13256E-5,1.78439E-6,4.306199E-5,10.49234,8.848527E-5,661390.0,661390.1
3.512106E-4,15.81847,-4625146.0,1445.051,1445.051,0.001399698,1.0,0.8832583,1.813651E-8,0.01647532,0.01180637,0.002695416,-2.201359E-8,2.207415E-5,0.01892455,3.676268E-5,0.03431414,8.276042E-4,3.482502E-4,0.003164687,0.0269313,3.391159E-4,4.657977E-5,1.837513E-4,6.137756E-5,1.787273E-6,4.311041E-5,10.49231,8.848505E-5,661388.2,661388.2
3.512372E-4,15.81847,-4634195.0,1445.051,1445.051,0.001399698,1.0,0.8832576,1.813849E-8,0.01647558,0.01180668,0.00269551,-2.201358E-8,2.207549E-5,0.01892514,3.676654E-5,0.03431406,8.275601E-4,3.482541E-4,0.003164771,0.02693077,3.390266E-4,4.658273E-5,1.837593E-4,6.13813E-5,1.787481E-6,4.311391E-5,10.49231,8.848503E-5,661388.1,661388.1
3.521516E-4,15.81857,-4786636.0,1445.05,1445.05,0.001399698,1.0,0.8832357,1.82222E-8,0.01648476,0.01181754,0.002698757,-2.201339E-8,2.212135E-5,0.01894543,3.689883E-5,0.03431124,8.260523E-4,3.483886E-4,0.003167678,0.0269125,3.359752E-4,4.668404E-5,1.840346E-4,6.150986E-5,1.794627E-6,4.32338E-5,10.49224,8.848448E-5,661383.5,661383.5
3.522777E-4,15.81858,-4907630.0,1445.05,1445.05,0.001399698,1.0,0.8832327,1.823404E-8,0.01648602,0.01181904,0.002699205,-2.201336E-8,2.212767E-5,0.01894823,3.691708E-5,0.03431085,8.258452E-4,3.484071E-4,0.003168078,0.02690998,3.355568E-4,4.6698E-5,1.840726E-4,6.152757E-5,1.795613E-6,4.325032E-5,10.49223,8.84844E-5,661382.9,661382.9
3.522904E-4,15.81858,-4786456.0,1445.05,1445.05,0.001399698,1.0,0.8832324,1.823523E-8,0.01648615,0.01181919,0.00269925,-2.201336E-8,2.212831E-5,0.01894851,3.691891E-5,0.03431081,8.258244E-4,3.48409E-4,0.003168119,0.02690973,3.355148E-4,4.669941E-5,1.840764E-4,6.152935E-5,1.795712E-6,4.325198E-5,10.49223,8.848439E-5,661382.8,661382.9
3.526628E-4,15.81862,-4873809.0,1445.05,1445.05,0.001399698,1.0,0.8832235,1.827231E-8,0.01648988,0.0118236,0.00270057,-2.201328E-8,2.214697E-5,0.01895676,3.697281E-5,0.03430966,8.252138E-4,3.484635E-4,0.0031693,0.0269023,3.342826E-4,4.674064E-5,1.841883E-4,6.158164E-5,1.798625E-6,4.330078E-5,10.4922,8.848417E-5,661381.0,661381.0
3.528306E-4,15.81864,-4959917.0,1445.05,1445.05,0.001399698,1.0,0.8832195,1.828906E-8,0.01649155,0.01182558,0.002701164,-2.201325E-8,2.215538E-5,0.01896047,3.699709E-5,0.03430913,8.249394E-4,3.48488E-4,0.003169831,0.02689896,3.337293E-4,4.67592E-5,1.842388E-4,6.160519E-5,1.799936E-6,4.332276E-5,10.49218,8.848406E-5,661380.1,661380.2
3.528699E-4,15.81865,-4911431.0,1445.05,1445.05,0.001399698,1.0,0.8832185,1.829305E-8,0.01649194,0.01182605,0.002701304,-2.201324E-8,2.215734E-5,0.01896134,3.700278E-5,0.03430901,8.248751E-4,3.484937E-4,0.003169956,0.02689817,3.335997E-4,4.676355E-5,1.842506E-4,6.16107E-5,1.800244E-6,4.332791E-5,10.49218,8.848404E-5,661379.9,661380.0
3.529421E-4,15.81865,-4907327.0,1445.049,1445.049,0.001399698,1.0,0.8832168,1.830049E-8,0.01649267,0.01182691,0.00270156,-2.201322E-8,2.216096E-5,0.01896294,3.701323E-5,0.03430879,8.247571E-4,3.485043E-4,0.003170185,0.02689674,3.333619E-4,4.677155E-5,1.842723E-4,6.162083E-5,1.800809E-6,4.333737E-5,10.49217,8.8484E-5,661379.6,661379.6
3.535354E-4,15.81872,-5069497.0,1445.049,1445.049,0.001399698,1.0,0.8832026,1.836503E-8,0.01649858,0.01183392,0.00270366,-2.20131E-8,2.219067E-5,0.01897606,3.709912E-5,0.03430693,8.2379E-4,3.485907E-4,0.003172062,0.02688492,3.314155E-4,4.683718E-5,1.844504E-4,6.170403E-5,1.805451E-6,4.341507E-5,10.49213,8.848364E-5,661376.6,661376.7
3.535585E-4,15.81872,-5013175.0,1445.049,1445.049,0.001399698,1.0,0.8832021,1.836759E-8,0.01649881,0.01183419,0.002703742,-2.20131E-8,2.219182E-5,0.01897657,3.710247E-5,0.03430686,8.237523E-4,3.485941E-4,0.003172135,0.02688446,3.313398E-4,4.683974E-5,1.844574E-4,6.170728E-5,1.805632E-6,4.34181E-5,10.49213,8.848363E-5,661376.5,661376.6
3.541438E-4,15.81878,-5121784.0,1445.048,1445.048,0.001399698,1.0,0.8831882,1.843396E-8,0.01650463,0.0118411,0.002705811,-2.201297E-8,2.222111E-5,0.01898949,3.718723E-5,0.03430502,8.228026E-4,3.48679E-4,0.003173984,0.02687282,3.294325E-4,4.690445E-5,1.846329E-4,6.178927E-5,1.810213E-6,4.349473E-5,10.49208,8.848327E-5,661373.6,661373.6
3.54458E-4,15.81882,-5250393.0,1445.048,1445.048,0.001399698,1.0,0.8831807,1.847058E-8,0.01650775,0.01184481,0.002706921,-2.201291E-8,2.223682E-5,0.01899642,3.723273E-5,0.03430403,8.222945E-4,3.487245E-4,0.003174975,0.02686658,3.284136E-4,4.693918E-5,1.847271E-4,6.183325E-5,1.812673E-6,4.353584E-5,10.49206,8.848309E-5,661372.0,661372.1
3.544765E-4,15.81882,-5264033.0,1445.048,1445.048,0.001399698,1.0,0.8831802,1.847276E-8,0.01650793,0.01184503,0.002706986,-2.20129E-8,2.223774E-5,0.01899683,3.723541E-5,0.03430397,8.222646E-4,3.487272E-4,0.003175034,0.02686622,3.283538E-4,4.694122E-5,1.847327E-4,6.183584E-5,1.812818E-6,4.353826E-5,10.49205,8.848308E-5,661371.9,661372.0
3.545142E-4,15.81882,-5239934.0,1445.048,1445.048,0.001399698,1.0,0.8831793,1.847715E-8,0.0165083,0.01184547,0.00270712,-2.20129E-8,2.223963E-5,0.01899766,3.724087E-5,0.03430385,8.222037E-4,3.487327E-4,0.003175152,0.02686547,3.282318E-4,4.694539E-5,1.84744E-4,6.184112E-5,1.813114E-6,4.35432E-5,10.49205,8.848305E-5,661371.8,661371.8
3.547889E-4,15.81885,-5266112.0,1445.047,1445.047,0.001399698,1.0,0.8831728,1.851161E-8,0.01651103,0.01184871,0.00270809,-2.201284E-8,2.225336E-5,0.01900371,3.728067E-5,0.03430298,8.217605E-4,3.487723E-4,0.003176018,0.02686001,3.273443E-4,4.697574E-5,1.848263E-4,6.187955E-5,1.815265E-6,4.357914E-5,10.49203,8.848289E-5,661370.4,661370.5
3.548391E-4,15.81886,-5383725.0,1445.047,1445.047,0.001399698,1.0,0.8831716,1.851797E-8,0.01651152,0.0118493,0.002708267,-2.201283E-8,2.225587E-5,0.01900482,3.728793E-5,0.03430282,8.216797E-4,3.487796E-4,0.003176176,0.02685902,3.271826E-4,4.698128E-5,1.848413E-4,6.188657E-5,1.815658E-6,4.35857E-5,10.49203,8.848286E-5,661370.1,661370.2
3.549696E-4,15.81887,-5291510.0,1445.047,1445.047,0.001399698,1.0,0.8831685,1.853483E-8,0.01651282,0.01185084,0.002708727,-2.20128E-8,2.226239E-5,0.0190077,3.730685E-5,0.03430241,8.214695E-4,3.487984E-4,0.003176587,0.02685643,3.26762E-4,4.69957E-5,1.848804E-4,6.190483E-5,1.816681E-6,4.360278E-5,10.49202,8.848278E-5,661369.5,661369.6
3.552967E-4,15.81891,-5428967.0,1445.047,1445.047,0.001399698,1.0,0.8831608,1.857715E-8,0.01651605,0.01185468,0.002709881,-2.201273E-8,2.227874E-5,0.0190149,3.735424E-5,0.03430137,8.209437E-4,3.488455E-4,0.003177617,0.02684994,3.25711E-4,4.703182E-5,1.849783E-4,6.195055E-5,1.819244E-6,4.364556E-5,10.49199,8.848259E-5,661367.9,661367.9
3.55317E-4,15.81891,-5348669.0,1445.047,1445.047,0.001399698,1.0,0.8831603,1.857978E-8,0.01651625,0.01185492,0.002709953,-2.201273E-8,2.227975E-5,0.01901534,3.735719E-5,0.03430131,8.209111E-4,3.488484E-4,0.003177681,0.02684954,3.256458E-4,4.703407E-5,1.849844E-4,6.19534E-5,1.819403E-6,4.364822E-5,10.49199,8.848258E-5,661367.8,661367.8
3.587824E-4,15.81927,-5978747.0,1445.043,1445.043,0.001399698,1.0,0.8830787,1.900896E-8,0.01655023,0.01189549,0.002722131,-2.201201E-8,2.245252E-5,0.01909131,3.785972E-5,0.0342901,8.154214E-4,3.493415E-4,0.003188528,0.02678112,3.147437E-4,4.741608E-5,1.860183E-4,6.243637E-5,1.846599E-6,4.41009E-5,10.49172,8.848054E-5,661350.7,661350.7
3.612132E-4,15.81952,-6447406.0,1445.04,1445.04,0.001399698,1.0,0.8830219,1.928838E-8,0.01657378,0.01192373,0.002730625,-2.201151E-8,2.257331E-5,0.01914424,3.821265E-5,0.03428205,8.11654E-4,3.496812E-4,0.003196074,0.02673343,3.073391E-4,4.768331E-5,1.867399E-4,6.277356E-5,1.865721E-6,4.44178E-5,10.49153,8.847914E-5,661338.8,661338.8
3.614071E-4,15.81954,-6409322.0,1445.039,1445.039,0.001399698,1.0,0.8830174,1.931089E-8,0.01657565,0.01192598,0.002731301,-2.201148E-8,2.258293E-5,0.01914845,3.824082E-5,0.0342814,8.113564E-4,3.49708E-4,0.003196674,0.02672964,3.067569E-4,4.77046E-5,1.867974E-4,6.280041E-5,1.867248E-6,4.444306E-5,10.49151,8.847903E-5,661337.8,661337.9
3.614152E-4,15.81954,-6436554.0,1445.039,1445.039,0.001399698,1.0,0.8830172,1.931186E-8,0.01657573,0.01192607,0.002731329,-2.201147E-8,2.258333E-5,0.01914863,3.8242E-5,0.03428138,8.113439E-4,3.497092E-4,0.003196699,0.02672948,3.067326E-4,4.770549E-5,1.867998E-4,6.280153E-5,1.867311E-6,4.444411E-5,10.49151,8.847903E-5,661337.8,661337.8
3.614494E-4,15.81955,-6458901.0,1445.039,1445.039,0.001399698,1.0,0.8830164,1.931588E-8,0.01657606,0.01192647,0.002731449,-2.201147E-8,2.258503E-5,0.01914937,3.824698E-5,0.03428126,8.112914E-4,3.497139E-4,0.003196805,0.02672881,3.066298E-4,4.770925E-5,1.868099E-4,6.280627E-5,1.867581E-6,4.444857E-5,10.49151,8.847901E-5,661337.6,661337.7
3.614819E-4,15.81955,-6487168.0,1445.039,1445.039,0.001399698,1.0,0.8830157,1.931975E-8,0.01657637,0.01192684,0.002731562,-2.201146E-8,2.258664E-5,0.01915008,3.825169E-5,0.03428115,8.112416E-4,3.497184E-4,0.003196905,0.02672817,3.065325E-4,4.771281E-5,1.868196E-4,6.281076E-5,1.867837E-6,4.44528E-5,10.49151,8.847899E-5,661337.4,661337.5
3.618787E-4,15.81959,-6579951.0,1445.039,1445.039,0.001399698,1.0,0.8830065,1.937015E-8,0.01658018,0.01193143,0.002732944,-2.201138E-8,2.260633E-5,0.01915869,3.830936E-5,0.03427982,8.106341E-4,3.497733E-4,0.003198131,0.02672042,3.05346E-4,4.775637E-5,1.86937E-4,6.286567E-5,1.870963E-6,4.450448E-5,10.49148,8.847876E-5,661335.5,661335.6
3.739956E-4,15.82077,-8573258.0,1445.019,1445.019,0.001399698,1.0,0.8827305,2.073136E-8,0.01669382,0.01206943,0.002774673,-2.200893E-8,2.320344E-5,0.01941808,4.007485E-5,0.03423725,7.929357E-4,3.513876E-4,0.003234934,0.02648665,2.714962E-4,4.90793E-5,1.90489E-4,6.452606E-5,1.966896E-6,4.607607E-5,10.49055,8.847213E-5,661277.1,661277.2
5.251269E-4,15.83053,-2.019117E7,1444.506,1444.506,0.001399698,1.0,0.8798644,2.957094E-8,0.01781672,0.01354101,0.003240118,-2.198683E-8,3.025514E-5,0.02225359,6.303748E-5,0.03352298,6.675571E-4,3.649215E-4,0.00361955,0.02393491,7.75672E-5,6.492598E-5,2.309674E-4,8.337945E-5,3.253432E-6,6.502705E-5,10.48036,8.841762E-5,660634.8,660634.9
9.080346E-4,15.84541,-1.486435E7,1443.002,1443.002,0.001399698,1.0,0.874407,3.90913E-8,0.01995707,0.01630169,0.004213811,-2.076031E-8,4.76596E-5,0.02796388,1.319933E-4,0.03143321,5.883711E-4,3.765329E-4,0.004286329,0.01894265,2.705961E-5,1.054081E-4,3.239575E-4,1.243643E-4,7.538643E-6,1.126531E-4,10.45962,8.833459E-5,659327.5,659327.6
0.001,15.84899,-1.291049E7,1442.733,1442.733,0.001399698,1.0,0.8732774,3.993195E-8,0.02042945,0.01684275,0.004422791,-1.990328E-8,5.190831E-5,0.0291591,1.509732E-4,0.03094711,5.774383E-4,3.767654E-4,0.004405522,0.0179349,2.55043E-5,1.155062E-4,3.458057E-4,1.332949E-4,8.814206E-6,1.242671E-4,10.4553,8.831463E-5,659055.3,659055.3
0.001353321,15.86355,-6588404.0,1442.016,1442.016,0.001399698,1.0,0.8693981,4.3796E-8,0.02215865,0.01859453,0.005159212,-2.69165E-8,6.838498E-5,0.03327971,2.313749E-4,0.02915974,5.403195E-4,3.716151E-4,0.00475395,0.01457953,2.160033E-5,1.552937E-4,4.288013E-4,1.644511E-4,1.460851E-5,1.68994E-4,10.44051,8.823355E-5,658123.0,658123.0
0.001606457,15.87461,-3102557.0,1441.759,1441.759,0.001399698,1.0,0.8669951,4.923699E-8,0.02332645,0.01958391,0.005632468,-3.589985E-8,8.023384E-5,0.03584465,2.950779E-4,0.02795013,5.168496E-4,3.635306E-4,0.004916063,0.01259539,1.941053E-5,1.844461E-4,4.872906E-4,1.83793E-4,1.962111E-5,2.0074E-4,10.43138,8.817208E-5,657547.6,657547.7
0.001610123,15.87478,-3094354.0,1441.757,1441.757,0.001399698,1.0,0.8669623,4.918498E-8,0.02334297,0.01959684,0.005639035,-3.557006E-8,8.040531E-5,0.03587974,2.960318E-4,0.02793301,5.165247E-4,3.63393E-4,0.00491796,0.01256887,1.938105E-5,1.848709E-4,4.881311E-4,1.840557E-4,1.969893E-5,2.011963E-4,10.43126,8.817118E-5,657539.8,657539.8
0.001610251,15.87478,-3238550.0,1441.757,1441.757,0.001399698,1.0,0.8669611,4.9182E-8,0.02334355,0.01959729,0.005639264,-3.557006E-8,8.04113E-5,0.03588096,2.960651E-4,0.02793241,5.165133E-4,3.633881E-4,0.004918026,0.01256794,1.938003E-5,1.848857E-4,4.881605E-4,1.840649E-4,1.970165E-5,2.012123E-4,10.43126,8.817115E-5,657539.5,657539.6
0.001610274,15.87478,-3096565.0,1441.757,1441.757,0.001399698,1.0,0.8669609,4.918166E-8,0.02334365,0.01959737,0.005639305,-3.557006E-8,8.041238E-5,0.03588118,2.960712E-4,0.0279323,5.165113E-4,3.633873E-4,0.004918037,0.01256777,1.937984E-5,1.848884E-4,4.881658E-4,1.840666E-4,1.970214E-5,2.012151E-4,10.43125,8.817114E-5,657539.5,657539.5
0.001610688,15.8748,-3171042.0,1441.757,1441.757,0.001399698,1.0,0.8669572,4.918648E-8,0.02334552,0.01959883,0.005640046,-3.557006E-8,8.043173E-5,0.03588514,2.961789E-4,0.02793037,5.164745E-4,3.633717E-4,0.004918251,0.01256478,1.937652E-5,1.849364E-4,4.882606E-4,1.840962E-4,1.971093E-5,2.012666E-4,10.43124,8.817104E-5,657538.6,657538.7
0.001610813,15.87481,-3107016.0,1441.756,1441.756,0.001399698,1.0,0.8669561,4.918914E-8,0.02334608,0.01959927,0.00564027,-3.557005E-8,8.04376E-5,0.03588634,2.962116E-4,0.02792979,5.164633E-4,3.63367E-4,0.004918315,0.01256388,1.937551E-5,1.849509E-4,4.882894E-4,1.841052E-4,1.97136E-5,2.012822E-4,10.43124,8.817101E-5,657538.3,657538.4
