Time_Soln#6 (sec),Volume_Soln#6 (cm3),Volumetric_heat_production_rate_Soln#6 (erg/cm3-sec),Surface_temperature_Soln#6 (K),Temperature_Soln#6 (K),Mass_Soln#6 (g),Pressure_Soln#6 (atm),Mole_fraction_H2_Soln#6 (),Mole_fraction_CH4_Soln#6 (),Mole_fraction_C2H6_Soln#6 (),Mole_fraction_C2H4_Soln#6 (),Mole_fraction_C2H2_Soln#6 (),Mole_fraction_C4H6_Soln#6 (),Mole_fraction_C4H4_Soln#6 (),Mole_fraction_C6H6_Soln#6 (),Mole_fraction_C10H8_Soln#6 (),Mole_fraction_C7H8_Soln#6 (),Mole_fraction_C7H7_Soln#6 (),Mole_fraction_STILB_Soln#6 (),Mole_fraction_C6H5C2H_Soln#6 (),Mole_fraction_C6H5C2H3_Soln#6 (),Mole_fraction_C6H5C2H5_Soln#6 (),Mole_fraction_INDENE_Soln#6 (),Mole_fraction_BIPHENYL_Soln#6 (),Mole_fraction_C14H10_Soln#6 (),Mole_fraction_C16H10_Soln#6 (),Mole_fraction_BIN1A_Soln#6 (),Molecular_weight_Soln#6 (g/mole),Mass_density_Soln#6 (g/cm3),Unburned_hydrocarbons_Soln#6 (ppm),Volatile_organic_compounds_Soln#6 (ppm)
3.44437E-4,15.69903,-1.15292E7,1247.68,1247.68,0.001623649,1.0,0.9086054,0.001965421,4.371878E-5,0.002345212,2.498943E-4,7.48317E-6,2.362926E-7,0.003146127,2.534711E-7,0.02855017,4.614804E-4,7.952008E-5,3.707418E-4,0.03979993,0.01410802,3.368517E-7,1.372385E-6,2.051108E-5,1.887621E-6,8.648252E-7,10.58866,1.034235E-4,667461.3,667461.3
3.44645E-4,15.69904,-1.149925E7,1247.68,1247.68,0.001623649,1.0,0.908603,0.001966538,4.374512E-5,0.002346574,2.500408E-4,7.491611E-6,2.365701E-7,0.003147982,2.538045E-7,0.02855041,4.61484E-4,7.958038E-5,3.709575E-4,0.0397986,0.01410669,3.372645E-7,1.373968E-6,2.052456E-5,1.889327E-6,8.656607E-7,10.58865,1.034235E-4,667460.6,667460.6
3.447792E-4,15.69905,-1.14811E7,1247.68,1247.68,0.001623649,1.0,0.9086014,0.001967258,4.376212E-5,0.002347453,2.501354E-4,7.497061E-6,2.367492E-7,0.00314918,2.540198E-7,0.02855057,4.614864E-4,7.96193E-5,3.710968E-4,0.03979775,0.01410584,3.37531E-7,1.374991E-6,2.053326E-5,1.890429E-6,8.662003E-7,10.58864,1.034234E-4,667460.2,667460.3
3.450036E-4,15.69906,-1.147245E7,1247.679,1247.679,0.001623649,1.0,0.9085987,0.001968463,4.379055E-5,0.002348923,2.502936E-4,7.506178E-6,2.37049E-7,0.003151183,2.543801E-7,0.02855084,4.614902E-4,7.96844E-5,3.713297E-4,0.03979633,0.01410441,3.379769E-7,1.376702E-6,2.05478E-5,1.892272E-6,8.671028E-7,10.58863,1.034234E-4,667459.6,667459.6
3.451617E-4,15.69906,-1.148542E7,1247.679,1247.679,0.001623649,1.0,0.9085969,0.001969312,4.381057E-5,0.002349958,2.50405E-4,7.512602E-6,2.372603E-7,0.003152593,2.54634E-7,0.02855103,4.614929E-4,7.973025E-5,3.714937E-4,0.03979532,0.01410341,3.382911E-7,1.377907E-6,2.055805E-5,1.89357E-6,8.677387E-7,10.58862,1.034233E-4,667459.1,667459.1
3.452097E-4,15.69906,-1.150599E7,1247.679,1247.679,0.001623649,1.0,0.9085963,0.00196957,4.381665E-5,0.002350273,2.504388E-4,7.514552E-6,2.373244E-7,0.003153021,2.547111E-7,0.02855108,4.614938E-4,7.974416E-5,3.715434E-4,0.03979502,0.0141031,3.383866E-7,1.378273E-6,2.056116E-5,1.893964E-6,8.679318E-7,10.58862,1.034233E-4,667459.0,667459.0
3.452869E-4,15.69907,-1.148872E7,1247.679,1247.679,0.001623649,1.0,0.9085954,0.001969984,4.382642E-5,0.002350778,2.504932E-4,7.51769E-6,2.374276E-7,0.00315371,2.548352E-7,0.02855118,4.614951E-4,7.976656E-5,3.716235E-4,0.03979453,0.01410261,3.385401E-7,1.378862E-6,2.056616E-5,1.894598E-6,8.682424E-7,10.58862,1.034233E-4,667458.7,667458.7
3.453253E-4,15.69907,-1.145474E7,1247.679,1247.679,0.001623649,1.0,0.9085949,0.00197019,4.383129E-5,0.00235103,2.505202E-4,7.519252E-6,2.37479E-7,0.003154052,2.548969E-7,0.02855122,4.614957E-4,7.97777E-5,3.716634E-4,0.03979428,0.01410237,3.386165E-7,1.379155E-6,2.056865E-5,1.894914E-6,8.68397E-7,10.58861,1.034233E-4,667458.6,667458.6
3.459296E-4,15.6991,-1.143594E7,1247.677,1247.677,0.001623649,1.0,0.9085878,0.001973433,4.39078E-5,0.002354985,2.509459E-4,7.543833E-6,2.382876E-7,0.003159441,2.558692E-7,0.02855194,4.615059E-4,7.995296E-5,3.7229E-4,0.03979044,0.01409853,3.398192E-7,1.383768E-6,2.06078E-5,1.89988E-6,8.708299E-7,10.58859,1.034231E-4,667456.8,667456.8
3.510318E-4,15.69931,-1.13045E7,1247.666,1247.666,0.001623649,1.0,0.9085275,0.002000779,4.455329E-5,0.002388327,2.545346E-4,7.752683E-6,2.45171E-7,0.003204882,2.6416E-7,0.02855803,4.61584E-4,8.143397E-5,3.775733E-4,0.03975807,0.01406616,3.500536E-7,1.422993E-6,2.093822E-5,1.942E-6,8.914883E-7,10.58835,1.034217E-4,667441.7,667441.8
4.414723E-4,15.70325,-9324142.0,1247.493,1247.493,0.001623649,1.0,0.9074805,0.002475958,5.584124E-5,0.002964392,3.167025E-4,1.17839E-5,3.822644E-7,0.003993246,4.33531E-7,0.0286691,4.611318E-4,1.078017E-4,4.689396E-4,0.03919547,0.01350841,5.522558E-7,2.190416E-6,2.674295E-5,2.736688E-6,1.288045E-6,10.58422,1.033958E-4,667181.8,667181.9
0.001,15.72759,-2671962.0,1246.921,1246.921,0.001623649,1.0,0.9017922,0.005070039,1.200778E-4,0.006007279,6.508932E-4,4.540655E-5,1.802955E-6,0.008265636,2.403276E-6,0.02932094,4.292013E-4,2.549936E-4,9.538473E-4,0.03611459,0.01062039,2.474423E-6,9.227734E-6,6.012491E-5,9.032439E-6,4.759958E-6,10.563,1.032358E-4,665843.8,665843.9
0.002,15.76615,2037918.0,1246.936,1246.936,0.001623649,1.0,0.8940997,0.008644488,2.168765E-4,0.00995177,0.001102448,1.143621E-4,6.118264E-6,0.01410878,9.274948E-6,0.03004634,3.638897E-4,4.280226E-4,0.00158543,0.03181995,0.007089923,7.453303E-6,2.676121E-5,1.103359E-4,2.237689E-5,1.35761E-5,10.53729,1.029833E-4,664223.4,664223.4
0.002859515,15.79389,3585045.0,1247.409,1247.409,0.001623649,1.0,0.8891892,0.01096424,2.859543E-4,0.0123834,0.001394543,1.667838E-4,1.077845E-5,0.01791408,1.750333E-5,0.03032935,3.170542E-4,5.139959E-4,0.00197355,0.02897848,0.005095482,1.225595E-5,4.311404E-5,1.460183E-4,3.344357E-5,2.225428E-5,10.52277,1.028024E-4,663307.9,663308.0
0.002934475,15.7961,3662501.0,1247.46,1247.46,0.001623649,1.0,0.8888163,0.01114135,2.914695E-4,0.01256557,0.001416946,1.709077E-4,1.120466E-5,0.01820632,1.828865E-5,0.03034352,3.133256E-4,5.196377E-4,0.002002496,0.02875899,0.004953493,1.267846E-5,4.453141E-5,1.488641E-4,3.435767E-5,2.302701E-5,10.52173,1.02788E-4,663242.4,663242.4
0.002942036,15.79632,3671002.0,1247.465,1247.465,0.001623649,1.0,0.8887791,0.01115902,2.920217E-4,0.01258372,0.001419182,1.713196E-4,1.124776E-5,0.01823549,1.836834E-5,0.03034487,3.129523E-4,5.201931E-4,0.002005379,0.02873708,0.004939412,1.272106E-5,4.467415E-5,1.49149E-4,3.444937E-5,2.3105E-5,10.52163,1.027866E-4,663235.9,663235.9
0.002944238,15.79638,3644915.0,1247.466,1247.466,0.001623649,1.0,0.8887683,0.01116416,2.921823E-4,0.012589,0.001419832,1.714395E-4,1.126032E-5,0.01824397,1.839157E-5,0.03034526,3.128437E-4,5.203544E-4,0.002006217,0.0287307,0.00493532,1.273347E-5,4.471571E-5,1.492319E-4,3.447606E-5,2.312772E-5,10.5216,1.027862E-4,663234.0,663234.0
0.002944809,15.7964,3643587.0,1247.467,1247.467,0.001623649,1.0,0.8887655,0.01116549,2.92224E-4,0.01259037,0.001420001,1.714705E-4,1.126357E-5,0.01824617,1.839759E-5,0.03034536,3.128155E-4,5.203961E-4,0.002006434,0.02872905,0.00493426,1.273668E-5,4.472647E-5,1.492534E-4,3.448297E-5,2.31336E-5,10.52159,1.027861E-4,663233.5,663233.5
0.002944973,15.7964,3636147.0,1247.467,1247.467,0.001623649,1.0,0.8887647,0.01116587,2.922359E-4,0.01259076,0.001420049,1.714794E-4,1.126451E-5,0.0182468,1.839932E-5,0.03034539,3.128073E-4,5.204081E-4,0.002006496,0.02872858,0.004933956,1.27376E-5,4.472957E-5,1.492596E-4,3.448495E-5,2.313529E-5,10.52159,1.02786E-4,663233.4,663233.4
0.00294543,15.79642,3630722.0,1247.467,1247.467,0.001623649,1.0,0.8887625,0.01116693,2.922692E-4,0.01259185,0.001420184,1.715043E-4,1.126711E-5,0.01824856,1.840414E-5,0.03034547,3.127847E-4,5.204415E-4,0.00200667,0.02872726,0.004933108,1.274018E-5,4.473819E-5,1.492768E-4,3.449049E-5,2.314001E-5,10.52158,1.027859E-4,663233.0,663233.0
0.002945497,15.79642,3657396.0,1247.467,1247.467,0.001623649,1.0,0.8887621,0.01116709,2.922742E-4,0.01259201,0.001420204,1.715079E-4,1.12675E-5,0.01824882,1.840485E-5,0.03034548,3.127814E-4,5.204465E-4,0.002006695,0.02872706,0.004932982,1.274056E-5,4.473947E-5,1.492793E-4,3.449131E-5,2.31407E-5,10.52158,1.027859E-4,663232.9,663233.0
0.002945891,15.79643,3666424.0,1247.468,1247.468,0.001623649,1.0,0.8887602,0.01116801,2.923029E-4,0.01259296,0.00142032,1.715293E-4,1.126974E-5,0.01825033,1.8409E-5,0.03034555,3.127619E-4,5.204752E-4,0.002006845,0.02872592,0.004932252,1.274277E-5,4.474689E-5,1.492941E-4,3.449608E-5,2.314476E-5,10.52157,1.027858E-4,663232.6,663232.6
0.002950952,15.79658,3679400.0,1247.471,1247.471,0.001623649,1.0,0.8887354,0.0111798,2.926717E-4,0.01260506,0.001421812,1.718043E-4,1.129861E-5,0.0182698,1.846242E-5,0.03034644,3.125124E-4,5.208446E-4,0.002008768,0.02871129,0.004922869,1.277128E-5,4.484238E-5,1.494844E-4,3.455736E-5,2.319697E-5,10.5215,1.027849E-4,663228.3,663228.3
0.003,15.798,3723341.0,1247.505,1247.505,0.001623649,1.0,0.8884967,0.01129325,2.962295E-4,0.01272147,0.001436179,1.744526E-4,1.157875E-5,0.01845723,1.898211E-5,0.03035474,3.101084E-4,5.243689E-4,0.002027246,0.02857041,0.004832924,1.304747E-5,4.576677E-5,1.5132E-4,3.514914E-5,2.37031E-5,10.52084,1.027756E-4,663186.7,663186.7
0.004,15.82424,4168401.0,1248.26,1248.26,0.001623649,1.0,0.8842562,0.01331422,3.624322E-4,0.01476799,0.001694585,2.218761E-4,1.735885E-5,0.02182754,3.016848E-5,0.03041461,2.6551E-4,5.776049E-4,0.002349865,0.02602667,0.003339395,1.857386E-5,6.400968E-5,1.854679E-4,4.63185E-5,3.396023E-5,10.50976,1.026052E-4,662487.9,662487.9
0.005,15.84587,4070380.0,1249.042,1249.042,0.001623649,1.0,0.8809615,0.01488777,4.183122E-4,0.01633389,0.001900984,2.58218E-4,2.302232E-5,0.02451241,4.194211E-5,0.03032439,2.28248E-4,6.059115E-4,0.002592483,0.02398912,0.002331163,2.37562E-5,8.074791E-5,2.143161E-4,5.581459E-5,4.379502E-5,10.50199,1.024652E-4,661998.1,661998.1
0.00588171,15.86181,3793419.0,1249.698,1249.698,0.001623649,1.0,0.8786287,0.01600037,4.606495E-4,0.01743281,0.002051405,2.829517E-4,2.774799E-5,0.02645948,5.236836E-5,0.03016904,2.005365E-4,6.185232E-4,0.002759407,0.02250796,0.001710727,2.79578E-5,9.411836E-5,2.362326E-4,6.294907E-5,5.191804E-5,10.49694,1.023622E-4,661679.9,661679.9
0.006,15.86376,3749688.0,1249.783,1249.783,0.001623649,1.0,0.8783491,0.01613353,4.658972E-4,0.01756411,0.002069737,2.858329E-4,2.835843E-5,0.02669595,5.375594E-5,0.03014445,1.97153E-4,6.196019E-4,0.002779117,0.02232799,0.00164212,2.849381E-5,9.581371E-5,2.389552E-4,6.382689E-5,5.296403E-5,10.49636,1.023496E-4,661643.3,661643.4
0.007,15.87865,3361416.0,1250.455,1250.455,0.001623649,1.0,0.8762392,0.01713596,5.067535E-4,0.01855252,0.002210488,3.068274E-4,3.328461E-5,0.02850371,6.529859E-5,0.02991314,1.71337E-4,6.24735E-4,0.002925575,0.0209523,0.0011669,3.277143E-5,1.092803E-4,2.602217E-4,7.060074E-5,6.139046E-5,10.49216,1.022536E-4,661378.6,661378.6
0.008,15.89114,2979633.0,1251.055,1251.055,0.001623649,1.0,0.8745063,0.01795545,5.421136E-4,0.019362,0.002329942,3.22842E-4,3.778892E-5,0.03002394,7.641719E-5,0.02965447,1.50103E-4,6.248625E-4,0.00304252,0.01979674,8.375316E-4,3.661482E-5,1.213134E-4,2.787678E-4,7.636515E-5,6.90869E-5,10.48894,1.021732E-4,661175.4,661175.4
0.009,15.90175,2637798.0,1251.586,1251.586,0.001623649,1.0,0.8730579,0.01863737,5.730071E-4,0.02003756,0.002433084,3.351369E-4,4.189813E-5,0.03132291,8.706084E-5,0.02938353,1.328073E-4,6.221204E-4,0.003137577,0.01881155,6.080325E-4,4.007048E-5,1.32115E-4,2.95132E-4,8.132176E-5,7.611534E-5,10.48639,1.021051E-4,661015.1,661015.1
0.01,15.91087,2347689.0,1252.057,1252.057,0.001623649,1.0,0.8718252,0.01921558,6.002887E-4,0.02061171,0.002523643,3.446454E-4,4.565773E-5,0.0324506,9.724355E-5,0.02910923,1.188754E-4,6.177579E-4,0.003216202,0.01795889,4.474777E-4,4.319243E-5,1.418876E-4,3.097544E-4,8.563757E-5,8.256054E-5,10.48433,1.020466E-4,660885.0,660885.0
0.011,15.91884,2110631.0,1252.479,1252.479,0.001623649,1.0,0.8707567,0.01971567,6.246746E-4,0.02110849,0.002604468,3.520571E-4,4.912029E-5,0.0334455,1.070168E-4,0.02883645,1.07784E-4,6.124997E-4,0.003282376,0.01720948,3.347331E-4,4.603553E-5,1.508207E-4,3.229986E-4,8.944854E-5,8.851466E-5,10.48261,1.019955E-4,660776.8,660776.8
0.012,15.92592,1922618.0,1252.861,1252.861,0.001623649,1.0,0.8698131,0.02015707,6.467624E-4,0.02154593,0.002677755,3.578792E-4,5.23384E-5,0.03433746,1.164505E-4,0.02856755,9.905465E-5,6.067562E-4,0.003339024,0.01654061,2.552611E-4,4.865147E-5,1.59083E-4,3.351635E-4,9.28636E-5,9.406766E-5,10.48115,1.019501E-4,660684.3,660684.3
0.013,15.93233,1777415.0,1253.212,1253.212,0.001623649,1.0,0.8689648,0.02055453,6.670447E-4,0.02193757,0.002745194,3.624838E-4,5.536065E-5,0.03514964,1.256207E-4,0.02830335,9.225686E-5,6.007514E-4,0.0033883,0.01593474,1.990251E-4,5.108657E-5,1.668194E-4,3.464925E-4,9.596873E-5,9.930171E-5,10.47986,1.019091E-4,660603.3,660603.3
0.014,15.93822,1668101.0,1253.538,1253.538,0.001623649,1.0,0.8681893,0.02091919,6.859219E-4,0.02229362,0.002808083,3.661434E-4,5.822954E-5,0.0358999,1.346002E-4,0.02804382,8.700806E-5,5.946024E-4,0.00343179,0.01537836,1.59048E-4,5.338077E-5,1.74151E-4,3.571813E-4,9.883087E-5,1.042882E-4,10.47871,1.018714E-4,660531.0,660531.0
0.015,15.94374,1587998.0,1253.847,1253.847,0.001623649,1.0,0.8674697,0.02125945,7.037122E-4,0.0226217,0.002867412,3.690571E-4,6.098061E-5,0.03660192,1.434547E-4,0.02778853,8.29772E-5,5.883667E-4,0.003470655,0.0148612,1.304659E-4,5.556734E-5,1.811758E-4,3.673848E-4,1.015013E-4,1.090868E-4,10.47767,1.018362E-4,660465.2,660465.2
0.016,15.94897,1531198.0,1254.143,1254.143,0.001623649,1.0,0.8667933,0.02158157,7.206641E-4,0.02292751,0.002923925,3.713704E-4,6.364257E-5,0.03726605,1.522397E-4,0.02753691,7.988596E-5,5.820699E-4,0.003505746,0.01437549,1.098756E-4,5.767322E-5,1.879715E-4,3.772234E-4,1.04019E-4,1.137456E-4,10.47671,1.018028E-4,660404.4,660404.4
0.0168967,15.95348,1495333.0,1254.401,1254.401,0.001623649,1.0,0.8662159,0.02185884,7.353088E-4,0.02318626,0.002972667,3.730221E-4,6.597243E-5,0.03783578,1.600959E-4,0.02731391,7.772768E-5,5.763789E-4,0.003534512,0.01396193,9.624717E-5,5.951054E-5,1.939201E-4,3.858115E-4,1.061705E-4,1.178355E-4,10.47589,1.01774E-4,660353.2,660353.4
0.017,15.95399,1491662.0,1254.43,1254.43,0.001623649,1.0,0.8661509,0.02189019,7.369665E-4,0.02321522,0.002978177,3.731889E-4,6.62379E-5,0.03790001,1.61001E-4,0.02728837,7.750683E-5,5.757206E-4,0.003537674,0.0139155,9.491407E-5,5.971963E-5,1.94598E-4,3.867889E-4,1.064125E-4,1.183022E-4,10.4758,1.017707E-4,660347.5,660347.6
0.018,15.95886,1465115.0,1254.711,1254.711,0.001623649,1.0,0.8655355,0.02218868,7.527579E-4,0.02348788,0.003030577,3.745906E-4,6.878334E-5,0.03850948,1.697728E-4,0.02704248,7.564804E-5,5.693224E-4,0.003566887,0.01347698,8.389716E-5,6.172271E-5,2.010998E-4,3.961496E-4,1.08703E-4,1.227849E-4,10.47495,1.017397E-4,660293.8,660293.9
0.019,15.96362,1448855.0,1254.988,1254.988,0.001623649,1.0,0.8649422,0.02247953,7.681424E-4,0.02374779,0.003081432,3.756338E-4,7.12917E-5,0.03909874,1.785823E-4,0.02679878,7.418443E-5,5.628748E-4,0.003593716,0.01305673,7.566077E-5,6.369473E-5,2.07511E-4,4.053571E-4,1.109062E-4,1.272151E-4,10.47414,1.017093E-4,660242.7,660242.8
0.02,15.9683,1439804.0,1255.262,1255.262,0.001623649,1.0,0.8643672,0.02276455,7.831934E-4,0.0239966,0.003130964,3.76362E-4,7.377223E-5,0.03967088,1.8745E-4,0.02655696,7.300484E-5,5.563778E-4,0.003618398,0.01265244,6.938188E-5,6.564476E-5,2.13856E-4,4.144491E-4,1.130333E-4,1.316085E-4,10.47337,1.016796E-4,660193.8,660193.9
0.021,15.97291,1435855.0,1255.536,1255.536,0.001623649,1.0,0.8638079,0.023045,7.979609E-4,0.0242355,0.003179335,3.768085E-4,7.623138E-5,0.04022812,1.963899E-4,0.02631679,7.203164E-5,5.498318E-4,0.003641107,0.01226241,6.449257E-5,6.757919E-5,2.201523E-4,4.234527E-4,1.150922E-4,1.359761E-4,10.47262,1.016502E-4,660146.9,660147.0
0.022,15.97748,1435527.0,1255.809,1255.809,0.001623649,1.0,0.8632625,0.02332181,8.124796E-4,0.02446541,0.003226669,3.770002E-4,7.867374E-5,0.04077216,2.054124E-4,0.02607807,7.120703E-5,5.432386E-4,0.003661981,0.01188535,6.058677E-5,6.950258E-5,2.264127E-4,4.323875E-4,1.170889E-4,1.403258E-4,10.4719,1.016211E-4,660101.7,660101.7
0.023,15.98202,1437578.0,1256.083,1256.083,0.001623649,1.0,0.8627293,0.02359567,8.267724E-4,0.02468702,0.003273057,3.769591E-4,8.110246E-5,0.04130422,2.145242E-4,0.02584067,7.048894E-5,5.366007E-4,0.003681125,0.01152028,5.737878E-5,7.141807E-5,2.32646E-4,4.41268E-4,1.190276E-4,1.446631E-4,10.47121,1.015923E-4,660058.0,660058.1
0.024,15.98653,1441381.0,1256.357,1256.357,0.001623649,1.0,0.8622075,0.02386704,8.408528E-4,0.02490086,0.003318571,3.767037E-4,8.351958E-5,0.04182526,2.237298E-4,0.02560449,6.984771E-5,5.299215E-4,0.003698623,0.01116644,5.467153E-5,7.332767E-5,2.388585E-4,4.501042E-4,1.209116E-4,1.489914E-4,10.47054,1.015636E-4,660015.8,660015.9
0.025,15.99102,1446188.0,1256.632,1256.632,0.001623649,1.0,0.861696,0.02413627,8.547287E-4,0.02510736,0.003363266,3.762501E-4,8.592642E-5,0.04233598,2.330315E-4,0.02536946,6.926238E-5,5.232048E-4,0.003714547,0.01082323,5.232795E-5,7.523262E-5,2.450544E-4,4.589032E-4,1.227433E-4,1.533132E-4,10.46989,1.015351E-4,659975.0,659975.1
0.026,15.99549,1451578.0,1256.908,1256.908,0.001623649,1.0,0.8611944,0.02440362,8.684035E-4,0.02530684,0.003407187,3.756127E-4,8.832382E-5,0.04283695,2.424306E-4,0.02513552,6.871786E-5,5.164549E-4,0.003728956,0.01049015,5.025096E-5,7.713364E-5,2.512366E-4,4.676703E-4,1.245246E-4,1.576298E-4,10.46927,1.015067E-4,659935.5,659935.5
0.027,15.99995,1457483.0,1257.185,1257.185,0.001623649,1.0,0.8607022,0.02466927,8.81878E-4,0.02549961,0.003450372,3.748045E-4,9.071225E-5,0.04332862,2.519272E-4,0.02490263,6.820362E-5,5.096764E-4,0.003741903,0.01016677,4.837263E-5,7.903102E-5,2.574074E-4,4.764092E-4,1.26257E-4,1.619422E-4,10.46866,1.014784E-4,659897.1,659897.2
0.028,16.00439,1463216.0,1257.463,1257.463,0.001623649,1.0,0.8602188,0.02493336,8.951512E-4,0.02568592,0.003492852,3.738376E-4,9.309198E-5,0.04381138,2.615209E-4,0.02467076,6.771217E-5,5.028736E-4,0.003753438,0.009852733,4.664522E-5,8.092481E-5,2.635681E-4,4.851224E-4,1.279419E-4,1.662508E-4,10.46807,1.014503E-4,659860.0,659860.1
0.029,16.00882,1469789.0,1257.743,1257.743,0.001623649,1.0,0.8597439,0.02519601,9.082207E-4,0.02586598,0.003534655,3.727236E-4,9.546314E-5,0.04428556,2.712108E-4,0.02443987,6.72384E-5,4.960513E-4,0.003763603,0.009547713,4.50352E-5,8.281489E-5,2.697197E-4,4.93812E-4,1.295803E-4,1.705558E-4,10.4675,1.014222E-4,659823.9,659824.1
