Time_Soln#14 (sec),Volume_Soln#14 (cm3),Volumetric_heat_production_rate_Soln#14 (erg/cm3-sec),Surface_temperature_Soln#14 (K),Temperature_Soln#14 (K),Mass_Soln#14 (g),Pressure_Soln#14 (atm),Mole_fraction_H2_Soln#14 (),Mole_fraction_CH4_Soln#14 (),Mole_fraction_CH3_Soln#14 (),Mole_fraction_C2H4_Soln#14 (),Mole_fraction_C2H2_Soln#14 (),Mole_fraction_C3H4-P_Soln#14 (),Mole_fraction_C4H4_Soln#14 (),Mole_fraction_C4H2_Soln#14 (),Mole_fraction_C6H6_Soln#14 (),Mole_fraction_C10H8_Soln#14 (),Mole_fraction_C7H8_Soln#14 (),Mole_fraction_C7H7_Soln#14 (),Mole_fraction_C6H5C2H_Soln#14 (),Mole_fraction_C6H5C2H3_Soln#14 (),Mole_fraction_C6H5C2H5_Soln#14 (),Mole_fraction_BIPHENYL_Soln#14 (),Mole_fraction_C14H10_Soln#14 (),Mole_fraction_C16H10_Soln#14 (),Mole_fraction_BIN1B_Soln#14 (),Mole_fraction_BIN1A_Soln#14 (),Molecular_weight_Soln#14 (g/mole),Mass_density_Soln#14 (g/cm3),Unburned_hydrocarbons_Soln#14 (ppm),Volatile_organic_compounds_Soln#14 (ppm)
8.5E-4,15.81429,-1.349147E7,1597.575,1597.575,0.001230037,1.0,0.8468323,0.03977977,5.972318E-5,0.01652606,0.01936152,3.298032E-4,4.508906E-4,0.001658632,0.05399876,0.002672902,0.006769999,4.652788E-4,0.004456723,7.415367E-4,2.974349E-6,8.490624E-4,0.001596079,4.540328E-4,4.709828E-4,6.509748E-4,10.19643,7.778012E-5,642736.8,642736.9
8.6E-4,15.81565,-1.319912E7,1597.544,1597.544,0.001230037,1.0,0.8467471,0.03989458,5.968239E-5,0.01646082,0.01946292,3.290938E-4,4.528156E-4,0.001657764,0.05406773,0.002692576,0.006659739,4.576767E-4,0.004418263,7.18151E-4,2.920978E-6,8.557222E-4,0.001602373,4.535391E-4,4.803987E-4,6.554693E-4,10.19535,7.777341E-5,642668.8,642668.8
8.7E-4,15.81701,-1.292489E7,1597.513,1597.513,0.001230037,1.0,0.8466641,0.04000773,5.964285E-5,0.01639551,0.01956335,3.283851E-4,4.547118E-4,0.001656761,0.05413445,0.002711956,0.006551435,4.502123E-4,0.004380234,6.95733E-4,2.868811E-6,8.623019E-4,0.001608488,4.530201E-4,4.898548E-4,6.599222E-4,10.19428,7.776677E-5,642601.6,642601.6
8.8E-4,15.81834,-1.266867E7,1597.483,1597.483,0.001230037,1.0,0.8465832,0.04011925,5.96045E-5,0.01633017,0.01966284,3.276774E-4,4.565793E-4,0.001655626,0.05419899,0.002731043,0.006445049,4.428829E-4,0.004342637,6.742406E-4,2.817814E-6,8.68802E-4,0.001614426,4.524773E-4,4.993498E-4,6.643344E-4,10.19323,7.776019E-5,642535.2,642535.2
8.9E-4,15.81967,-1.242867E7,1597.454,1597.454,0.001230037,1.0,0.8465043,0.04022915,5.956731E-5,0.01626481,0.01976139,3.269709E-4,4.584185E-4,0.001654365,0.05426141,0.002749841,0.006340544,4.356856E-4,0.004305475,6.536326E-4,2.767954E-6,8.752227E-4,0.001620191,4.51912E-4,5.088822E-4,6.687068E-4,10.19218,7.775368E-5,642469.5,642469.5
9.0E-4,15.82098,-1.220364E7,1597.425,1597.425,0.001230037,1.0,0.8464275,0.04033749,5.953124E-5,0.01619945,0.01985903,3.262659E-4,4.602294E-4,0.001652981,0.05432178,0.002768353,0.006237885,4.286178E-4,0.004268749,6.338696E-4,2.719198E-6,8.815646E-4,0.001625787,4.513254E-4,5.184506E-4,6.7304E-4,10.19116,7.774723E-5,642404.6,642404.6
9.1E-4,15.82228,-1.199376E7,1597.396,1597.396,0.001230037,1.0,0.8463526,0.04044427,5.949625E-5,0.01613411,0.01995575,3.255626E-4,4.620123E-4,0.001651478,0.05438013,0.00278658,0.006137037,4.21677E-4,0.00423246,6.149152E-4,2.671516E-6,8.878281E-4,0.001631216,4.507188E-4,5.280537E-4,6.773348E-4,10.19014,7.774085E-5,642340.5,642340.5
9.2E-4,15.82356,-1.179713E7,1597.368,1597.368,0.001230037,1.0,0.8462796,0.04054954,5.946228E-5,0.0160688,0.02005157,3.248611E-4,4.637675E-4,0.001649861,0.05443653,0.002804527,0.006037968,4.148604E-4,0.004196608,5.967342E-4,2.624878E-6,8.940135E-4,0.001636481,4.500932E-4,5.3769E-4,6.815921E-4,10.18913,7.773453E-5,642277.1,642277.1
9.3E-4,15.82484,-1.161328E7,1597.341,1597.341,0.001230037,1.0,0.8462085,0.04065331,5.94293E-5,0.01600355,0.02014651,3.241618E-4,4.654951E-4,0.001648132,0.05449104,0.002822196,0.005940642,4.081657E-4,0.004161194,5.792919E-4,2.579255E-6,9.001213E-4,0.001641585,4.4945E-4,5.473584E-4,6.858125E-4,10.18814,7.772828E-5,642214.4,642214.4
9.4E-4,15.8261,-1.144246E7,1597.314,1597.314,0.001230037,1.0,0.8461392,0.04075561,5.939727E-5,0.01593836,0.02024058,3.234647E-4,4.671953E-4,0.001646297,0.05454369,0.002839589,0.005845027,4.015904E-4,0.004126218,5.625562E-4,2.53462E-6,9.06152E-4,0.001646532,4.4879E-4,5.570574E-4,6.899967E-4,10.18715,7.772209E-5,642152.3,642152.3
9.5E-4,15.82735,-1.12827E7,1597.287,1597.287,0.001230037,1.0,0.8460716,0.04085647,5.936616E-5,0.01587326,0.02033378,3.2277E-4,4.688685E-4,0.001644358,0.05459454,0.00285671,0.005751092,3.951323E-4,0.004091679,5.464967E-4,2.490946E-6,9.12106E-4,0.001651325,4.481144E-4,5.667857E-4,6.941454E-4,10.18618,7.771596E-5,642091.0,642091.0
9.6E-4,15.82858,-1.113339E7,1597.261,1597.261,0.001230037,1.0,0.8460058,0.04095592,5.933593E-5,0.01580826,0.02042613,3.22078E-4,4.705147E-4,0.00164232,0.05464364,0.002873561,0.005658806,3.88789E-4,0.004057577,5.310837E-4,2.448208E-6,9.179837E-4,0.001655965,4.474242E-4,5.76542E-4,6.982594E-4,10.18522,7.77099E-5,642030.3,642030.3
9.7E-4,15.8298,-1.099392E7,1597.235,1597.235,0.001230037,1.0,0.8459416,0.04105397,5.930656E-5,0.01574336,0.02051764,3.213886E-4,4.721342E-4,0.001640184,0.05469103,0.002890146,0.005568138,3.825582E-4,0.004023911,5.162891E-4,2.406379E-6,9.237857E-4,0.001660458,4.467202E-4,5.863251E-4,7.023392E-4,10.18426,7.770389E-5,641970.3,641970.3
9.8E-4,15.83101,-1.086356E7,1597.209,1597.209,0.001230037,1.0,0.845879,0.04115065,5.927802E-5,0.0156786,0.02060831,3.207022E-4,4.737273E-4,0.001637956,0.05473676,0.002906467,0.005479058,3.764378E-4,0.003990679,5.020864E-4,2.365436E-6,9.295123E-4,0.001664804,4.460035E-4,5.961338E-4,7.063856E-4,10.18332,7.769795E-5,641910.9,641910.9
9.9E-4,15.83221,-1.074177E7,1597.184,1597.184,0.001230037,1.0,0.8458181,0.04124599,5.925027E-5,0.01561396,0.02069817,3.200188E-4,4.752941E-4,0.001635638,0.05478087,0.002922527,0.005391537,3.704258E-4,0.00395788,4.884499E-4,2.325356E-6,9.351641E-4,0.001669007,4.452748E-4,6.059669E-4,7.10399E-4,10.18239,7.769207E-5,641852.1,641852.1
0.001,15.8334,-1.062796E7,1597.159,1597.159,0.001230037,1.0,0.8457587,0.04134,5.922328E-5,0.01554948,0.02078721,3.193386E-4,4.76835E-4,0.001633233,0.0548234,0.002938328,0.005305546,3.645199E-4,0.003925513,4.753545E-4,2.286116E-6,9.407415E-4,0.00167307,4.445351E-4,6.158232E-4,7.143803E-4,10.18147,7.768625E-5,641793.9,641793.9
