Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C4H4_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_STILB_Soln#11 (),Mole_fraction_C6H5C2H_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_BIPHENYL_Soln#11 (),Mole_fraction_C14H10_Soln#11 (),Mole_fraction_C16H10_Soln#11 (),Mole_fraction_BIN1B_Soln#11 (),Mole_fraction_BIN1A_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
2.892337E-5,15.68106,8.346533E7,1489.285,1489.285,0.001353041,1.0,0.901446,0.006797083,2.36234E-4,0.004054803,8.736531E-4,4.563568E-6,2.096101E-6,0.006045711,1.123855E-6,0.0300588,0.002842416,1.061772E-4,0.001178046,0.03768123,0.008174722,5.125527E-6,3.760135E-5,4.778358E-6,2.704592E-8,2.058433E-6,10.54463,8.628506E-5,664686.2,664686.2
2.894353E-5,15.68109,8.387682E7,1489.285,1489.285,0.001353041,1.0,0.9014403,0.006800612,2.361469E-4,0.004056806,8.741212E-4,4.567506E-6,2.097635E-6,0.006048867,1.125574E-6,0.03006078,0.002842305,1.062523E-4,0.001178643,0.03767887,0.008171003,5.130453E-6,3.762818E-5,4.78438E-6,2.709089E-8,2.061189E-6,10.54461,8.628487E-5,664684.9,664684.9
2.920632E-5,15.68155,8.847098E7,1489.29,1489.29,0.001353041,1.0,0.9013669,0.006846483,2.350162E-4,0.004082849,8.802107E-4,4.618854E-6,2.11766E-6,0.006089913,1.148098E-6,0.03008648,0.002840809,1.072305E-4,0.001186406,0.03764814,0.00812268,5.194744E-6,3.797762E-5,4.863122E-6,2.768117E-8,2.097254E-6,10.54434,8.628235E-5,664667.7,664667.7
2.949498E-5,15.68205,9.319339E7,1489.296,1489.296,0.001353041,1.0,0.9012866,0.006896601,2.33783E-4,0.004111311,8.868734E-4,4.675277E-6,2.139713E-6,0.006134801,1.173097E-6,0.03011462,0.002839071,1.083012E-4,0.001194892,0.0376145,0.008069955,5.26552E-6,3.836094E-5,4.9501E-6,2.833811E-8,2.137166E-6,10.54404,8.627959E-5,664648.9,664648.9
2.951005E-5,15.68208,9.339823E7,1489.296,1489.296,0.001353041,1.0,0.9012824,0.00689921,2.337188E-4,0.004112792,8.872206E-4,4.678224E-6,2.140867E-6,0.00613714,1.174409E-6,0.03011608,0.002838977,1.08357E-4,0.001195334,0.03761274,0.008067212,5.26922E-6,3.838094E-5,4.954656E-6,2.837266E-8,2.139258E-6,10.54403,8.627944E-5,664647.9,664648.0
2.951881E-5,15.6821,9.365331E7,1489.296,1489.296,0.001353041,1.0,0.90128,0.006900725,2.336816E-4,0.004113653,8.874222E-4,4.679935E-6,2.141537E-6,0.006138498,1.175172E-6,0.03011694,0.002838923,1.083894E-4,0.001195591,0.03761172,0.008065619,5.27137E-6,3.839255E-5,4.957303E-6,2.839274E-8,2.140474E-6,10.54402,8.627936E-5,664647.4,664647.4
3.079278E-5,15.68431,1.131298E8,1489.325,1489.325,0.001353041,1.0,0.9009309,0.007118366,2.283505E-4,0.004237354,9.164825E-4,4.929154E-6,2.239657E-6,0.006334015,1.288897E-6,0.03023984,0.002830079,1.130635E-4,0.001232524,0.0374648,0.007837586,5.585713E-6,4.007713E-5,5.347403E-6,3.140672E-8,2.320495E-6,10.54273,8.62672E-5,664566.4,664566.4
5.914992E-5,15.72735,2.037846E8,1490.491,1490.491,0.001353041,1.0,0.894832,0.01083962,1.409857E-4,0.006423392,0.001458348,1.037857E-5,4.815316E-6,0.009897336,5.031384E-6,0.03238142,0.002439421,1.949672E-4,0.00189603,0.0346727,0.004184165,1.296131E-5,7.445697E-5,1.555448E-5,1.466885E-7,7.532424E-6,10.52211,8.603107E-5,663266.2,663266.2
1.0E-4,15.7662,1.065923E8,1491.876,1491.876,0.001353041,1.0,0.889589,0.01380891,7.584344E-5,0.008437564,0.002014384,1.734676E-5,9.951162E-6,0.01337517,1.338935E-5,0.03383368,0.001864941,2.569226E-4,0.002520479,0.03173474,0.001727194,2.3263E-5,1.140071E-4,3.130594E-5,4.617982E-7,1.720528E-5,10.50594,8.581913E-5,662247.0,662247.0
1.690762E-4,15.79516,-1.297496E7,1492.453,1492.453,0.001353041,1.0,0.8848824,0.01609081,3.533095E-5,0.0105127,0.002660231,2.668953E-5,2.142136E-5,0.01717367,3.145389E-5,0.03421368,0.001294932,2.998689E-4,0.003162751,0.02832813,4.09473E-4,3.823222E-5,1.631149E-4,5.448875E-5,1.242991E-6,3.446263E-5,10.49073,8.566175E-5,661288.2,661288.2
2.0E-4,15.80093,-3.858571E7,1492.273,1492.273,0.001353041,1.0,0.8834915,0.01667109,2.882069E-5,0.01119213,0.00289033,3.022479E-5,2.720331E-5,0.01846873,4.039381E-5,0.03403889,0.001165012,3.098296E-4,0.003369435,0.02714011,2.248092E-4,4.429334E-5,1.811559E-4,6.349208E-5,1.656062E-6,4.199072E-5,10.48563,8.563046E-5,660967.0,660967.0
2.078635E-4,15.80203,-4.315426E7,1492.203,1492.203,0.001353041,1.0,0.8831734,0.0167986,2.769997E-5,0.01135098,0.002945491,3.108564E-5,2.871064E-5,0.01877536,4.27342E-5,0.0339787,0.001140121,3.11929E-4,0.003417349,0.02685821,1.944166E-4,4.580447E-5,1.855252E-4,6.568671E-5,1.766578E-6,4.388676E-5,10.48441,8.56245E-5,660890.2,660890.2
2.078775E-4,15.80203,-4.328514E7,1492.203,1492.203,0.001353041,1.0,0.8831729,0.01679883,2.769818E-5,0.01135125,0.002945588,3.108716E-5,2.871334E-5,0.0187759,4.27384E-5,0.03397859,0.001140079,3.119326E-4,0.003417433,0.02685772,1.943668E-4,4.580715E-5,1.855329E-4,6.56906E-5,1.766777E-6,4.389013E-5,10.48441,8.562449E-5,660890.1,660890.1
2.079177E-4,15.80204,-4.316704E7,1492.203,1492.203,0.001353041,1.0,0.8831713,0.01679946,2.769295E-5,0.01135205,0.002945867,3.109153E-5,2.872107E-5,0.01877744,4.275043E-5,0.03397827,0.001139959,3.119429E-4,0.003417674,0.0268563,1.942244E-4,4.581485E-5,1.85555E-4,6.570173E-5,1.767347E-6,4.389981E-5,10.4844,8.562446E-5,660889.7,660889.7
2.079403E-4,15.80204,-4.318122E7,1492.203,1492.203,0.001353041,1.0,0.8831704,0.01679982,2.768998E-5,0.0113525,0.002946024,3.109399E-5,2.872542E-5,0.01877831,4.27572E-5,0.03397809,0.001139891,3.119488E-4,0.003417809,0.0268555,1.941443E-4,4.581919E-5,1.855675E-4,6.570799E-5,1.767668E-6,4.390525E-5,10.4844,8.562444E-5,660889.5,660889.5
2.085768E-4,15.80213,-4.348868E7,1492.197,1492.197,0.001353041,1.0,0.8831452,0.01680986,2.760655E-5,0.01136515,0.002950439,3.116311E-5,2.884797E-5,0.01880279,4.294783E-5,0.033973,0.001137999,3.121124E-4,0.003421617,0.02683299,1.919052E-4,4.594113E-5,1.85918E-4,6.588417E-5,1.776713E-6,4.405847E-5,10.4843,8.562399E-5,660883.3,660883.3
2.086264E-4,15.80213,-4.36447E7,1492.196,1492.196,0.001353041,1.0,0.8831432,0.01681064,2.760009E-5,0.01136614,0.002950783,3.11685E-5,2.885753E-5,0.0188047,4.29627E-5,0.0339726,0.001137852,3.121252E-4,0.003421913,0.02683123,1.917318E-4,4.595063E-5,1.859453E-4,6.58979E-5,1.77742E-6,4.407042E-5,10.4843,8.562395E-5,660882.9,660882.9
2.086456E-4,15.80214,-4.360869E7,1492.196,1492.196,0.001353041,1.0,0.8831424,0.01681095,2.759758E-5,0.01136652,0.002950916,3.117058E-5,2.886123E-5,0.01880544,4.296846E-5,0.03397245,0.001137795,3.121301E-4,0.003422028,0.02683056,1.916647E-4,4.595432E-5,1.859559E-4,6.590322E-5,1.777693E-6,4.407504E-5,10.48429,8.562394E-5,660882.7,660882.7
2.086851E-4,15.80214,-4.345692E7,1492.196,1492.196,0.001353041,1.0,0.8831409,0.01681157,2.759244E-5,0.0113673,0.002951189,3.117486E-5,2.886883E-5,0.01880695,4.298028E-5,0.03397213,0.001137678,3.121402E-4,0.003422264,0.02682916,1.915272E-4,4.596187E-5,1.859776E-4,6.591412E-5,1.778254E-6,4.408453E-5,10.48429,8.562391E-5,660882.3,660882.3
2.086938E-4,15.80214,-4.360403E7,1492.196,1492.196,0.001353041,1.0,0.8831405,0.01681171,2.75913E-5,0.01136748,0.00295125,3.117581E-5,2.887052E-5,0.01880729,4.29829E-5,0.03397206,0.001137652,3.121425E-4,0.003422316,0.02682885,1.914967E-4,4.596355E-5,1.859824E-4,6.591655E-5,1.778378E-6,4.408664E-5,10.48429,8.562391E-5,660882.2,660882.2
2.095763E-4,15.80226,-4.400426E7,1492.187,1492.187,0.001353041,1.0,0.8831057,0.01682556,2.747757E-5,0.01138495,0.002957357,3.12715E-5,2.904058E-5,0.01884114,4.324756E-5,0.03396495,0.001135062,3.123677E-4,0.003427576,0.02679773,1.884504E-4,4.613253E-5,1.864675E-4,6.616043E-5,1.790948E-6,4.429902E-5,10.48415,8.562328E-5,660873.7,660873.7
2.107051E-4,15.8024,-4.467752E7,1492.176,1492.176,0.001353041,1.0,0.8830613,0.01684317,2.733493E-5,0.01140723,0.002965148,3.139369E-5,2.925831E-5,0.0188843,4.358657E-5,0.03395578,0.001131795,3.126534E-4,0.003434276,0.02675804,1.846361E-4,4.634853E-5,1.870868E-4,6.647182E-5,1.807066E-6,4.457057E-5,10.48398,8.56225E-5,660862.9,660862.9
2.107392E-4,15.80241,-4.461872E7,1492.176,1492.176,0.001353041,1.0,0.88306,0.0168437,2.733068E-5,0.0114079,0.002965384,3.139738E-5,2.92649E-5,0.0188856,4.359682E-5,0.0339555,0.001131697,3.12662E-4,0.003434478,0.02675685,1.845222E-4,4.635506E-5,1.871055E-4,6.648122E-5,1.807554E-6,4.457878E-5,10.48397,8.562248E-5,660862.5,660862.6
2.108055E-4,15.80241,-4.464329E7,1492.175,1492.175,0.001353041,1.0,0.8830574,0.01684473,2.73224E-5,0.01140921,0.00296584,3.140454E-5,2.927768E-5,0.01888813,4.361674E-5,0.03395496,0.001131507,3.126787E-4,0.00343487,0.02675452,1.843014E-4,4.636773E-5,1.871418E-4,6.649948E-5,1.808501E-6,4.459471E-5,10.48396,8.562243E-5,660861.9,660861.9
2.112103E-4,15.80247,-4.490098E7,1492.171,1492.171,0.001353041,1.0,0.8830415,0.01685102,2.727227E-5,0.01141717,0.002968629,3.14483E-5,2.935583E-5,0.01890357,4.373847E-5,0.03395164,0.00113035,3.127805E-4,0.003437265,0.02674033,1.829586E-4,4.644516E-5,1.873636E-4,6.661098E-5,1.814295E-6,4.469207E-5,10.4839,8.562215E-5,660858.0,660858.0
2.112405E-4,15.80247,-4.494057E7,1492.171,1492.171,0.001353041,1.0,0.8830403,0.01685149,2.726854E-5,0.01141777,0.002968837,3.145156E-5,2.936167E-5,0.01890472,4.374756E-5,0.03395139,0.001130264,3.12788E-4,0.003437443,0.02673927,1.828589E-4,4.645094E-5,1.873801E-4,6.661929E-5,1.814727E-6,4.469934E-5,10.4839,8.562213E-5,660857.7,660857.8
2.1126E-4,15.80247,-4.492348E7,1492.171,1492.171,0.001353041,1.0,0.8830396,0.01685179,2.726611E-5,0.01141815,0.002968971,3.145367E-5,2.936544E-5,0.01890546,4.375344E-5,0.03395123,0.001130208,3.127929E-4,0.003437559,0.02673858,1.827944E-4,4.645468E-5,1.873908E-4,6.662467E-5,1.815007E-6,4.470404E-5,10.48389,8.562212E-5,660857.6,660857.6
2.115345E-4,15.80251,-4.499513E7,1492.168,1492.168,0.001353041,1.0,0.8830288,0.01685604,2.723223E-5,0.01142354,0.00297086,3.148332E-5,2.941845E-5,0.01891592,4.383602E-5,0.03394898,0.001129428,3.128617E-4,0.00343918,0.02672897,1.818917E-4,4.650716E-5,1.87541E-4,6.670022E-5,1.818939E-6,4.477004E-5,10.48385,8.562193E-5,660854.9,660854.9
2.138868E-4,15.8028,-4.610985E7,1492.145,1492.145,0.001353041,1.0,0.8829374,0.01689219,2.695003E-5,0.01146952,0.002986992,3.173681E-5,2.987329E-5,0.01900515,4.454519E-5,0.03392943,0.001122875,3.134443E-4,0.003452993,0.02664692,1.743807E-4,4.695661E-5,1.888251E-4,6.734606E-5,1.852755E-6,4.533545E-5,10.4835,8.562035E-5,660832.5,660832.5
2.801366E-4,15.80848,-6.090082E7,1491.346,1491.346,0.001353041,1.0,0.8806407,0.01777382,2.251178E-5,0.01263988,0.003411754,3.859179E-5,4.296832E-5,0.02131936,6.553398E-5,0.03328041,0.001004144,3.263859E-4,0.003798985,0.02452487,6.336159E-5,5.95303E-5,2.233598E-4,8.469054E-5,2.892908E-6,6.119407E-5,10.47411,8.558957E-5,660241.0,660241.0
3.0E-4,15.80966,-6.129085E7,1491.083,1491.083,0.001353041,1.0,0.8800239,0.01800697,2.193443E-5,0.01295506,0.003530769,4.058278E-5,4.695944E-5,0.02195737,7.222429E-5,0.03306671,9.840719E-4,3.293291E-4,0.003890074,0.02394391,5.073189E-5,6.332087E-5,2.33336E-4,8.966018E-5,3.240025E-6,6.596284E-5,10.47149,8.558321E-5,660075.6,660075.6
4.0E-4,15.81474,-5.423594E7,1489.817,1489.817,0.001353041,1.0,0.8772027,0.01909122,2.064034E-5,0.01437294,0.004091661,5.045433E-5,6.715232E-5,0.02491479,1.087795E-4,0.03197473,9.21232E-4,3.400993E-4,0.004286465,0.02128817,2.797572E-5,8.286448E-5,2.825711E-4,1.136373E-4,5.25691E-6,9.030405E-5,10.45924,8.555569E-5,659303.1,659303.2
5.0E-4,15.81994,-4.43369E7,1488.751,1488.751,0.001353041,1.0,0.8747152,0.02009548,2.014237E-5,0.01557099,0.004603312,6.022519E-5,8.717545E-5,0.02754626,1.499362E-4,0.03091439,8.795329E-4,3.459506E-4,0.004600659,0.01898754,2.344951E-5,1.032086E-4,3.310917E-4,1.36065E-4,7.73879E-6,1.151433E-4,10.44831,8.552756E-5,658614.6,658614.6
6.0E-4,15.82566,-3.556474E7,1487.887,1487.887,0.001353041,1.0,0.8724832,0.02104786,1.980891E-5,0.01659346,0.005075498,6.992838E-5,1.067622E-4,0.02991729,1.951779E-4,0.02990022,8.437405E-4,3.481699E-4,0.004849353,0.01697271,2.137239E-5,1.241918E-4,3.79191E-4,1.569002E-4,1.068785E-5,1.402185E-4,10.43848,8.549668E-5,657995.1,657995.1
6.867218E-4,15.83099,-2.904971E7,1487.281,1487.281,0.001353041,1.0,0.8707223,0.0218387,1.957887E-5,0.01736004,0.005457705,7.827994E-5,1.232737E-4,0.03179367,2.372619E-4,0.02905608,8.154638E-4,3.477792E-4,0.005020751,0.01542145,1.996546E-5,1.427707E-4,4.205528E-4,1.736482E-4,1.362006E-5,1.619656E-4,10.43072,8.546789E-5,657505.5,657505.5
6.898332E-4,15.83119,-2.885911E7,1487.262,1487.262,0.001353041,1.0,0.8706618,0.02186652,1.957121E-5,0.01738568,0.00547099,7.857838E-5,1.23857E-4,0.03185817,2.388159E-4,0.02902637,8.144888E-4,3.477309E-4,0.005026218,0.01536884,1.991827E-5,1.434426E-4,4.220301E-4,1.742264E-4,1.373168E-5,1.627442E-4,10.43045,8.546682E-5,657488.7,657488.7
6.902187E-4,15.83121,-2.891373E7,1487.259,1487.259,0.001353041,1.0,0.8706544,0.02186997,1.95704E-5,0.01738884,0.005472633,7.861534E-5,1.239292E-4,0.03186615,2.390086E-4,0.02902269,8.14368E-4,3.477248E-4,0.005026892,0.01536234,1.991244E-5,1.435259E-4,4.222131E-4,1.742979E-4,1.374553E-5,1.628406E-4,10.43042,8.546669E-5,657486.7,657486.7
6.902602E-4,15.83121,-2.886705E7,1487.259,1487.259,0.001353041,1.0,0.8706535,0.02187034,1.957028E-5,0.01738918,0.005472811,7.861933E-5,1.23937E-4,0.03186701,2.390294E-4,0.0290223,8.14355E-4,3.477241E-4,0.005026965,0.01536164,1.991181E-5,1.435348E-4,4.222328E-4,1.743056E-4,1.374703E-5,1.62851E-4,10.43041,8.546668E-5,657486.4,657486.4
6.90548E-4,15.83123,-2.879906E7,1487.257,1487.257,0.001353041,1.0,0.870648,0.02187291,1.956955E-5,0.01739155,0.005474037,7.864692E-5,1.239909E-4,0.03187296,2.391733E-4,0.02901955,8.142648E-4,3.477195E-4,0.005027468,0.01535679,1.990746E-5,1.43597E-4,4.223694E-4,1.74359E-4,1.375737E-5,1.62923E-4,10.43039,8.546658E-5,657484.9,657484.9
6.908997E-4,15.83125,-2.881349E7,1487.255,1487.255,0.001353041,1.0,0.8706411,0.02187605,1.95688E-5,0.01739444,0.005475537,7.868066E-5,1.240568E-4,0.03188024,2.393492E-4,0.0290162,8.141547E-4,3.477139E-4,0.005028082,0.01535086,1.990214E-5,1.43673E-4,4.225364E-4,1.744242E-4,1.377003E-5,1.63011E-4,10.43036,8.546646E-5,657483.0,657483.0
6.909427E-4,15.83126,-2.889408E7,1487.255,1487.255,0.001353041,1.0,0.8706403,0.02187643,1.956873E-5,0.01739479,0.00547572,7.868478E-5,1.240648E-4,0.03188112,2.393707E-4,0.02901579,8.141412E-4,3.477132E-4,0.005028157,0.01535013,1.990149E-5,1.436823E-4,4.225568E-4,1.744322E-4,1.377157E-5,1.630218E-4,10.43036,8.546645E-5,657482.8,657482.8
6.90967E-4,15.83126,-2.894102E7,1487.255,1487.255,0.001353041,1.0,0.8706398,0.02187665,1.956871E-5,0.01739499,0.005475823,7.868711E-5,1.240694E-4,0.03188163,2.393829E-4,0.02901555,8.141336E-4,3.477128E-4,0.005028199,0.01534973,1.990112E-5,1.436875E-4,4.225683E-4,1.744367E-4,1.377245E-5,1.630278E-4,10.43035,8.546644E-5,657482.6,657482.7
6.911699E-4,15.83127,-2.87643E7,1487.253,1487.253,0.001353041,1.0,0.8706359,0.02187846,1.956822E-5,0.01739665,0.005476688,7.870657E-5,1.241074E-4,0.03188582,2.394844E-4,0.02901362,8.1407E-4,3.477095E-4,0.005028553,0.01534631,1.989805E-5,1.437313E-4,4.226647E-4,1.744743E-4,1.377975E-5,1.630786E-4,10.43034,8.546637E-5,657481.5,657481.6
6.91405E-4,15.83128,-2.872757E7,1487.252,1487.252,0.001353041,1.0,0.8706314,0.02188056,1.956772E-5,0.01739858,0.00547769,7.872911E-5,1.241514E-4,0.03189068,2.39602E-4,0.02901138,8.139964E-4,3.477057E-4,0.005028963,0.01534235,1.98945E-5,1.437821E-4,4.227763E-4,1.745178E-4,1.378821E-5,1.631374E-4,10.43032,8.546629E-5,657480.3,657480.3
6.914243E-4,15.83129,-2.875363E7,1487.252,1487.252,0.001353041,1.0,0.870631,0.02188073,1.956766E-5,0.01739874,0.005477772,7.873096E-5,1.24155E-4,0.03189108,2.396117E-4,0.02901119,8.139903E-4,3.477054E-4,0.005028997,0.01534202,1.989421E-5,1.437863E-4,4.227854E-4,1.745214E-4,1.37889E-5,1.631422E-4,10.43031,8.546628E-5,657480.2,657480.2
6.91654E-4,15.8313,-2.875431E7,1487.25,1487.25,0.001353041,1.0,0.8706265,0.02188278,1.956707E-5,0.01740062,0.005478751,7.875299E-5,1.24198E-4,0.03189583,2.397266E-4,0.029009,8.139184E-4,3.477016E-4,0.005029397,0.01533815,1.989074E-5,1.438359E-4,4.228944E-4,1.74564E-4,1.379717E-5,1.631997E-4,10.4303,8.54662E-5,657478.9,657479.0
6.920388E-4,15.83133,-2.872562E7,1487.248,1487.248,0.001353041,1.0,0.8706191,0.02188622,1.956612E-5,0.01740378,0.00548039,7.878989E-5,1.242701E-4,0.03190378,2.399192E-4,0.02900533,8.13798E-4,3.476954E-4,0.005030067,0.01533168,1.988493E-5,1.439191E-4,4.230771E-4,1.746353E-4,1.381103E-5,1.63296E-4,10.43026,8.546607E-5,657476.9,657476.9
6.920904E-4,15.83133,-2.887112E7,1487.248,1487.248,0.001353041,1.0,0.8706181,0.02188668,1.956597E-5,0.0174042,0.00548061,7.879483E-5,1.242797E-4,0.03190485,2.39945E-4,0.02900484,8.137819E-4,3.476945E-4,0.005030156,0.01533081,1.988415E-5,1.439302E-4,4.231016E-4,1.746448E-4,1.381289E-5,1.633089E-4,10.43026,8.546605E-5,657476.6,657476.6
6.921122E-4,15.83133,-2.872762E7,1487.248,1487.248,0.001353041,1.0,0.8706177,0.02188688,1.956588E-5,0.01740438,0.005480702,7.879692E-5,1.242838E-4,0.0319053,2.399559E-4,0.02900463,8.137751E-4,3.476942E-4,0.005030194,0.01533044,1.988383E-5,1.439349E-4,4.231119E-4,1.746489E-4,1.381367E-5,1.633143E-4,10.43026,8.546604E-5,657476.5,657476.5
6.929562E-4,15.83138,-2.861978E7,1487.242,1487.242,0.001353041,1.0,0.8706013,0.02189441,1.956392E-5,0.01741129,0.005484296,7.887785E-5,1.244418E-4,0.03192272,2.403786E-4,0.02899659,8.135113E-4,3.476802E-4,0.005031661,0.01531625,1.987109E-5,1.441173E-4,4.235125E-4,1.748051E-4,1.38441E-5,1.635254E-4,10.43018,8.546576E-5,657471.9,657472.0
7.0E-4,15.83183,-2.813062E7,1487.199,1487.199,0.001353041,1.0,0.8704656,0.02195717,1.954777E-5,0.01746858,0.005514202,7.955296E-5,1.257583E-4,0.03206764,2.439139E-4,0.02892955,8.113206E-4,3.475577E-4,0.005043771,0.01519836,1.97654E-5,1.456403E-4,4.268542E-4,1.761046E-4,1.409937E-5,1.652869E-4,10.42958,8.546333E-5,657434.1,657434.2
