Time_Soln#4 (sec),Volume_Soln#4 (cm3),Volumetric_heat_production_rate_Soln#4 (erg/cm3-sec),Surface_temperature_Soln#4 (K),Temperature_Soln#4 (K),Mass_Soln#4 (g),Pressure_Soln#4 (atm),Mole_fraction_H2_Soln#4 (),Mole_fraction_CH4_Soln#4 (),Mole_fraction_C2H6_Soln#4 (),Mole_fraction_C2H4_Soln#4 (),Mole_fraction_C2H2_Soln#4 (),Mole_fraction_C4H6_Soln#4 (),Mole_fraction_C4H4_Soln#4 (),Mole_fraction_C6H6_Soln#4 (),Mole_fraction_C10H8_Soln#4 (),Mole_fraction_C7H8_Soln#4 (),Mole_fraction_C7H7_Soln#4 (),Mole_fraction_STILB_Soln#4 (),Mole_fraction_C6H5C2H_Soln#4 (),Mole_fraction_C6H5C2H3_Soln#4 (),Mole_fraction_C6H5C2H5_Soln#4 (),Mole_fraction_BIPHENYL_Soln#4 (),Mole_fraction_C14H10_Soln#4 (),Mole_fraction_C16H10_Soln#4 (),Mole_fraction_C6H5C2H4C6H5_Soln#4 (),Mole_fraction_BIN1A_Soln#4 (),Molecular_weight_Soln#4 (g/mole),Mass_density_Soln#4 (g/cm3),Unburned_hydrocarbons_Soln#4 (ppm),Volatile_organic_compounds_Soln#4 (ppm)
0.0,15.7,-1.634398E7,1150.0,1150.0,0.001764836,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,0.0,10.60769,1.1241E-4,668660.8,668660.8
7.042735E-7,15.69998,-1.563728E7,1149.998,1149.998,0.001764836,1.0,0.9128524,2.332826E-8,1.432923E-11,2.509075E-9,6.329387E-10,2.953668E-14,1.592725E-15,3.892669E-9,4.270867E-19,0.02851744,3.211464E-7,3.213754E-11,2.001503E-10,0.0421063,0.01652318,3.90146E-17,1.140739E-11,1.347806E-12,3.022774E-12,5.723026E-13,10.60768,1.124101E-4,668660.6,668660.6
6.266402E-6,15.69984,-1.124342E7,1149.985,1149.985,0.001764836,1.0,0.9128496,1.316545E-6,6.617706E-9,3.040768E-7,2.402392E-8,3.084703E-12,2.235261E-13,4.395889E-7,4.273999E-15,0.02851712,3.006386E-6,7.955653E-9,4.28515E-8,0.04210523,0.01652027,1.586551E-13,1.763063E-9,2.736072E-10,3.798878E-10,1.161339E-10,10.60766,1.124111E-4,668659.2,668659.2
3.441758E-5,15.69931,-9486735.0,1149.938,1149.938,0.001764836,1.0,0.9128296,1.463514E-5,1.71928E-7,6.270251E-6,4.537333E-7,1.291722E-10,7.474868E-12,8.300649E-6,1.748336E-12,0.02851334,1.770378E-5,1.696792E-7,8.086259E-7,0.04209116,0.01650415,1.791359E-11,4.007805E-8,5.15483E-9,3.085216E-8,2.183085E-9,10.60758,1.124149E-4,668654.1,668654.1
1.88795E-4,15.69711,-7788109.0,1149.693,1149.693,0.001764836,1.0,0.9126407,1.064255E-4,2.747406E-6,1.062616E-4,7.371065E-6,2.024639E-8,4.806128E-10,1.387456E-4,4.841136E-10,0.0284768,8.823515E-5,2.907426E-6,1.296543E-5,0.04196107,0.01639579,3.013363E-9,8.347619E-7,8.451707E-8,3.641823E-6,3.548156E-8,10.60681,1.124307E-4,668605.6,668605.6
9.443364E-4,15.69855,-2334912.0,1149.207,1149.207,0.001764836,1.0,0.9112004,6.570055E-4,2.782178E-5,0.001056112,7.271102E-5,1.854381E-6,3.504532E-8,0.001386663,5.092986E-8,0.0283289,1.50596E-4,3.410143E-5,1.271607E-4,0.04104032,0.01574617,2.637658E-7,9.335112E-6,9.560354E-7,6.907766E-5,4.142232E-7,10.60136,1.124203E-4,668261.7,668261.7
0.001,15.69884,-2285271.0,1149.185,1149.185,0.001764836,1.0,0.911091,6.97771E-4,2.983856E-5,0.001128482,7.769688E-5,2.113522E-6,4.004052E-8,0.001482469,5.84475E-8,0.02832122,1.510712E-4,3.685694E-5,1.35873E-4,0.0409718,0.01569856,3.009149E-7,1.000658E-5,1.031272E-6,7.306759E-5,4.483097E-7,10.60095,1.124182E-4,668236.2,668236.2
0.002,15.70454,-1679558.0,1148.843,1148.843,0.001764836,1.0,0.9091721,0.001410676,6.722727E-5,0.002376303,1.638724E-4,9.142091E-6,1.856804E-7,0.003150534,2.83019E-7,0.02822278,1.543736E-4,8.983999E-5,2.865032E-4,0.03977969,0.01487755,1.338704E-6,2.195734E-5,2.52321E-6,1.183557E-4,1.157182E-6,10.59395,1.123775E-4,667795.0,667795.0
0.003,15.71065,-1256110.0,1148.588,1148.588,0.001764836,1.0,0.9073473,0.00208977,1.065168E-4,0.003532598,2.441073E-4,1.979653E-5,4.34466E-7,0.004723974,6.770319E-7,0.02816379,1.534164E-4,1.441795E-4,4.267353E-4,0.03865618,0.014116,2.99588E-6,3.354834E-5,4.234329E-6,1.348558E-4,2.026791E-6,10.58748,1.123337E-4,667386.8,667386.8
0.003596625,15.71439,-1048079.0,1148.467,1148.467,0.001764836,1.0,0.9063031,0.002480481,1.307281E-4,0.004183703,2.894643E-4,2.745376E-5,6.300419E-7,0.005622051,9.917694E-7,0.02813579,1.520156E-4,1.756036E-4,5.059495E-4,0.03801548,0.01368699,4.237085E-6,4.025964E-5,5.337145E-6,1.383668E-4,2.611659E-6,10.58385,1.12307E-4,667158.1,667158.1
