Time_Soln#18 (sec),Volume_Soln#18 (cm3),Volumetric_heat_production_rate_Soln#18 (erg/cm3-sec),Surface_temperature_Soln#18 (K),Temperature_Soln#18 (K),Mass_Soln#18 (g),Pressure_Soln#18 (atm),Mole_fraction_H2_Soln#18 (),Mole_fraction_H_Soln#18 (),Mole_fraction_CH4_Soln#18 (),Mole_fraction_CH3_Soln#18 (),Mole_fraction_C2H4_Soln#18 (),Mole_fraction_C2H2_Soln#18 (),Mole_fraction_C3H4-P_Soln#18 (),Mole_fraction_C4H2_Soln#18 (),Mole_fraction_C6H6_Soln#18 (),Mole_fraction_C10H8_Soln#18 (),Mole_fraction_C7H8_Soln#18 (),Mole_fraction_C7H7_Soln#18 (),Mole_fraction_BENZYNE_Soln#18 (),Mole_fraction_C6H5C2H_Soln#18 (),Mole_fraction_C6H5C2H3_Soln#18 (),Mole_fraction_C6H5C2H5_Soln#18 (),Mole_fraction_BIPHENYL_Soln#18 (),Mole_fraction_C14H10_Soln#18 (),Mole_fraction_BIN1B_Soln#18 (),Mole_fraction_BIN1A_Soln#18 (),Molecular_weight_Soln#18 (g/mole),Mass_density_Soln#18 (g/cm3),Unburned_hydrocarbons_Soln#18 (ppm),Volatile_organic_compounds_Soln#18 (ppm)
0.0,15.7,-3.030235E11,1850.0,1850.0,0.00109706,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,10.60769,6.987646E-5,668660.8,668660.8
1.005136E-9,15.69959,-3.027725E11,1849.923,1849.923,0.00109706,1.0,0.9128408,1.262512E-6,1.221747E-8,1.194242E-5,4.172041E-9,6.363597E-8,8.626933E-13,5.059047E-12,6.38786E-8,2.799789E-17,0.02851586,1.303141E-5,6.334228E-10,4.261178E-9,0.04210778,0.016509,3.092215E-17,5.130321E-12,1.234565E-22,3.772343E-13,10.60752,6.987826E-5,668650.4,668650.4
1.934345E-8,15.69227,-2.974809E11,1848.54,1848.54,0.00109706,1.0,0.9126219,2.697948E-5,4.416355E-6,2.229517E-4,6.648625E-7,1.420379E-6,6.415176E-10,3.604573E-9,1.696168E-6,1.716956E-13,0.02848616,2.476741E-4,2.318075E-7,9.937281E-7,0.04213319,0.01624728,3.120332E-13,2.13523E-9,1.696359E-17,9.372284E-11,10.60453,6.991089E-5,668462.1,668462.1
7.008418E-8,15.67272,-2.826845E11,1844.842,1844.842,0.00109706,1.0,0.9120102,1.156738E-4,5.454557E-5,7.437506E-4,1.013311E-5,6.645631E-6,1.804052E-8,1.061137E-7,1.308838E-5,1.059044E-11,0.02839552,8.691569E-4,2.949369E-6,8.763743E-6,0.04218662,0.01555337,6.781248E-11,3.6266E-8,5.121943E-15,8.859605E-10,10.59652,6.999807E-5,667957.0,667957.0
4.015903E-7,15.5725,-1.91934E11,1825.119,1825.119,0.00109706,1.0,0.9080242,7.803581E-4,0.001249033,0.002615302,4.291001E-4,1.453326E-4,1.422929E-6,1.058244E-5,5.776089E-4,1.448325E-8,0.02750016,0.004177037,7.313188E-5,2.533653E-4,0.04187845,0.01184533,1.386834E-7,2.234251E-6,3.413956E-11,2.94268E-8,10.55071,7.044857E-5,665069.0,665069.0
1.240504E-6,15.48917,-4.850386E10,1802.967,1802.967,0.00109706,1.0,0.8998346,0.001103723,0.005922644,0.003119044,0.002634282,0.001055288,1.620599E-5,9.158638E-5,0.004525951,1.493723E-6,0.02541494,0.008050323,2.999987E-4,0.001479236,0.03877875,0.006362656,4.593368E-6,1.978522E-5,5.17411E-9,3.552822E-7,10.47872,7.082756E-5,660531.1,660531.1
2.377096E-6,15.49622,-1.101774E10,1796.223,1796.223,0.00109706,1.0,0.8925515,8.633913E-4,0.01102888,0.002285797,0.00498397,0.002263279,5.145643E-5,2.261547E-4,0.009543409,1.238465E-5,0.02431593,0.008702603,4.739695E-4,0.002807046,0.03487143,0.003033594,1.58867E-5,4.791093E-5,3.92488E-8,1.610334E-6,10.43477,7.079534E-5,657761.0,657761.0
2.59904E-6,15.49987,-9.196227E9,1795.665,1795.665,0.00109706,1.0,0.8914578,8.225192E-4,0.01180384,0.002133571,0.005337717,0.002469264,5.908416E-5,2.536517E-4,0.01035119,1.593167E-5,0.02418564,0.008630443,4.993721E-4,0.00301114,0.03423305,0.002645544,1.825512E-5,5.322901E-5,4.985298E-8,1.95926E-6,10.42907,7.077866E-5,657401.7,657401.7
3.000399E-6,15.50627,-7.345971E9,1794.845,1794.845,0.00109706,1.0,0.8896743,7.569104E-4,0.01305401,0.001886875,0.005913261,0.00282105,7.307938E-5,3.043267E-4,0.01169141,2.344188E-5,0.02397465,0.008435147,5.413761E-4,0.003345812,0.03316448,0.002074996,2.25408E-5,6.264507E-5,7.225979E-8,2.662569E-6,10.42001,7.074946E-5,656830.7,656830.7
3.161901E-6,15.50867,-6.940529E9,1794.557,1794.557,0.00109706,1.0,0.8890181,7.333097E-4,0.01350798,0.001797944,0.006124567,0.002955829,7.875185E-5,3.250549E-4,0.01219119,2.683741E-5,0.02389542,0.008340889,5.570397E-4,0.003469493,0.03276265,0.001884607,2.425644E-5,6.636154E-5,8.244835E-8,2.969545E-6,10.41673,7.073851E-5,656623.5,656623.5
