Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_STILB_Soln#3 (),Mole_fraction_C6H5C2H_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_C6H5CHCH3_Soln#3 (),Mole_fraction_BIPHENYL_Soln#3 (),Mole_fraction_FLUORENE_Soln#3 (),Mole_fraction_C14H10_Soln#3 (),Mole_fraction_C16H10_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
7.0E-4,15.69783,-1247351.0,1099.783,1099.783,0.001845056,1.0,0.9125899,1.155503E-4,5.018488E-6,1.536479E-4,8.256843E-6,4.317276E-8,2.004209E-4,0.02847685,5.939223E-5,4.65488E-6,1.615091E-5,0.04191008,0.01639323,5.409281E-5,5.612713E-9,2.216457E-7,1.424141E-6,1.87645E-7,7.939246E-6,2.049204E-7,10.60688,1.175337E-4,668609.7,668609.7
8.0E-4,15.69781,-1122586.0,1099.763,1099.763,0.001845056,1.0,0.912534,1.360892E-4,6.249608E-6,1.913925E-4,1.026775E-5,6.673266E-8,2.497158E-4,0.02846832,6.303323E-5,5.830479E-6,2.008676E-5,0.04187009,0.01637034,5.845761E-5,8.640726E-9,2.767237E-7,1.775869E-6,2.342944E-7,1.052155E-5,2.76375E-7,10.6067,1.175339E-4,668598.6,668598.6
9.0E-4,15.69782,-1019368.0,1099.745,1099.745,0.001845056,1.0,0.9124756,1.571741E-4,7.558182E-6,2.313382E-4,1.239506E-5,9.721019E-8,3.019212E-4,0.02845942,6.593423E-5,7.090333E-6,2.425016E-5,0.04182872,0.01634688,6.201424E-5,1.254802E-8,3.352286E-7,2.147127E-6,2.839683E-7,1.330627E-5,3.561126E-7,10.60651,1.175337E-4,668586.8,668586.8
0.001,15.69788,-934892.3,1099.729,1099.729,0.001845056,1.0,0.9124152,1.786943E-4,8.931255E-6,2.730398E-4,1.461534E-5,1.350981E-7,3.564612E-4,0.02845024,6.824696E-5,8.423095E-6,2.859539E-5,0.04178631,0.01632296,6.487392E-5,1.739756E-8,3.96526E-7,2.533964E-6,3.361559E-7,1.623193E-5,4.428574E-7,10.60632,1.175333E-4,668574.5,668574.5
0.0011,15.69796,-866040.6,1099.714,1099.714,0.001845056,1.0,0.9123531,2.005571E-4,1.035791E-5,3.16124E-4,1.690895E-5,1.807423E-7,4.12852E-4,0.02844087,7.009607E-5,9.818957E-6,3.308412E-5,0.0417431,0.01629871,6.714649E-5,2.323464E-8,4.600779E-7,2.933165E-6,3.904237E-7,1.924668E-5,5.354435E-7,10.60612,1.175327E-4,668561.9,668561.9
0.0012,15.69806,-809886.8,1099.699,1099.699,0.001845056,1.0,0.9122897,2.226859E-4,1.182908E-5,3.602831E-4,1.925966E-5,2.343668E-7,4.706945E-4,0.02843137,7.15813E-5,1.126954E-5,3.768475E-5,0.04169929,0.01627419,6.893318E-5,3.008988E-8,5.254359E-7,3.342137E-6,4.464108E-7,2.230846E-5,6.328507E-7,10.60591,1.175319E-4,668548.8,668548.8
0.0013,15.69819,-763903.5,1099.686,1099.686,0.001845056,1.0,0.9122253,2.450184E-4,1.333734E-5,4.05267E-4,2.165429E-5,2.960983E-7,5.296639E-4,0.0284218,7.278124E-5,1.276773E-5,4.237157E-5,0.04165503,0.01624947,7.032308E-5,3.798226E-8,5.92231E-7,3.758811E-6,5.038204E-7,2.538402E-5,7.342121E-7,10.6057,1.17531E-4,668535.5,668535.5
0.0014,15.69832,-726002.9,1099.674,1099.674,0.001845056,1.0,0.9121602,2.675045E-4,1.487668E-5,4.508742E-4,2.408219E-5,3.659905E-7,5.894982E-4,0.02841221,7.375741E-5,1.430753E-5,4.71239E-5,0.04161045,0.01622461,7.139234E-5,4.692195E-8,6.601615E-7,4.18154E-6,5.624106E-7,2.844759E-5,8.388042E-7,10.60548,1.1753E-4,668522.0,668522.0
0.0015,15.69847,-694484.4,1099.662,1099.662,0.001845056,1.0,0.9120944,2.901041E-4,1.644223E-5,4.969436E-4,2.653487E-5,4.440431E-7,6.499877E-4,0.02840264,7.455786E-5,1.588391E-5,5.192517E-5,0.04156564,0.01619966,7.220484E-5,5.691267E-8,7.289826E-7,4.609017E-6,6.219861E-7,3.147949E-5,9.460298E-7,10.60527,1.175289E-4,668508.3,668508.3
0.0016,15.69863,-668004.4,1099.65,1099.65,0.001845056,1.0,0.9120282,3.127853E-4,1.803008E-5,5.433475E-4,2.900555E-5,5.302179E-7,7.109658E-4,0.02839311,7.521996E-5,1.74926E-5,5.676224E-5,0.04152066,0.01617464,7.281319E-5,6.795356E-8,7.984964E-7,5.040208E-6,6.823897E-7,3.446501E-5,1.055401E-6,10.60505,1.175277E-4,668494.6,668494.6
0.0017,15.6988,-645499.4,1099.639,1099.639,0.001845056,1.0,0.9119617,3.355228E-4,1.963712E-5,5.899851E-4,3.148893E-5,6.244509E-7,7.723008E-4,0.02838365,7.577277E-5,1.913005E-5,6.162474E-5,0.04147559,0.01614958,7.326011E-5,8.004062E-8,8.685439E-7,5.474299E-6,7.434959E-7,3.739337E-5,1.166524E-6,10.60483,1.175264E-4,668480.7,668480.7
0.0018,15.69897,-626138.5,1099.628,1099.628,0.001845056,1.0,0.9118948,3.582971E-4,2.126089E-5,6.367772E-4,3.398081E-5,7.26661E-7,8.338892E-4,0.02837427,7.623887E-5,2.079324E-5,6.650453E-5,0.04143045,0.0161245,7.35799E-5,9.316782E-8,9.389971E-7,5.910648E-6,8.052047E-7,4.025692E-5,1.279081E-6,10.60461,1.175251E-4,668466.8,668466.8
0.0019,15.69915,-609266.9,1099.618,1099.618,0.001845056,1.0,0.9118279,3.810926E-4,2.289943E-5,6.836622E-4,3.647792E-5,8.367575E-7,8.956499E-4,0.02836499,7.663584E-5,2.247965E-5,7.139523E-5,0.04138529,0.01609943,7.379989E-5,1.073279E-7,1.009753E-6,6.348745E-6,8.674368E-7,4.305039E-5,1.392816E-6,10.60439,1.175238E-4,668452.8,668452.8
0.002,15.69934,-594370.9,1099.608,1099.608,0.001845056,1.0,0.9117607,4.038972E-4,2.455117E-5,7.305918E-4,3.89777E-5,9.546445E-7,9.575195E-4,0.02835582,7.697744E-5,2.41871E-5,7.629188E-5,0.04134013,0.01607437,7.394182E-5,1.225129E-7,1.08073E-6,6.788191E-6,9.30129E-7,4.577033E-5,1.507525E-6,10.60416,1.175224E-4,668438.8,668438.8
0.0021,15.69953,-581045.3,1099.598,1099.598,0.001845056,1.0,0.9116936,4.267016E-4,2.62149E-5,7.775283E-4,4.147818E-5,1.080224E-6,0.001019449,0.02834676,7.727441E-5,2.591374E-5,8.119059E-5,0.04129499,0.01604933,7.402284E-5,1.387147E-7,1.151861E-6,7.228666E-6,9.932311E-7,4.841472E-5,1.623044E-6,10.60394,1.17521E-4,668424.8,668424.8
0.0022,15.69972,-568980.4,1099.588,1099.588,0.001845056,1.0,0.9116263,4.494985E-4,2.788963E-5,8.244427E-4,4.39778E-5,1.213399E-6,0.001081398,0.02833781,7.753515E-5,2.765798E-5,8.608836E-5,0.04124988,0.01602432,7.405644E-5,1.559251E-7,1.223091E-6,7.66992E-6,1.056703E-6,5.098261E-5,1.739239E-6,10.60372,1.175196E-4,668410.7,668410.7
0.0023,15.69991,-557885.8,1099.579,1099.579,0.001845056,1.0,0.9115591,4.722823E-4,2.957461E-5,8.713127E-4,4.64754E-5,1.354072E-6,0.001143339,0.02832897,7.776626E-5,2.941843E-5,9.098287E-5,0.04120482,0.01599935,7.405318E-5,1.74136E-7,1.294379E-6,8.111751E-6,1.120514E-6,5.347385E-5,1.856006E-6,10.6035,1.175181E-4,668396.7,668396.7
0.0024,15.70011,-547661.0,1099.569,1099.569,0.001845056,1.0,0.9114918,4.950486E-4,3.126921E-5,9.181207E-4,4.897001E-5,1.50215E-6,0.001205248,0.02832025,7.797291E-5,3.119386E-5,9.587231E-5,0.04115982,0.01597442,7.402135E-5,1.933395E-7,1.365688E-6,8.553998E-6,1.184639E-6,5.58889E-5,1.973259E-6,10.60328,1.175166E-4,668382.7,668382.7
0.0025,15.7003,-538070.6,1099.56,1099.56,0.001845056,1.0,0.9114246,5.177942E-4,3.297297E-5,9.648538E-4,5.146096E-5,1.657541E-6,0.001267108,0.02831165,7.815915E-5,3.298322E-5,1.007553E-4,0.04111488,0.01594954,7.396731E-5,2.135281E-7,1.43699E-6,8.996535E-6,1.249056E-6,5.822869E-5,2.090928E-6,10.60305,1.175152E-4,668368.7,668368.7
0.0026,15.7005,-529011.2,1099.551,1099.551,0.001845056,1.0,0.9113574,5.405165E-4,3.468548E-5,0.001011501,5.394771E-5,1.820158E-6,0.001328903,0.02830316,7.832825E-5,3.478552E-5,1.056308E-4,0.04107001,0.0159247,7.389621E-5,2.346945E-7,1.50826E-6,9.439255E-6,1.313751E-6,6.049442E-5,2.208956E-6,10.60283,1.175137E-4,668354.7,668354.7
0.0027,15.7007,-520395.6,1099.542,1099.542,0.001845056,1.0,0.9112902,5.632134E-4,3.640643E-5,0.001058056,5.642983E-5,1.989914E-6,0.001390625,0.02829479,7.848278E-5,3.659989E-5,1.10498E-4,0.04102521,0.0158999,7.381196E-5,2.568318E-7,1.57948E-6,9.882074E-6,1.378709E-6,6.268756E-5,2.327295E-6,10.60261,1.175122E-4,668340.8,668340.8
0.0028,15.70091,-512144.8,1099.533,1099.533,0.001845056,1.0,0.9112231,5.858838E-4,3.813559E-5,0.001104512,5.890702E-5,2.166726E-6,0.001452264,0.02828652,7.86247E-5,3.842556E-5,1.153562E-4,0.04098049,0.01587516,7.371752E-5,2.799333E-7,1.650633E-6,1.032492E-5,1.443921E-6,6.480976E-5,2.445909E-6,10.60239,1.175106E-4,668326.9,668326.9
0.0029,15.70111,-504200.2,1099.525,1099.525,0.001845056,1.0,0.9111561,6.085263E-4,3.987275E-5,0.001150864,6.137903E-5,2.350515E-6,0.001513814,0.02827836,7.875569E-5,4.026179E-5,1.20205E-4,0.04093584,0.01585047,7.361531E-5,3.039924E-7,1.721706E-6,1.076774E-5,1.509378E-6,6.686274E-5,2.564764E-6,10.60217,1.175091E-4,668313.0,668313.0
0.003,15.70132,-496508.6,1099.516,1099.516,0.001845056,1.0,0.9110891,6.311401E-4,4.161773E-5,0.001197109,6.384569E-5,2.541201E-6,0.001575271,0.02827031,7.887711E-5,4.21079E-5,1.250441E-4,0.04089128,0.01582583,7.350729E-5,3.290031E-7,1.792687E-6,1.121048E-5,1.575071E-6,6.884829E-5,2.683831E-6,10.60195,1.175076E-4,668299.1,668299.1
0.0031,15.70152,-489033.0,1099.508,1099.508,0.001845056,1.0,0.9110222,6.537247E-4,4.33704E-5,0.001243245,6.630685E-5,2.738708E-6,0.001636631,0.02826236,7.899002E-5,4.396327E-5,1.298731E-4,0.04084679,0.01580125,7.339487E-5,3.549592E-7,1.863565E-6,1.16531E-5,1.640995E-6,7.076827E-5,2.803087E-6,10.60173,1.17506E-4,668285.2,668285.2
0.0032,15.70173,-481759.0,1099.5,1099.5,0.001845056,1.0,0.9109553,6.762797E-4,4.513066E-5,0.00128927,6.876244E-5,2.942962E-6,0.001697891,0.02825451,7.909518E-5,4.582731E-5,1.346918E-4,0.04080239,0.01577672,7.327901E-5,3.81855E-7,1.934335E-6,1.209557E-5,1.707145E-6,7.262453E-5,2.922513E-6,10.60151,1.175045E-4,668271.4,668271.4
0.0033,15.70194,-474637.1,1099.492,1099.492,0.001845056,1.0,0.9108886,6.988049E-4,4.689841E-5,0.001335183,7.121242E-5,3.153891E-6,0.00175905,0.02824675,7.919321E-5,4.769952E-5,1.395003E-4,0.04075807,0.01575224,7.316041E-5,4.096849E-7,2.004988E-6,1.253785E-5,1.773517E-6,7.441896E-5,3.042092E-6,10.60129,1.175029E-4,668257.6,668257.6
0.0034,15.70215,-467676.5,1099.484,1099.484,0.001845056,1.0,0.9108219,7.213001E-4,4.867357E-5,0.001380983,7.365671E-5,3.371421E-6,0.001820107,0.02823909,7.928476E-5,4.957933E-5,1.442983E-4,0.04071383,0.01572781,7.303986E-5,4.38443E-7,2.075519E-6,1.297993E-5,1.840106E-6,7.615343E-5,3.161807E-6,10.60107,1.175013E-4,668243.9,668243.9
0.0035,15.70236,-460843.8,1099.476,1099.476,0.001845056,1.0,0.9107553,7.437651E-4,5.045605E-5,0.00142667,7.609529E-5,3.595468E-6,0.001881059,0.02823152,7.937046E-5,5.146615E-5,1.490857E-4,0.04066968,0.01570343,7.2918E-5,4.681229E-7,2.145921E-6,1.342177E-5,1.906909E-6,7.783013E-5,3.281641E-6,10.60085,1.174998E-4,668230.1,668230.1
0.0036,15.70257,-454130.5,1099.468,1099.468,0.001845056,1.0,0.9106887,7.661998E-4,5.224579E-5,0.001472243,7.852814E-5,3.825976E-6,0.001941907,0.02822404,7.945058E-5,5.335962E-5,1.538626E-4,0.04062561,0.01567911,7.27951E-5,4.987203E-7,2.216191E-6,1.386335E-5,1.973923E-6,7.945045E-5,3.401583E-6,10.60064,1.174982E-4,668216.4,668216.4
0.0037,15.70278,-447528.6,1099.461,1099.461,0.001845056,1.0,0.9106223,7.886044E-4,5.404276E-5,0.001517702,8.095527E-5,4.062886E-6,0.00200265,0.02821664,7.952545E-5,5.525934E-5,1.586289E-4,0.04058162,0.01565485,7.267143E-5,5.302306E-7,2.286325E-6,1.430467E-5,2.041145E-6,8.101594E-5,3.521622E-6,10.60042,1.174966E-4,668202.8,668202.8
0.0038,15.703,-441029.2,1099.453,1099.453,0.001845056,1.0,0.910556,8.109787E-4,5.584688E-5,0.001563048,8.337666E-5,4.306131E-6,0.002063288,0.02820932,7.959537E-5,5.716487E-5,1.633847E-4,0.04053771,0.01563063,7.254723E-5,5.626486E-7,2.356319E-6,1.474569E-5,2.108573E-6,8.252832E-5,3.641749E-6,10.6002,1.17495E-4,668189.2,668189.2
0.0039,15.70321,-434625.1,1099.446,1099.446,0.001845056,1.0,0.9104897,8.33323E-4,5.765813E-5,0.00160828,8.579232E-5,4.555649E-6,0.00212382,0.02820209,7.966059E-5,5.907585E-5,1.681299E-4,0.04049389,0.01560647,7.242267E-5,5.959695E-7,2.426172E-6,1.518642E-5,2.176205E-6,8.398909E-5,3.761952E-6,10.59999,1.174934E-4,668175.5,668175.5
0.004,15.70343,-428311.2,1099.439,1099.439,0.001845056,1.0,0.9104235,8.556371E-4,5.947645E-5,0.001653399,8.820228E-5,4.811369E-6,0.002184247,0.02819493,7.972137E-5,6.099183E-5,1.728644E-4,0.04045015,0.01558236,7.229791E-5,6.301879E-7,2.495879E-6,1.562682E-5,2.244037E-6,8.540007E-5,3.882221E-6,10.59977,1.174918E-4,668162.0,668162.0
0.0041,15.70364,-422082.6,1099.431,1099.431,0.001845056,1.0,0.9103574,8.779213E-4,6.13018E-5,0.001698404,9.060653E-5,5.073233E-6,0.002244569,0.02818785,7.977792E-5,6.291248E-5,1.775885E-4,0.0404065,0.0155583,7.217305E-5,6.652992E-7,2.56544E-6,1.606689E-5,2.312068E-6,8.676265E-5,4.002547E-6,10.59956,1.174902E-4,668148.4,668148.4
0.0042,15.70386,-415933.3,1099.424,1099.424,0.001845056,1.0,0.9102914,9.001756E-4,6.313414E-5,0.001743297,9.300509E-5,5.341173E-6,0.002304786,0.02818084,7.983043E-5,6.48374E-5,1.82302E-4,0.04036292,0.0155343,7.204819E-5,7.012981E-7,2.63485E-6,1.650662E-5,2.380296E-6,8.807848E-5,4.122922E-6,10.59934,1.174886E-4,668134.9,668134.9
0.0043,15.70407,-409857.9,1099.417,1099.417,0.001845056,1.0,0.9102255,9.224002E-4,6.497341E-5,0.001788077,9.539798E-5,5.615123E-6,0.002364897,0.0281739,7.987914E-5,6.676621E-5,1.870049E-4,0.04031943,0.01551035,7.192347E-5,7.381797E-7,2.704108E-6,1.694599E-5,2.448718E-6,8.934913E-5,4.243334E-6,10.59913,1.174869E-4,668121.5,668121.5
0.0044,15.70429,-403855.5,1099.41,1099.41,0.001845056,1.0,0.9101597,9.44595E-4,6.68196E-5,0.001832745,9.778522E-5,5.895026E-6,0.002424904,0.02816703,7.992415E-5,6.869861E-5,1.916974E-4,0.04027602,0.01548645,7.179886E-5,7.759393E-7,2.773213E-6,1.738498E-5,2.517332E-6,9.057591E-5,4.363777E-6,10.59892,1.174853E-4,668108.0,668108.0
0.0045,15.70451,-397922.8,1099.404,1099.404,0.001845056,1.0,0.9100939,9.667603E-4,6.867265E-5,0.001877301,1.001668E-4,6.180818E-6,0.002484806,0.02816023,7.996564E-5,7.063426E-5,1.963795E-4,0.04023269,0.0154626,7.167443E-5,8.145721E-7,2.842163E-6,1.78236E-5,2.586137E-6,9.176028E-5,4.484243E-6,10.5987,1.174837E-4,668094.6,668094.6
0.0046,15.70473,-392056.5,1099.397,1099.397,0.001845056,1.0,0.9100283,9.888962E-4,7.053254E-5,0.001921746,1.025428E-4,6.472439E-6,0.002544604,0.02815349,8.000375E-5,7.257284E-5,2.010511E-4,0.04018945,0.0154388,7.155021E-5,8.540733E-7,2.910956E-6,1.826183E-5,2.65513E-6,9.290361E-5,4.604724E-6,10.59849,1.17482E-4,668081.2,668081.2
0.0047,15.70495,-386254.5,1099.39,1099.39,0.001845056,1.0,0.9099627,0.001011003,7.239922E-5,0.00196608,1.049132E-4,6.769831E-6,0.002604298,0.02814681,8.003857E-5,7.451407E-5,2.057123E-4,0.04014628,0.01541506,7.14262E-5,8.944384E-7,2.979592E-6,1.869966E-5,2.72431E-6,9.400711E-5,4.725214E-6,10.59828,1.174804E-4,668067.9,668067.9
0.0048,15.70517,-380513.9,1099.384,1099.384,0.001845056,1.0,0.9098973,0.00103308,7.427267E-5,0.002010304,1.072781E-4,7.072932E-6,0.002663889,0.02814019,8.007026E-5,7.645763E-5,2.103632E-4,0.0401032,0.01539136,7.130242E-5,9.356625E-7,3.04807E-6,1.913708E-5,2.793675E-6,9.507218E-5,4.845703E-6,10.59807,1.174787E-4,668054.6,668054.6
0.0049,15.70539,-374836.1,1099.378,1099.378,0.001845056,1.0,0.9098319,0.001055129,7.615285E-5,0.002054417,1.096374E-4,7.381686E-6,0.002723376,0.02813363,8.009891E-5,7.840328E-5,2.150038E-4,0.0400602,0.01536772,7.117888E-5,9.777412E-7,3.116388E-6,1.957408E-5,2.863222E-6,9.609987E-5,4.966187E-6,10.59786,1.174771E-4,668041.3,668041.3
0.005,15.70561,-369218.5,1099.371,1099.371,0.001845056,1.0,0.9097666,0.001077148,7.803973E-5,0.002098422,1.119912E-4,7.696033E-6,0.00278276,0.02812713,8.012464E-5,8.035073E-5,2.196341E-4,0.04001728,0.01534413,7.105558E-5,1.02067E-6,3.184546E-6,2.001065E-5,2.932951E-6,9.70915E-5,5.086657E-6,10.59765,1.174754E-4,668028.1,668028.1
0.0051,15.70583,-363658.1,1099.365,1099.365,0.001845056,1.0,0.9097015,0.001099139,7.993326E-5,0.002142317,1.143395E-4,8.015918E-6,0.002842041,0.02812068,8.014755E-5,8.229971E-5,2.242541E-4,0.03997444,0.01532058,7.093253E-5,1.064444E-6,3.252543E-6,2.04468E-5,3.002859E-6,9.804817E-5,5.207108E-6,10.59744,1.174738E-4,668014.9,668014.9
0.0052,15.70606,-358151.8,1099.359,1099.359,0.001845056,1.0,0.9096364,0.0011211,8.183343E-5,0.002186104,1.166823E-4,8.341282E-6,0.00290122,0.02811428,8.016773E-5,8.425E-5,2.28864E-4,0.03993168,0.01529709,7.080973E-5,1.109059E-6,3.320379E-6,2.08825E-5,3.072945E-6,9.897098E-5,5.327533E-6,10.59723,1.174721E-4,668001.7,668001.7
0.0053,15.70628,-352698.9,1099.353,1099.353,0.001845056,1.0,0.9095714,0.001143034,8.374018E-5,0.002229782,1.190197E-4,8.67207E-6,0.002960298,0.02810794,8.018529E-5,8.620133E-5,2.334637E-4,0.03988899,0.01527365,7.068719E-5,1.15451E-6,3.388053E-6,2.131776E-5,3.143207E-6,9.9861E-5,5.447927E-6,10.59702,1.174704E-4,667988.5,667988.5
0.0054,15.7065,-347301.9,1099.347,1099.347,0.001845056,1.0,0.9095065,0.001164939,8.56535E-5,0.002273353,1.213516E-4,9.008227E-6,0.003019273,0.02810164,8.020032E-5,8.815349E-5,2.380532E-4,0.03984639,0.01525026,7.056491E-5,1.200793E-6,3.455565E-6,2.175256E-5,3.213643E-6,1.007193E-4,5.568282E-6,10.59681,1.174688E-4,667975.4,667975.4
0.0055,15.70673,-341959.7,1099.341,1099.341,0.001845056,1.0,0.9094417,0.001186815,8.757335E-5,0.002316817,1.236782E-4,9.349697E-6,0.003078147,0.02809539,8.021289E-5,9.010626E-5,2.426327E-4,0.03980387,0.01522692,7.044289E-5,1.247904E-6,3.522915E-6,2.21869E-5,3.284252E-6,1.015467E-4,5.688593E-6,10.59661,1.174671E-4,667962.3,667962.3
0.0056,15.70695,-336663.6,1099.336,1099.336,0.001845056,1.0,0.909377,0.001208664,8.94997E-5,0.002360174,1.259993E-4,9.696426E-6,0.003136921,0.02808919,8.022311E-5,9.205941E-5,2.472021E-4,0.03976143,0.01520362,7.032113E-5,1.295838E-6,3.590102E-6,2.262077E-5,3.355032E-6,1.023444E-4,5.808854E-6,10.5964,1.174654E-4,667949.3,667949.3
0.0057,15.70718,-331410.8,1099.33,1099.33,0.001845056,1.0,0.9093124,0.001230484,9.14325E-5,0.002403424,1.283151E-4,1.004836E-5,0.003195594,0.02808303,8.023104E-5,9.401276E-5,2.517615E-4,0.03971907,0.01518038,7.019963E-5,1.344591E-6,3.657125E-6,2.305417E-5,3.42598E-6,1.031132E-4,5.929061E-6,10.59619,1.174637E-4,667936.3,667936.3
