Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_C12H8_Soln#16 (),Mole_fraction_BIPHENYL_Soln#16 (),Mole_fraction_C14H10_Soln#16 (),Mole_fraction_BIN1B_Soln#16 (),Mole_fraction_BIN1A_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
2.752657E-6,15.5563,-8.00585E9,1715.845,1715.845,0.00115975,1.0,0.8996377,5.243194E-4,0.007148035,0.001750526,0.003408546,0.001128125,1.306998E-5,4.536745E-5,0.005801992,1.797136E-6,0.02661377,0.006926347,0.00159824,0.0378435,0.006415408,2.555717E-8,6.207801E-6,2.760086E-5,1.1426E-8,6.918265E-7,10.49673,7.455176E-5,661666.7,661666.8
2.815743E-6,15.55694,-7.514062E9,1715.727,1715.727,0.00115975,1.0,0.8994237,5.188579E-4,0.007299738,0.001729354,0.00347955,0.001155234,1.35995E-5,4.671666E-5,0.00593914,1.926669E-6,0.02661591,0.006953126,0.001632066,0.03774138,0.006291022,2.798043E-8,6.450883E-6,2.84061E-5,1.217362E-8,7.286129E-7,10.49558,7.454867E-5,661594.0,661594.1
3.176644E-6,15.561,-5.269706E9,1715.18,1715.18,0.00115975,1.0,0.8982577,4.893174E-4,0.008127696,0.001611005,0.003865564,0.001305089,1.670222E-5,5.450561E-5,0.006693251,2.768002E-6,0.02664125,0.007066295,0.001816785,0.0371778,0.005630523,4.455837E-8,7.860738E-6,3.297886E-5,1.6909E-8,9.581108E-7,10.48949,7.452922E-5,661210.3,661210.4
3.390098E-6,15.5636,-4.297265E9,1714.936,1714.936,0.00115975,1.0,0.8976114,4.732305E-4,0.008586652,0.001544054,0.004078892,0.00138978,1.858497E-5,5.917509E-5,0.007116083,3.346727E-6,0.02666408,0.007106181,0.001919485,0.03686006,0.005277167,5.66235E-8,8.706116E-6,3.565371E-5,2.007656E-8,1.10878E-6,10.48625,7.451679E-5,661005.8,661005.9
3.514212E-6,15.56515,-3.823776E9,1714.815,1714.815,0.00115975,1.0,0.8972494,4.643375E-4,0.008843539,0.001506353,0.004198248,0.001437772,1.969242E-5,6.191385E-5,0.007354509,3.711E-6,0.0266792,0.007121728,0.001977142,0.03668028,0.005083212,6.443427E-8,9.20039E-6,3.719824E-5,2.204356E-8,1.201339E-6,10.48447,7.450938E-5,660893.5,660893.6
3.534239E-6,15.5654,-3.752936E9,1714.797,1714.797,0.00115975,1.0,0.8971918,4.629335E-4,0.008884323,0.001500358,0.0042172,0.001445433,1.987189E-5,6.235751E-5,0.007392488,3.771693E-6,0.02668174,0.007123757,0.00198631,0.0366516,0.005052669,6.575015E-8,9.280301E-6,3.744672E-5,2.236961E-8,1.21661E-6,10.48418,7.450818E-5,660875.8,660875.9
3.538911E-6,15.56546,-3.7364E9,1714.792,1714.792,0.00115975,1.0,0.8971785,4.626072E-4,0.008893811,0.001498963,0.004221608,0.001447217,1.991379E-5,6.246107E-5,0.007401328,3.785928E-6,0.02668234,0.007124212,0.001988443,0.03664493,0.005045573,6.605935E-8,9.298948E-6,3.750465E-5,2.244601E-8,1.220186E-6,10.48412,7.45079E-5,660871.7,660871.8
3.54556E-6,15.56554,-3.713468E9,1714.786,1714.786,0.00115975,1.0,0.8971594,4.621436E-4,0.008907295,0.00149698,0.004227874,0.001449754,1.997343E-5,6.26085E-5,0.007413895,3.806238E-6,0.02668319,0.007124847,0.001991475,0.03663543,0.005035495,6.650089E-8,9.325489E-6,3.758707E-5,2.255499E-8,1.225284E-6,10.48403,7.45075E-5,660865.9,660866.0
3.710891E-6,15.56763,-3.186737E9,1714.65,1714.65,0.00115975,1.0,0.8966951,4.509145E-4,0.009236181,0.001448573,0.004380768,0.001512039,2.146326E-5,6.629221E-5,0.007721668,4.330132E-6,0.02670518,0.007136318,0.00206559,0.03640249,0.004791992,7.803432E-8,9.986658E-6,3.962912E-5,2.535029E-8,1.355316E-6,10.48178,7.44975E-5,660724.6,660724.7
5.765635E-6,15.59191,-7.310652E8,1713.894,1713.894,0.00115975,1.0,0.8920276,3.485061E-4,0.01247283,9.824388E-4,0.005917743,0.002185259,4.049737E-5,1.153943E-4,0.01093064,1.372213E-5,0.02698965,0.006857316,0.002824,0.03391537,0.002634621,3.117416E-7,1.820729E-5,6.38012E-5,7.412097E-8,3.435729E-6,10.46085,7.438148E-5,659404.7,659404.8
5.80926E-6,15.59236,-7.2039E8,1713.886,1713.886,0.00115975,1.0,0.8919462,3.46896E-4,0.01252759,9.748986E-4,0.005944722,0.002197942,4.090527E-5,1.165101E-4,0.01098876,1.397575E-5,0.02699453,0.006846589,0.002837526,0.0338692,0.002602106,3.185116E-7,1.837951E-5,6.429116E-5,7.544714E-8,3.488096E-6,10.4605,7.437933E-5,659382.8,659382.8
5.814728E-6,15.59242,-7.192762E8,1713.885,1713.885,0.00115975,1.0,0.8919361,3.466954E-4,0.01253442,9.739593E-4,0.00594809,0.002199528,4.09564E-5,1.166501E-4,0.01099602,1.400769E-5,0.02699513,0.006845237,0.002839215,0.03386343,0.002598061,3.193654E-7,1.840109E-5,6.435251E-5,7.561425E-8,3.494681E-6,10.46046,7.437907E-5,659380.0,659380.1
5.817251E-6,15.59244,-7.193526E8,1713.885,1713.885,0.00115975,1.0,0.8919314,3.46603E-4,0.01253757,9.735263E-4,0.005949644,0.002200259,4.097999E-5,1.167148E-4,0.01099937,1.402243E-5,0.02699541,0.006844613,0.002839994,0.03386077,0.002596197,3.197597E-7,1.841104E-5,6.438081E-5,7.569141E-8,3.497721E-6,10.46044,7.437894E-5,659378.8,659378.8
5.820224E-6,15.59247,-7.182845E8,1713.884,1713.884,0.00115975,1.0,0.8919259,3.464942E-4,0.01254128,9.730165E-4,0.005951473,0.002201121,4.100778E-5,1.16791E-4,0.01100331,1.403982E-5,0.02699574,0.006843877,0.002840911,0.03385763,0.002594002,3.202245E-7,1.842277E-5,6.441414E-5,7.578237E-8,3.501304E-6,10.46041,7.43788E-5,659377.3,659377.4
5.828467E-6,15.59256,-7.162474E8,1713.883,1713.883,0.00115975,1.0,0.8919106,3.461928E-4,0.01255155,9.716049E-4,0.005956541,0.002203508,4.108486E-5,1.170023E-4,0.01101424,1.408807E-5,0.02699665,0.006841833,0.002843453,0.03384895,0.002587927,3.215155E-7,1.845529E-5,6.450657E-5,7.603495E-8,3.511246E-6,10.46035,7.43784E-5,659373.2,659373.2
5.849354E-6,15.59277,-7.115117E8,1713.879,1713.879,0.00115975,1.0,0.891872,3.454321E-4,0.01257749,9.680421E-4,0.00596935,0.002209549,4.128017E-5,1.175384E-4,0.01104186,1.421072E-5,0.02699895,0.006836636,0.002849879,0.03382697,0.002572607,3.247998E-7,1.853766E-5,6.474063E-5,7.667717E-8,3.536494E-6,10.46018,7.437738E-5,659362.8,659362.9
6.284676E-6,15.59705,-6.549755E8,1713.808,1713.808,0.00115975,1.0,0.8910968,3.304486E-4,0.01309454,8.978335E-4,0.006227181,0.002332769,4.535099E-5,1.288756E-4,0.01160074,1.687297E-5,0.02704266,0.006723698,0.002979551,0.03338032,0.002274201,3.97035E-7,2.024617E-5,6.957231E-5,9.071267E-8,4.077699E-6,10.45688,7.4357E-5,659154.9,659154.9
6.333967E-6,15.59751,-6.530854E8,1713.801,1713.801,0.00115975,1.0,0.8910124,3.28851E-4,0.01315037,8.903506E-4,0.006255325,0.002346412,4.58119E-5,1.301792E-4,0.01166206,1.718696E-5,0.02704711,0.006710432,0.002993742,0.03333106,0.002242799,4.056671E-7,2.043859E-5,7.011389E-5,9.238095E-8,4.140738E-6,10.45652,7.435479E-5,659132.3,659132.4
6.337202E-6,15.59754,-6.527159E8,1713.8,1713.8,0.00115975,1.0,0.8910069,3.287469E-4,0.01315401,8.898628E-4,0.006257165,0.002347305,4.584214E-5,1.302649E-4,0.01166607,1.720765E-5,0.0270474,0.006709558,0.00299467,0.03332784,0.002240754,4.062367E-7,2.045121E-5,7.014939E-5,9.249098E-8,4.144887E-6,10.4565,7.435465E-5,659130.8,659130.9
6.343858E-6,15.5976,-6.523942E8,1713.799,1713.799,0.00115975,1.0,0.8909956,3.285327E-4,0.01316151,8.888601E-4,0.006260948,0.002349142,4.590439E-5,1.304413E-4,0.01167432,1.725027E-5,0.02704799,0.00670776,0.002996579,0.03332121,0.002236553,4.074104E-7,2.047718E-5,7.022244E-5,9.271768E-8,4.15343E-6,10.45645,7.435435E-5,659127.8,659127.8
6.346914E-6,15.59763,-6.52216E8,1713.799,1713.799,0.00115975,1.0,0.8909904,3.284345E-4,0.01316494,8.884003E-4,0.006262683,0.002349985,4.593296E-5,1.305223E-4,0.01167811,1.726985E-5,0.02704826,0.006706933,0.002997454,0.03331816,0.002234627,4.079496E-7,2.04891E-5,7.025596E-5,9.282184E-8,4.157354E-6,10.45643,7.435422E-5,659126.4,659126.5
6.383076E-6,15.59797,-6.510996E8,1713.793,1713.793,0.00115975,1.0,0.890929,3.272783E-4,0.01320545,8.829864E-4,0.00628316,0.002359943,4.627109E-5,1.31482E-4,0.01172278,1.75023E-5,0.02705143,0.006697133,0.003007786,0.03328224,0.002211973,4.14359E-7,2.063009E-5,7.065237E-5,9.405932E-8,4.203892E-6,10.45617,7.435261E-5,659110.0,659110.1
6.436481E-6,15.59846,-6.502768E8,1713.785,1713.785,0.00115975,1.0,0.8908391,3.25589E-4,0.01326478,8.750781E-4,0.006313207,0.002374593,4.677044E-5,1.329033E-4,0.01178838,1.784801E-5,0.02705602,0.006682585,0.003022952,0.03322943,0.002178955,4.239133E-7,2.083811E-5,7.123675E-5,9.590269E-8,4.272956E-6,10.45579,7.435026E-5,659086.0,659086.0
6.450545E-6,15.59859,-6.501271E8,1713.782,1713.782,0.00115975,1.0,0.8908155,3.251477E-4,0.0132803,8.730128E-4,0.006321081,0.002378439,4.690193E-5,1.332784E-4,0.01180558,1.793953E-5,0.02705721,0.00667874,0.003026928,0.03321557,0.002170347,4.264471E-7,2.089284E-5,7.139043E-5,9.63913E-8,4.29121E-6,10.45569,7.434965E-5,659079.7,659079.7
6.577211E-6,15.59973,-6.514108E8,1713.763,1713.763,0.00115975,1.0,0.8906057,3.21242E-4,0.01341816,8.547409E-4,0.006391258,0.002412862,4.808616E-5,1.366718E-4,0.01195913,1.877312E-5,0.0270675,0.006643845,0.003062388,0.03309169,0.002094471,4.496106E-7,2.138499E-5,7.277043E-5,1.008537E-7,4.456892E-6,10.4548,7.434419E-5,659023.6,659023.7
9.409337E-6,15.61883,-1.22264E9,1713.158,1713.158,0.00115975,1.0,0.886782,2.574722E-4,0.01580918,5.634964E-4,0.007696771,0.003102695,7.453957E-5,2.190851E-4,0.01488154,4.112652E-5,0.02712158,0.005835274,0.003728811,0.03067167,9.620238E-4,1.113085E-6,3.200371E-5,1.019731E-4,2.294623E-7,8.64924E-6,10.43834,7.425329E-5,657985.8,657985.9
9.766681E-6,15.62046,-1.318215E9,1713.049,1713.049,0.00115975,1.0,0.8863903,2.518012E-4,0.01603905,5.387923E-4,0.007833914,0.003181202,7.788102E-5,2.302902E-4,0.01519541,4.438157E-5,0.02710664,0.005737994,0.003799391,0.03040474,8.74227E-4,1.214972E-6,3.32937E-5,1.054629E-4,2.49712E-7,9.232613E-6,10.43658,7.424552E-5,657874.9,657875.0
9.977862E-6,15.62136,-1.374682E9,1712.98,1712.98,0.00115975,1.0,0.8861661,2.4863E-4,0.01616923,5.251242E-4,0.007912735,0.003226893,7.985702E-5,2.369862E-4,0.01537636,4.6344E-5,0.02709583,0.005681541,0.003839988,0.03025026,8.263834E-4,1.27692E-6,3.405136E-5,1.075079E-4,2.621115E-7,9.582007E-6,10.43556,7.424126E-5,657810.8,657810.9
1.001656E-5,15.62152,-1.384864E9,1712.967,1712.967,0.00115975,1.0,0.8861255,2.48063E-4,0.01619265,5.226906E-4,0.007927009,0.003235212,8.021927E-5,2.382191E-4,0.01540917,4.670666E-5,0.02709369,0.005671282,0.003847342,0.03022221,8.179214E-4,1.28841E-6,3.418984E-5,1.078813E-4,2.644188E-7,9.646397E-6,10.43538,7.42405E-5,657799.2,657799.2
1.031086E-5,15.62268,-1.462109E9,1712.866,1712.866,0.00115975,1.0,0.8858228,2.438893E-4,0.01636653,5.048813E-4,0.008033856,0.003297936,8.297516E-5,2.476517E-4,0.0156552,4.94946E-5,0.02707592,0.005594198,0.003902411,0.03001137,7.565395E-4,1.37716E-6,3.523924E-5,1.107073E-4,2.823209E-7,1.01396E-5,10.43399,7.423501E-5,657711.7,657711.7
1.046728E-5,15.62325,-1.502472E9,1712.81,1712.81,0.00115975,1.0,0.8856656,2.417655E-4,0.01645602,4.958932E-4,0.00808948,0.003330902,8.444091E-5,2.527053E-4,0.01578358,5.099743E-5,0.0270654,0.005553903,0.003931091,0.02990106,7.259325E-4,1.425301E-6,3.579445E-5,1.121999E-4,2.920918E-7,1.040421E-5,10.43326,7.423226E-5,657665.8,657665.9
1.097548E-5,15.62496,-1.630066E9,1712.618,1712.618,0.00115975,1.0,0.8851718,2.352847E-4,0.01673383,4.687989E-4,0.008264956,0.00343633,8.920802E-5,2.693045E-4,0.01618986,5.597564E-5,0.02702641,0.005426337,0.004021616,0.02955058,6.352779E-4,1.586203E-6,3.758662E-5,1.170062E-4,3.25062E-7,1.127504E-5,10.43095,7.422414E-5,657520.1,657520.1
1.099112E-5,15.62501,-1.633871E9,1712.612,1712.612,0.00115975,1.0,0.885157,2.350949E-4,0.01674208,4.680138E-4,0.008270234,0.003439535,8.935482E-5,2.698195E-4,0.01620211,5.613107E-5,0.0270251,0.005422495,0.004024339,0.02953998,6.326888E-4,1.591261E-6,3.764149E-5,1.171531E-4,3.261064E-7,1.13021E-5,10.43088,7.422391E-5,657515.7,657515.7
1.10629E-5,15.62523,-1.651704E9,1712.584,1712.584,0.00115975,1.0,0.8850894,2.342306E-4,0.01677973,4.644444E-4,0.008294373,0.003454219,9.002891E-5,2.721868E-4,0.01625816,5.684631E-5,0.02701899,0.005404922,0.004036795,0.02949146,6.20947E-4,1.614563E-6,3.78932E-5,1.178266E-4,3.309241E-7,1.14265E-5,10.43056,7.422286E-5,657495.4,657495.5
1.107088E-5,15.62526,-1.653241E9,1712.58,1712.58,0.00115975,1.0,0.8850819,2.341353E-4,0.0167839,4.640513E-4,0.008297046,0.003455848,9.010384E-5,2.724503E-4,0.01626437,5.692597E-5,0.0270183,0.005402976,0.004038175,0.02948609,6.196565E-4,1.617161E-6,3.792115E-5,1.179014E-4,3.314619E-7,1.144035E-5,10.43052,7.422274E-5,657493.2,657493.3
1.109273E-5,15.62532,-1.658459E9,1712.572,1712.572,0.00115975,1.0,0.8850614,2.338749E-4,0.01679527,4.629782E-4,0.008304359,0.003460306,9.030905E-5,2.73172E-4,0.01628136,5.71443E-5,0.02701641,0.005397652,0.004041949,0.02947137,6.161373E-4,1.624284E-6,3.799768E-5,1.181061E-4,3.32937E-7,1.147828E-5,10.43042,7.422243E-5,657487.1,657487.1
1.110271E-5,15.62535,-1.660878E9,1712.568,1712.568,0.00115975,1.0,0.885052,2.337564E-4,0.01680046,4.624898E-4,0.008307694,0.003462341,9.040278E-5,2.735018E-4,0.01628911,5.72441E-5,0.02701554,0.005395223,0.00404367,0.02946466,6.145372E-4,1.627541E-6,3.803262E-5,1.181996E-4,3.336118E-7,1.149562E-5,10.43038,7.422228E-5,657484.3,657484.3
1.133487E-5,15.62603,-1.71606E9,1712.473,1712.473,0.00115975,1.0,0.8848372,2.310608E-4,0.01691919,4.514349E-4,0.008384503,0.003509425,9.25843E-5,2.812015E-4,0.01646777,5.95807E-5,0.02699461,0.005339319,0.004083314,0.02930969,5.785548E-4,1.704038E-6,3.88438E-5,1.203673E-4,3.495209E-7,1.190064E-5,10.42935,7.421908E-5,657419.6,657419.6
1.14944E-5,15.62646,-1.753306E9,1712.406,1712.406,0.00115975,1.0,0.8846922,2.292735E-4,0.01699876,4.441632E-4,0.008436441,0.003541507,9.408439E-5,2.865217E-4,0.01658879,6.120216E-5,0.02697944,0.005301552,0.004110125,0.0292045,5.551422E-4,1.757379E-6,3.939928E-5,1.218498E-4,3.606811E-7,1.218077E-5,10.42866,7.421701E-5,657375.6,657375.6
1.15032E-5,15.62649,-1.755215E9,1712.402,1712.402,0.00115975,1.0,0.8846843,2.291764E-4,0.0170031,4.437696E-4,0.008439287,0.003543271,9.416716E-5,2.868158E-4,0.01659543,6.129198E-5,0.02697858,0.005299484,0.004111594,0.02919873,5.538808E-4,1.76034E-6,3.942988E-5,1.219314E-4,3.613022E-7,1.219626E-5,10.42862,7.42169E-5,657373.2,657373.2
1.15256E-5,15.62655,-1.760351E9,1712.393,1712.393,0.00115975,1.0,0.8846641,2.2893E-4,0.01701413,4.427713E-4,0.008446521,0.003547757,9.437791E-5,2.875651E-4,0.0166123,6.152083E-5,0.02697639,0.005294228,0.004115328,0.02918405,5.50685E-4,1.767887E-6,3.950776E-5,1.221391E-4,3.628863E-7,1.223573E-5,10.42852,7.421662E-5,657367.0,657367.1
1.168945E-5,15.62697,-1.797439E9,1712.323,1712.323,0.00115975,1.0,0.8845178,2.271584E-4,0.01709388,4.356173E-4,0.00849904,0.00358044,9.591972E-5,2.93058E-4,0.01673488,6.320191E-5,0.02696004,0.005256101,0.00414244,0.0290773,5.278997E-4,1.823451E-6,4.007641E-5,1.236546E-4,3.745819E-7,1.252523E-5,10.42781,7.421462E-5,657322.3,657322.4
1.170241E-5,15.627,-1.800346E9,1712.317,1712.317,0.00115975,1.0,0.8845063,2.270204E-4,0.01710012,4.350624E-4,0.008503165,0.003583016,9.604174E-5,2.934936E-4,0.01674452,6.333546E-5,0.02695871,0.005253109,0.00414457,0.0290689,5.261412E-4,1.827874E-6,4.012133E-5,1.237743E-4,3.755156E-7,1.25482E-5,10.42775,7.421447E-5,657318.8,657318.8
1.175415E-5,15.62713,-1.811795E9,1712.294,1712.294,0.00115975,1.0,0.8844606,2.264733E-4,0.01712493,4.32864E-4,0.008519588,0.003593284,9.652878E-5,2.952335E-4,0.01678289,6.386932E-5,0.0269534,0.005241203,0.004153048,0.02903545,5.191878E-4,1.845571E-6,4.030051E-5,1.242515E-4,3.792551E-7,1.263996E-5,10.42753,7.421386E-5,657304.7,657304.8
1.193356E-5,15.62756,-1.851257E9,1712.215,1712.215,0.00115975,1.0,0.8843037,2.246145E-4,0.01720975,4.254298E-4,0.008576032,0.003628727,9.821857E-5,3.012851E-4,0.01691491,6.573051E-5,0.02693449,0.005200345,0.004182188,0.02892023,4.958262E-4,1.907436E-6,4.092077E-5,1.25902E-4,3.923753E-7,1.295927E-5,10.42676,7.421183E-5,657256.3,657256.4
1.194002E-5,15.62757,-1.852424E9,1712.212,1712.212,0.00115975,1.0,0.8842981,2.245487E-4,0.01721277,4.251677E-4,0.008578049,0.003629998,9.827941E-5,3.015034E-4,0.01691963,6.579777E-5,0.0269338,0.005198887,0.004183229,0.02891611,4.95007E-4,1.909676E-6,4.094306E-5,1.259612E-4,3.928519E-7,1.29708E-5,10.42674,7.421176E-5,657254.6,657254.6
1.227179E-5,15.62829,-1.922327E9,1712.061,1712.061,0.00115975,1.0,0.8840146,2.212693E-4,0.01736474,4.121921E-4,0.008680333,0.003694857,1.014072E-4,3.127656E-4,0.01715938,6.927985E-5,0.02689687,0.005125168,0.004236033,0.02870636,4.548433E-4,2.026129E-6,4.208528E-5,1.289953E-4,4.177613E-7,1.356582E-5,10.42533,7.420833E-5,657166.2,657166.2
1.251451E-5,15.62877,-1.971362E9,1711.947,1711.947,0.00115975,1.0,0.8838121,2.18988E-4,0.01747225,4.032761E-4,0.008753575,0.003741788,1.03698E-4,3.210589E-4,0.01733146,7.18583E-5,0.02686838,0.005072689,0.004273839,0.02855544,4.277047E-4,2.112924E-6,4.291732E-5,1.312013E-4,4.365016E-7,1.400462E-5,10.42432,7.420606E-5,657102.3,657102.3
1.253959E-5,15.62882,-1.976231E9,1711.935,1711.935,0.00115975,1.0,0.8837914,2.187579E-4,0.01748319,4.023819E-4,0.008761065,0.003746612,1.039347E-4,3.219182E-4,0.01734908,7.212615E-5,0.02686537,0.005067339,0.004277705,0.02853997,4.250051E-4,2.121967E-6,4.30031E-5,1.314286E-4,4.38463E-7,1.405011E-5,10.42422,7.420584E-5,657095.7,657095.8
1.314889E-5,15.62983,-2.089819E9,1711.636,1711.636,0.00115975,1.0,0.8833011,2.134643E-4,0.01773981,3.820688E-4,0.008939033,0.00386249,1.096946E-4,3.429311E-4,0.01776873,7.87143E-5,0.0267884,0.004941289,0.004369542,0.02817061,3.648021E-4,2.345948E-6,4.507854E-5,1.369151E-4,4.875625E-7,1.516448E-5,10.42172,7.420103E-5,656938.3,656938.3
1.330348E-5,15.63005,-2.116717E9,1711.557,1711.557,0.00115975,1.0,0.8831803,2.122067E-4,0.01780227,3.773232E-4,0.008982993,0.003891497,1.111579E-4,3.483007E-4,0.0178727,8.04094E-5,0.02676778,0.004910512,0.004392218,0.02807883,3.510678E-4,2.404047E-6,4.560247E-5,1.382967E-4,5.004636E-7,1.544983E-5,10.42109,7.419999E-5,656898.9,656899.0
1.332713E-5,15.63008,-2.120882E9,1711.545,1711.545,0.00115975,1.0,0.883162,2.120172E-4,0.01781174,3.766106E-4,0.00898968,0.003895922,1.113819E-4,3.491236E-4,0.01788852,8.06696E-5,0.02676458,0.004905845,0.004395666,0.02806486,3.490169E-4,2.412982E-6,4.568255E-5,1.385077E-4,5.024536E-7,1.549359E-5,10.421,7.419983E-5,656892.9,656893.0
