Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_C10H8_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_STILB_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_INDENE_Soln#9 (),Mole_fraction_BIPHENYL_Soln#9 (),Mole_fraction_C14H10_Soln#9 (),Mole_fraction_C16H10_Soln#9 (),Mole_fraction_BIN1B_Soln#9 (),Mole_fraction_BIN1A_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
0.024,16.26161,1129875.0,1413.451,1413.451,0.001449687,1.0,0.8377439,0.05031193,1.871718E-4,0.01879651,0.01343056,4.406438E-4,0.066337,0.00222499,0.003293238,5.156509E-5,1.212505E-5,0.001445575,2.23014E-4,1.332445E-6,2.390485E-4,0.001207716,0.001291255,2.155835E-4,6.506283E-4,9.353166E-4,10.33974,8.914781E-5,651780.8,651783.7
0.025,16.26771,1021508.0,1413.674,1413.674,0.001449687,1.0,0.8374574,0.05086438,1.838744E-4,0.01843948,0.01366731,4.472836E-4,0.06653641,0.002242111,0.002932265,4.63691E-5,1.021406E-5,0.001385413,2.163384E-4,1.22603E-6,2.390241E-4,0.001232118,0.001273808,2.115986E-4,6.926639E-4,9.576587E-4,10.33749,8.911437E-5,651641.3,651644.2
0.026,16.27341,943525.3,1413.878,1413.878,0.001449687,1.0,0.837202,0.05138015,1.807607E-4,0.01809528,0.01389198,4.529291E-4,0.06670051,0.002254626,0.002610905,4.16926E-5,8.689003E-6,0.001334525,2.10642E-4,1.129931E-6,2.386531E-4,0.001254008,0.001254917,2.077451E-4,7.34944E-4,9.795536E-4,10.33537,8.908319E-5,651509.4,651512.1
0.027,16.27876,892380.9,1414.069,1414.069,0.001449687,1.0,0.836975,0.05186254,1.778077E-4,0.01776377,0.01410456,4.576447E-4,0.06683284,0.002263049,0.002325448,3.749455E-5,7.474584E-6,0.001291829,2.056579E-4,1.043041E-6,2.379771E-4,0.001273504,0.00123496,2.040368E-4,7.77419E-4,0.001001043,10.33336,8.905388E-5,651384.7,651387.0
0.028,16.28385,863968.7,1414.253,1414.253,0.001449687,1.0,0.8367741,0.05231461,1.749926E-4,0.01744463,0.01430508,4.614947E-4,0.06693657,0.002267869,0.00207245,3.373541E-5,6.508959E-6,0.001256316,2.012005E-4,9.644126E-7,2.370335E-4,0.001290734,0.001214272,2.004823E-4,8.200464E-4,0.001022162,10.33147,8.902606E-5,651267.0,651268.8
0.029,16.28872,854508.3,1414.434,1414.434,0.001449687,1.0,0.8365972,0.05273919,1.722929E-4,0.01713748,0.01449363,4.645415E-4,0.0670146,0.002269543,0.001848733,3.037756E-5,5.741677E-6,0.001227063,1.971396E-4,8.932165E-7,2.35856E-4,0.001305833,0.001193152,1.970863E-4,8.627883E-4,0.001042942,10.32971,8.899943E-5,651156.2,651157.0
0.03,16.29343,861323.5,1414.617,1414.617,0.001449687,1.0,0.8364422,0.05313888,1.696877E-4,0.01684185,0.0146703,4.668456E-4,0.06706954,0.002268497,0.001651365,2.7386E-5,5.131821E-6,0.001203224,1.933832E-4,8.287696E-7,2.344758E-4,0.001318941,0.001171862,1.938502E-4,9.056109E-4,0.001063407,10.32806,8.897374E-5,651051.7,651052.4
0.03042375,16.29538,870635.3,1414.696,1414.696,0.001449687,1.0,0.8363828,0.05330134,1.686077E-4,0.01671993,0.01474162,4.676125E-4,0.06708645,0.00226733,0.001575012,2.622082E-5,4.912598E-6,0.001194565,1.918667E-4,8.033511E-7,2.33837E-4,0.001323931,0.001162846,1.92527E-4,9.237738E-4,0.001071991,10.3274,8.896307E-5,651009.3,651010.0
0.03042513,16.29538,872274.9,1414.697,1414.697,0.001449687,1.0,0.8363826,0.05330186,1.686042E-4,0.01671954,0.01474185,4.676149E-4,0.0670865,0.002267325,0.00157477,2.621723E-5,4.911917E-6,0.001194538,1.918618E-4,8.032705E-7,2.338349E-4,0.001323947,0.001162817,1.925227E-4,9.238331E-4,0.001072019,10.3274,8.896304E-5,651009.2,651009.8
0.03053168,16.29588,907316.9,1414.717,1414.717,0.001449687,1.0,0.8363682,0.0533421,1.683394E-4,0.01668922,0.01475946,4.677921E-4,0.06709018,0.002266957,0.001556182,2.594927E-5,4.860008E-6,0.001192485,1.914865E-4,7.975386E-7,2.336879E-4,0.001325151,0.001160548,1.921938E-4,9.284057E-4,0.001074171,10.32724,8.896035E-5,650998.7,650999.3
0.03082537,16.29723,912472.0,1414.773,1414.773,0.001449687,1.0,0.8363295,0.05345183,1.676143E-4,0.01660632,0.01480733,4.682448E-4,0.06709919,0.002265825,0.001506286,2.51851E-5,4.723258E-6,0.001187073,1.904661E-4,7.812924E-7,2.33246E-4,0.001328368,0.001154303,1.912966E-4,9.410142E-4,0.001080088,10.32679,8.895296E-5,650970.2,650970.9
0.03085679,16.29737,912400.9,1414.779,1414.779,0.001449687,1.0,0.8363254,0.05346346,1.67537E-4,0.01659751,0.0148124,4.6829E-4,0.06710005,0.002265694,0.00150106,2.5106E-5,4.709166E-6,0.001186516,1.90358E-4,7.795514E-7,2.331973E-4,0.001328703,0.001153636,1.912014E-4,9.423634E-4,0.001080719,10.32674,8.895217E-5,650967.2,650967.9
0.031,16.29803,918019.5,1414.807,1414.807,0.001449687,1.0,0.8363072,0.05351622,1.671854E-4,0.01655748,0.01483534,4.684886E-4,0.06710376,0.002265071,0.001477501,2.474576E-5,4.646153E-6,0.001184023,1.898681E-4,7.716643E-7,2.329724E-4,0.00133021,0.001150598,1.907694E-4,9.485135E-4,0.001083595,10.32653,8.894859E-5,650953.6,650954.2
0.032,16.3026,967510.3,1415.006,1415.006,0.001449687,1.0,0.8361898,0.05387347,1.647678E-4,0.01628431,0.01498923,4.695432E-4,0.06711928,0.002259645,0.00132465,2.239639E-5,4.258262E-6,0.00116877,1.865579E-4,7.196527E-7,2.313288E-4,0.001339783,0.001129534,1.878386E-4,9.9149E-4,0.001103531,10.32509,8.892366E-5,650862.3,650862.9
0.033,16.30715,1029066.0,1415.217,1415.217,0.001449687,1.0,0.8360888,0.05421258,1.62409E-4,0.01602177,0.01513221,4.700541E-4,0.06711803,0.002252546,0.001190609,2.031947E-5,3.947308E-6,0.00115686,1.834169E-4,6.727946E-7,2.295778E-4,0.001347797,0.001108845,1.850545E-4,0.00103451,0.00112323,10.32374,8.889884E-5,650777.3,650777.9
0.034,16.31172,1099950.0,1415.441,1415.441,0.001449687,1.0,0.8360026,0.0545354,1.600994E-4,0.01576939,0.01526458,4.700731E-4,0.06710175,0.002244061,0.001073316,1.84881E-5,3.696604E-6,0.001147745,1.804198E-4,6.306458E-7,2.277412E-4,0.001354389,0.001088662,1.824113E-4,0.00107756,0.001142709,10.32249,8.887396E-5,650698.5,650699.2
0.035,16.31632,1177672.0,1415.681,1415.681,0.001449687,1.0,0.8359301,0.05484361,1.578302E-4,0.01552667,0.01538668,4.696504E-4,0.06707199,0.002234452,9.70898E-4,1.687727E-5,3.492978E-6,0.001140945,1.775482E-4,5.927848E-7,2.258385E-4,0.001359691,0.001069094,1.799022E-4,0.001120627,0.001161982,10.32132,8.884888E-5,650625.5,650626.5
0.0353175,16.31779,1202852.0,1415.761,1415.761,0.001449687,1.0,0.8359097,0.05493866,1.571169E-4,0.01545155,0.01542336,4.694315E-4,0.06705996,0.002231204,9.412122E-4,1.640816E-5,3.436433E-6,0.0011392,1.766603E-4,5.815964E-7,2.252232E-4,0.001361125,0.001063025,1.791325E-4,0.001134302,0.001168061,10.32097,8.884086E-5,650603.5,650604.5
0.036,16.32098,1252011.0,1415.937,1415.937,0.001449687,1.0,0.8358701,0.05513871,1.555862E-4,0.01529308,0.01549888,4.688276E-4,0.06703022,0.002223969,8.816774E-4,1.546102E-5,3.326092E-6,0.001136035,1.747875E-4,5.586124E-7,2.238731E-4,0.001363827,0.001050235,1.775211E-4,0.001163688,0.001181061,10.32025,8.882354E-5,650558.0,650558.7
0.037,16.3257,1332113.0,1416.211,1416.211,0.001449687,1.0,0.8358216,0.05542207,1.533623E-4,0.01506804,0.01560149,4.676472E-4,0.06697774,0.002212814,8.041128E-4,1.422259E-5,3.18781E-6,0.001132644,1.721247E-4,5.280493E-7,2.218709E-4,0.001366919,0.001032153,1.752613E-4,0.001206729,0.001199955,10.31926,8.879785E-5,650495.6,650496.0
0.038,16.33049,1412479.0,1416.502,1416.502,0.001449687,1.0,0.8357836,0.05569494,1.511547E-4,0.01485106,0.01569491,4.661523E-4,0.06691573,0.002201174,7.368146E-4,1.314125E-5,3.071788E-6,0.001130452,1.695509E-4,5.006726E-7,2.19842E-4,0.001369079,0.001014895,1.731158E-4,0.001249739,0.001218675,10.31835,8.877178E-5,650437.9,650438.3
0.039,16.33537,1496316.0,1416.812,1416.812,0.001449687,1.0,0.8357553,0.05595848,1.489631E-4,0.01464161,0.01577951,4.643846E-4,0.06684524,0.002189198,6.785273E-4,1.220085E-5,2.973085E-6,0.001129182,1.670583E-4,4.762777E-7,2.178055E-4,0.001370413,9.98488E-4,1.710775E-4,0.001292732,0.001237234,10.31753,8.874527E-5,650384.6,650385.1
0.03965254,16.33861,1555832.0,1417.024,1417.024,0.001449687,1.0,0.8357416,0.05612594,1.475455E-4,0.01450879,0.01583013,4.631056E-4,0.06679512,0.002181258,6.448035E-4,1.165653E-5,2.916152E-6,0.001128739,1.654728E-4,4.619104E-7,2.164857E-4,0.001370884,9.882427E-4,1.698017E-4,0.001320804,0.001249267,10.31703,8.872771E-5,650352.1,650352.6
0.03965363,16.33861,1556520.0,1417.025,1417.025,0.001449687,1.0,0.8357416,0.05612622,1.475431E-4,0.01450857,0.01583022,4.631033E-4,0.06679503,0.002181245,6.447497E-4,1.165568E-5,2.916061E-6,0.001128739,1.654701E-4,4.618874E-7,2.164835E-4,0.001370884,9.882258E-4,1.697996E-4,0.001320851,0.001249288,10.31703,8.872768E-5,650352.1,650352.5
0.03968744,16.33878,1568762.0,1417.036,1417.036,0.001449687,1.0,0.835741,0.05613479,1.474704E-4,0.01450177,0.01583274,4.630349E-4,0.06679235,0.00218083,6.430867E-4,1.163E-5,2.91325E-6,0.001128723,1.653888E-4,4.611941E-7,2.164173E-4,0.0013709,9.877042E-4,1.697346E-4,0.001322303,0.001249909,10.317,8.872676E-5,650350.4,650350.9
0.03968767,16.33878,1569160.0,1417.036,1417.036,0.001449687,1.0,0.835741,0.05613485,1.474699E-4,0.01450173,0.01583276,4.630345E-4,0.06679233,0.002180827,6.430757E-4,1.162984E-5,2.913231E-6,0.001128723,1.653883E-4,4.611896E-7,2.164168E-4,0.001370901,9.877008E-4,1.697341E-4,0.001322312,0.001249913,10.317,8.872675E-5,650350.4,650350.9
0.03970031,16.33884,1575703.0,1417.04,1417.04,0.001449687,1.0,0.8357408,0.05613806,1.474428E-4,0.01449919,0.0158337,4.630089E-4,0.06679132,0.002180671,6.424556E-4,1.162062E-5,2.912184E-6,0.001128717,1.653579E-4,4.609407E-7,2.163927E-4,0.001370906,9.875059E-4,1.697098E-4,0.001322856,0.001250146,10.31699,8.872641E-5,650349.8,650350.3
0.0398319,16.33951,1585900.0,1417.084,1417.084,0.001449687,1.0,0.8357385,0.05617139,1.471633E-4,0.01447283,0.01584344,4.627423E-4,0.06678079,0.002179049,6.360709E-4,1.152054E-5,2.901383E-6,0.001128663,1.650425E-4,4.584208E-7,2.161429E-4,0.001370962,9.854846E-4,1.694578E-4,0.001328524,0.001252567,10.31689,8.872281E-5,650343.5,650344.0
0.03998265,16.34027,1595831.0,1417.135,1417.135,0.001449687,1.0,0.835736,0.05620937,1.468405E-4,0.01444281,0.01585445,4.624313E-4,0.06676858,0.002177197,6.289156E-4,1.140246E-5,2.889247E-6,0.001128611,1.646831E-4,4.552848E-7,2.158384E-4,0.001371011,9.831896E-4,1.691713E-4,0.001334991,0.001255334,10.31678,8.871869E-5,650336.4,650336.9
0.04,16.34035,1597241.0,1417.141,1417.141,0.001449687,1.0,0.8357357,0.05621373,1.468033E-4,0.01443936,0.0158557,4.623952E-4,0.06676717,0.002176983,6.28102E-4,1.138926E-5,2.887866E-6,0.001128606,1.646419E-4,4.549271E-7,2.158035E-4,0.001371015,9.829267E-4,1.691385E-4,0.001335736,0.001255652,10.31677,8.871822E-5,650335.6,650336.0
0.041,16.34546,1684831.0,1417.487,1417.487,0.001449687,1.0,0.8357236,0.05646151,1.446683E-4,0.0142443,0.01592418,4.602264E-4,0.06668227,0.002164664,5.845514E-4,1.068374E-5,2.81321E-6,0.001128528,1.62304E-4,4.356835E-7,2.138091E-4,0.001370974,9.682077E-4,1.672918E-4,0.001378636,0.001273927,10.31607,8.869051E-5,650291.1,650291.5
0.042,16.3507,1808537.0,1417.854,1417.854,0.001449687,1.0,0.8357179,0.05670321,1.425867E-4,0.01405565,0.015985,4.579212E-4,0.06659112,0.002152253,5.469581E-4,1.008566E-5,2.746864E-6,0.001128795,1.600353E-4,4.194134E-7,2.119121E-4,0.001370364,9.542937E-4,1.655299E-4,0.001421897,0.001292132,10.31543,8.86621E-5,650251.0,650251.8
0.04211762,16.35132,1821231.0,1417.898,1417.898,0.001449687,1.0,0.8357176,0.05673129,1.423472E-4,0.01403385,0.01599165,4.576436E-4,0.06658,0.002150789,5.428904E-4,1.002074E-5,2.739521E-6,0.001128843,1.597727E-4,4.176404E-7,2.116945E-4,0.001370258,9.527068E-4,1.653278E-4,0.001427031,0.001294273,10.31536,8.86587E-5,650246.5,650247.5
0.04211943,16.35133,1820980.0,1417.899,1417.899,0.001449687,1.0,0.8357176,0.05673172,1.423435E-4,0.01403351,0.01599176,4.576393E-4,0.06657983,0.002150766,5.428282E-4,1.00197E-5,2.739409E-6,0.001128844,1.597686E-4,4.176125E-7,2.116911E-4,0.001370256,9.526824E-4,1.653247E-4,0.00142711,0.001294306,10.31536,8.865865E-5,650246.4,650247.4
0.0421268,16.35137,1811345.0,1417.901,1417.901,0.001449687,1.0,0.8357176,0.05673348,1.423284E-4,0.01403215,0.01599217,4.576218E-4,0.06657914,0.002150675,5.425765E-4,1.001508E-5,2.738953E-6,0.001128847,1.597523E-4,4.174929E-7,2.116767E-4,0.00137025,9.525837E-4,1.653121E-4,0.00142743,0.00129444,10.31536,8.865844E-5,650246.2,650247.1
0.04212722,16.35137,1811386.0,1417.902,1417.902,0.001449687,1.0,0.8357176,0.05673358,1.423275E-4,0.01403207,0.0159922,4.576208E-4,0.0665791,0.00215067,5.425622E-4,1.001481E-5,2.738927E-6,0.001128847,1.597513E-4,4.174859E-7,2.116759E-4,0.001370249,9.525781E-4,1.653114E-4,0.001427448,0.001294447,10.31536,8.865843E-5,650246.2,650247.1
0.04212762,16.35137,1814336.0,1417.902,1417.902,0.001449687,1.0,0.8357176,0.05673367,1.423267E-4,0.014032,0.01599222,4.576198E-4,0.06657906,0.002150665,5.425487E-4,1.001454E-5,2.738902E-6,0.001128847,1.597504E-4,4.174793E-7,2.116751E-4,0.001370249,9.525728E-4,1.653107E-4,0.001427465,0.001294454,10.31536,8.865841E-5,650246.1,650247.1
0.04212807,16.35138,1811323.0,1417.902,1417.902,0.001449687,1.0,0.8357176,0.05673378,1.423257E-4,0.01403192,0.01599224,4.576187E-4,0.06657902,0.00215066,5.425332E-4,1.001424E-5,2.738874E-6,0.001128847,1.597494E-4,4.174716E-7,2.116742E-4,0.001370248,9.525667E-4,1.6531E-4,0.001427485,0.001294463,10.31536,8.86584E-5,650246.1,650247.1
0.04212844,16.35138,1808604.0,1417.902,1417.902,0.001449687,1.0,0.8357176,0.05673387,1.42325E-4,0.01403185,0.01599226,4.576179E-4,0.06657898,0.002150655,5.425206E-4,1.0014E-5,2.738851E-6,0.001128848,1.597486E-4,4.174654E-7,2.116734E-4,0.001370248,9.525618E-4,1.653093E-4,0.0014275,0.001294469,10.31536,8.865839E-5,650246.1,650247.1
0.04212889,16.35138,1810289.0,1417.902,1417.902,0.001449687,1.0,0.8357176,0.05673398,1.423241E-4,0.01403177,0.01599229,4.576168E-4,0.06657894,0.00215065,5.425053E-4,1.00137E-5,2.738823E-6,0.001128848,1.597476E-4,4.174578E-7,2.116725E-4,0.001370248,9.525558E-4,1.653086E-4,0.00142752,0.001294477,10.31535,8.865838E-5,650246.1,650247.1
0.04212924,16.35138,1809049.0,1417.902,1417.902,0.001449687,1.0,0.8357176,0.05673406,1.423233E-4,0.0140317,0.01599231,4.57616E-4,0.06657891,0.002150645,5.424935E-4,1.001347E-5,2.738802E-6,0.001128848,1.597468E-4,4.174518E-7,2.116718E-4,0.001370247,9.525512E-4,1.65308E-4,0.001427535,0.001294484,10.31535,8.865837E-5,650246.1,650247.0
0.04213057,16.35139,1807691.0,1417.903,1417.903,0.001449687,1.0,0.8357176,0.05673437,1.423206E-4,0.01403146,0.01599238,4.576128E-4,0.06657878,0.002150629,5.424483E-4,1.001256E-5,2.73872E-6,0.001128849,1.597439E-4,4.174289E-7,2.116691E-4,0.001370246,9.525334E-4,1.653057E-4,0.001427592,0.001294508,10.31535,8.865833E-5,650246.0,650247.0
0.04213988,16.35144,1788917.0,1417.907,1417.907,0.001449687,1.0,0.8357177,0.05673659,1.423011E-4,0.01402974,0.01599291,4.575905E-4,0.06657791,0.002150516,5.421322E-4,1.000552E-5,2.738144E-6,0.001128852,1.597233E-4,4.172554E-7,2.11649E-4,0.001370238,9.524093E-4,1.652899E-4,0.00142799,0.001294676,10.31535,8.865806E-5,650245.7,650246.6
0.04214042,16.35144,1788049.0,1417.907,1417.907,0.001449687,1.0,0.8357177,0.05673672,1.422999E-4,0.01402964,0.01599294,4.575892E-4,0.06657786,0.002150509,5.42114E-4,1.000508E-5,2.738111E-6,0.001128853,1.597221E-4,4.172447E-7,2.116478E-4,0.001370237,9.524022E-4,1.65289E-4,0.001428013,0.001294686,10.31535,8.865805E-5,650245.7,650246.6
0.04214078,16.35144,1789151.0,1417.907,1417.907,0.001449687,1.0,0.8357177,0.0567368,1.422992E-4,0.01402957,0.01599296,4.575883E-4,0.06657782,0.002150505,5.421017E-4,1.000479E-5,2.738089E-6,0.001128853,1.597213E-4,4.172375E-7,2.11647E-4,0.001370237,9.523974E-4,1.652884E-4,0.001428029,0.001294692,10.31535,8.865804E-5,650245.7,650246.6
0.04214123,16.35145,1788197.0,1417.907,1417.907,0.001449687,1.0,0.8357177,0.05673691,1.422982E-4,0.01402949,0.01599299,4.575872E-4,0.06657778,0.002150499,5.420864E-4,1.000442E-5,2.73806E-6,0.001128853,1.597203E-4,4.172284E-7,2.116459E-4,0.001370236,9.523913E-4,1.652876E-4,0.001428048,0.001294701,10.31535,8.865802E-5,650245.6,650246.6
0.04214653,16.35147,1782884.0,1417.909,1417.909,0.001449687,1.0,0.8357177,0.05673816,1.422869E-4,0.01402851,0.01599329,4.575744E-4,0.06657728,0.002150435,5.419073E-4,1.000008E-5,2.737733E-6,0.001128855,1.597085E-4,4.171202E-7,2.116337E-4,0.001370231,9.523209E-4,1.652786E-4,0.001428273,0.001294796,10.31535,8.865787E-5,650245.5,650246.4
0.04214705,16.35148,1779993.0,1417.909,1417.909,0.001449687,1.0,0.8357177,0.05673829,1.422858E-4,0.01402841,0.01599332,4.575731E-4,0.06657723,0.002150429,5.418896E-4,9.99965E-6,2.737701E-6,0.001128855,1.597073E-4,4.171093E-7,2.116325E-4,0.001370231,9.523139E-4,1.652777E-4,0.001428296,0.001294806,10.31534,8.865786E-5,650245.4,650246.4
0.04214745,16.35148,1780884.0,1417.909,1417.909,0.001449687,1.0,0.8357177,0.05673838,1.42285E-4,0.01402834,0.01599334,4.575722E-4,0.0665772,0.002150424,5.41876E-4,9.999323E-6,2.737676E-6,0.001128856,1.597064E-4,4.17101E-7,2.116316E-4,0.001370231,9.523085E-4,1.65277E-4,0.001428313,0.001294813,10.31534,8.865785E-5,650245.4,650246.3
0.04215454,16.35152,1780045.0,1417.912,1417.912,0.001449687,1.0,0.8357177,0.05674006,1.422698E-4,0.01402703,0.01599374,4.575549E-4,0.06657653,0.002150338,5.416367E-4,9.993671E-6,2.737239E-6,0.001128858,1.596907E-4,4.169524E-7,2.116151E-4,0.001370224,9.522142E-4,1.65265E-4,0.001428614,0.001294941,10.31534,8.865764E-5,650245.2,650246.1
0.04215827,16.35154,1782065.0,1417.913,1417.913,0.001449687,1.0,0.8357177,0.05674094,1.422618E-4,0.01402635,0.01599395,4.575459E-4,0.06657617,0.002150293,5.415106E-4,9.990818E-6,2.737008E-6,0.00112886,1.596824E-4,4.168737E-7,2.116064E-4,0.00137022,9.521645E-4,1.652586E-4,0.001428774,0.001295008,10.31534,8.865754E-5,650245.0,650245.9
0.04216769,16.35159,1785834.0,1417.917,1417.917,0.001449687,1.0,0.8357177,0.05674317,1.422417E-4,0.01402461,0.01599449,4.575229E-4,0.06657528,0.002150178,5.411918E-4,9.984296E-6,2.736426E-6,0.001128864,1.596614E-4,4.166795E-7,2.11585E-4,0.001370211,9.520388E-4,1.652425E-4,0.001429178,0.001295178,10.31533,8.865727E-5,650244.6,650245.6
0.04216914,16.35159,1792143.0,1417.918,1417.918,0.001449687,1.0,0.8357177,0.05674352,1.422386E-4,0.01402434,0.01599457,4.575194E-4,0.06657514,0.00215016,5.411426E-4,9.983416E-6,2.736337E-6,0.001128864,1.596582E-4,4.166509E-7,2.115818E-4,0.00137021,9.520194E-4,1.6524E-4,0.00142924,0.001295205,10.31533,8.865722E-5,650244.6,650245.5
0.0421753,16.35163,1787255.0,1417.92,1417.92,0.001449687,1.0,0.8357177,0.05674498,1.422255E-4,0.0140232,0.01599491,4.575045E-4,0.06657456,0.002150085,5.409339E-4,9.979688E-6,2.735957E-6,0.001128867,1.596445E-4,4.165294E-7,2.115684E-4,0.001370204,9.519372E-4,1.652295E-4,0.001429506,0.001295316,10.31533,8.865705E-5,650244.4,650245.3
0.04217576,16.35163,1789715.0,1417.92,1417.92,0.001449687,1.0,0.8357177,0.05674509,1.422246E-4,0.01402312,0.01599494,4.575034E-4,0.06657452,0.002150079,5.409185E-4,9.979413E-6,2.735929E-6,0.001128867,1.596435E-4,4.165205E-7,2.115674E-4,0.001370204,9.519311E-4,1.652287E-4,0.001429525,0.001295324,10.31533,8.865704E-5,650244.3,650245.2
0.04219563,16.35173,1778652.0,1417.928,1417.928,0.001449687,1.0,0.8357177,0.05674979,1.421822E-4,0.01401946,0.01599606,4.574551E-4,0.06657264,0.002149838,5.402473E-4,9.966728E-6,2.734706E-6,0.001128875,1.595993E-4,4.161181E-7,2.115231E-4,0.001370185,9.516668E-4,1.651949E-4,0.001430376,0.001295683,10.31532,8.865647E-5,650243.6,650244.5
0.04219655,16.35174,1778909.0,1417.928,1417.928,0.001449687,1.0,0.8357177,0.05675001,1.421802E-4,0.01401929,0.01599611,4.574529E-4,0.06657255,0.002149827,5.402165E-4,9.966124E-6,2.734649E-6,0.001128876,1.595973E-4,4.160991E-7,2.11521E-4,0.001370184,9.516547E-4,1.651934E-4,0.001430415,0.0012957,10.31532,8.865644E-5,650243.6,650244.4
0.04219786,16.35175,1779380.0,1417.928,1417.928,0.001449687,1.0,0.8357177,0.05675032,1.421774E-4,0.01401905,0.01599618,4.574497E-4,0.06657243,0.002149811,5.401722E-4,9.965263E-6,2.734568E-6,0.001128876,1.595944E-4,4.160719E-7,2.11518E-4,0.001370183,9.516372E-4,1.651911E-4,0.001430471,0.001295724,10.31531,8.86564E-5,650243.5,650244.4
0.04228763,16.35222,1792267.0,1417.962,1417.962,0.001449687,1.0,0.8357177,0.05677154,1.419855E-4,0.01400254,0.0160012,4.572304E-4,0.0665639,0.002148717,5.371609E-4,9.914561E-6,2.729071E-6,0.001128913,1.593951E-4,4.143553E-7,2.113252E-4,0.001370094,9.504466E-4,1.650385E-4,0.001434318,0.001297345,10.31526,8.865383E-5,650240.1,650240.9
0.04232736,16.35243,1783804.0,1417.977,1417.977,0.001449687,1.0,0.8357177,0.05678091,1.419005E-4,0.01399525,0.0160034,4.57133E-4,0.06656011,0.002148234,5.358416E-4,9.891987E-6,2.726655E-6,0.00112893,1.593072E-4,4.136393E-7,2.112419E-4,0.001370054,9.499224E-4,1.649713E-4,0.001436017,0.001298062,10.31524,8.865269E-5,650238.6,650239.4
0.0423276,16.35243,1786294.0,1417.977,1417.977,0.001449687,1.0,0.8357177,0.05678097,1.419E-4,0.0139952,0.01600341,4.571324E-4,0.06656009,0.002148231,5.358334E-4,9.891841E-6,2.72664E-6,0.001128931,1.593066E-4,4.136348E-7,2.112414E-4,0.001370054,9.499191E-4,1.649708E-4,0.001436028,0.001298066,10.31524,8.865268E-5,650238.6,650239.4
0.04233426,16.35247,1786820.0,1417.98,1417.98,0.001449687,1.0,0.8357177,0.05678254,1.418857E-4,0.01399398,0.01600378,4.57116E-4,0.06655946,0.00214815,5.356133E-4,9.887984E-6,2.726236E-6,0.001128933,1.592919E-4,4.135135E-7,2.112273E-4,0.001370047,9.498314E-4,1.649596E-4,0.001436312,0.001298186,10.31523,8.865249E-5,650238.4,650239.2
0.04233453,16.35247,1790606.0,1417.98,1417.98,0.001449687,1.0,0.8357177,0.0567826,1.418851E-4,0.01399393,0.0160038,4.571153E-4,0.06655943,0.002148147,5.356044E-4,9.887835E-6,2.72622E-6,0.001128934,1.592913E-4,4.135087E-7,2.112268E-4,0.001370047,9.498279E-4,1.649591E-4,0.001436323,0.001298191,10.31523,8.865248E-5,650238.3,650239.1
0.04234431,16.35252,1786496.0,1417.984,1417.984,0.001449687,1.0,0.8357177,0.05678491,1.418641E-4,0.01399214,0.01600434,4.570913E-4,0.0665585,0.002148028,5.352814E-4,9.882252E-6,2.725627E-6,0.001128938,1.592697E-4,4.133318E-7,2.112061E-4,0.001370037,9.496992E-4,1.649426E-4,0.001436741,0.001298367,10.31523,8.86522E-5,650238.0,650238.8
0.04234454,16.35252,1786227.0,1417.984,1417.984,0.001449687,1.0,0.8357177,0.05678496,1.418636E-4,0.0139921,0.01600435,4.570907E-4,0.06655848,0.002148025,5.352737E-4,9.882118E-6,2.725613E-6,0.001128938,1.592692E-4,4.133276E-7,2.112056E-4,0.001370037,9.496961E-4,1.649422E-4,0.001436751,0.001298372,10.31523,8.86522E-5,650238.0,650238.8
0.04234474,16.35252,1790099.0,1417.984,1417.984,0.001449687,1.0,0.8357177,0.05678501,1.418632E-4,0.01399206,0.01600436,4.570902E-4,0.06655846,0.002148023,5.35267E-4,9.882E-6,2.725601E-6,0.001128938,1.592687E-4,4.133239E-7,2.112052E-4,0.001370036,9.496934E-4,1.649419E-4,0.001436759,0.001298375,10.31523,8.865219E-5,650238.0,650238.7
0.04235092,16.35256,1788029.0,1417.986,1417.986,0.001449687,1.0,0.8357178,0.05678647,1.418499E-4,0.01399093,0.0160047,4.57075E-4,0.06655787,0.002147948,5.350633E-4,9.878443E-6,2.725227E-6,0.001128941,1.59255E-4,4.132117E-7,2.111921E-4,0.00137003,9.496122E-4,1.649314E-4,0.001437023,0.001298486,10.31522,8.865201E-5,650237.7,650238.5
